Exp,Hole,"Core, section, interval (cm)",Top Depth [m],Presevation,Bathymetry,Alabaminella weddelensis,Ammodiscus latus,Amphicoryna sp.,Anomalinoides globulosus,Anomalinoides cf. globulosus,Anomalinoides sp. A,Anomalinoides sp. B,Anomalinoides sp. indet.,Astacolus spp.,Astrononion echolsi,Astrononion sp.,Bigenerina sp.,Bolivina huneri,Bolivina sp. A,Bolivina spp.,Brizalina pussilla,Brizalina sp.,Buliminella parvula,Cassidulina sp. A,Cassidulina sp. indet.,Cassidulina? sp.,Chilostomella sp.,Chrysalogonium crassitestum,Chrysalogonium sp. indet.,Cibicidoides eocanus,Cibicidoides grimusdalei,Cibicidoides havanensis,Cibicidoides micrus,Cibicidoides mundulus,Cibicidoides wuellerstorfi,Cibicidoides sp. A,Cibicidoides sp. B,Cibicidoides sp. C,Cibicidoides sp. indet.,Cystammina pauciloculata,Dentalina spp.,Eggerella bradyi,Eggerella sp.,Ehrenbergina histrix,Epistominella sp. A,Epistominella sp.,Evolvecassidulina cf. howei,Favocassidulina favus,Favocassidulina spinifer,Favocassidulina subfavus,Fistulose? sp.,Fursenkoina bradyi,Fursenkoina spp.,Globobulimina sp.,Globocassidulina subglobosa,Glomospira irregularis,Gyroidinoides soldanii,Gyroidinoides sp. A,Gyroidinoides sp. B,Gyroidinoides sp. C,Gyroidinoides sp. D,Gyroidinoides sp. indet.,Haplophragmoides spp.,Heronallenia sp.,Karreriella chapapotensis,Karreriella sp.,Laticarinina pauperata,Lenticulina spp.,Mattinotiella cummunis,Melonis baeleanuum,Melonis pomplioides,Myllostonella spp.,Neoeponides campester,Nodosaria spp.,Nonion affine,Nonion havanensis,Nonion sp.,Nuttallides umbonifer,Oridorsalis umbonatus,Orthomorphina spp.,Paracassidulina spp.,Planulina costata,Planulina renzi,Pleurostomella spp.,Pseudoparrella exigua,Pseudopleurostomella spp.,Pullenia bulloides,Pullenia osloensis,Pullenia quinqueloba,Pullenia salisburyi,Pullenia subcarinata,Pullenia sp. A,Pullenia sp. B,Pullenia sp. indet.,Pyrgo murrhina,Pyrgo sp. B,Pyrgo sp.,Pyrulina spp.,Quadrimorphina? sp.,Quinqueloculina sp.,Rectouvigerina senni,Recurvoides spp.,Reticulophragmium amplectens,Reussella spinulosa,Siphonodosaria antillea,Siphonodosaria spinata,Siphonodosaria sp. indet.,Spheroidina bulloides,Spiroloculina spp.,Spiroplectammina spectabilis,Stilostomella spp.,Textularia spp.,Turrilina brevispira,Turrilina robertsi,Turrilina sp. indet.,Tube-shaped agglutinated form.,Unilocular species,Uvigerina hispida,Uvigerina peregrina pradyiana,Uvigerina proboscidea,Valvulina spinosa,Agglutinated Foram. gen. et sp. indet.,Calc. Hyaline Foram. gen. et sp. indet.,Section,Core,Type,Top [cm],Bottom [cm],Site,Bottom Depth [m],A/W,Sample,eodp_id
320,B,"6H-cc, 17-20 cm",51.07,M,LB-A,,,,R,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,R,,R,,,,,,A,R,,,,,,,,,,R,F,R,,,,,,R,R,,,,R,R,,,,,,,R,,,,,,,,,,,,,,,,,,A,,,,,,R,cc,6,H,17,20,U1335,,,320-U1335B-6H-cc-nan,57c73e43af53da9c7c4e090e6fe50242
320,B,"7H-cc, 28-31 cm",60.94,P,LB-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,cc,7,H,28,31,U1335,,,320-U1335B-7H-cc-nan,662689efb448a09442ffde32598449e2
320,B,"8H-cc, 14-17 cm",70.05,G,LB-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,,,R,,,,,,,,,,,,,,,,R,,,,,R,R,,R,,,,F,,,,,,,,,,,R,F,,,,,R,,,R,,,,,R,,,,,,R,,R,,,,,,,F,,,,,,,,,R,,F,,,,,F,cc,8,H,14,17,U1335,,,320-U1335B-8H-cc-nan,7742d25d620d48c8a9567428886684c4
320,B,"9H-cc, 28-31 cm",79.96,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,F,,,,,,,,,,,,,,F,,,,,,R,,,,,,F,,,,,,,,,R,,R,F,,,,,R,R,,R,,R,,,R,,,R,,,R,,R,,R,,,F,R,,,,,,,,,,,F,,,,R,,,cc,9,H,28,31,U1335,,,320-U1335B-9H-cc-nan,cb4c484d036bcb4118e4b9d163ee6743
320,B,"10H-cc, 16-19 cm",89.06,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,R,,,,,,,,,,,,,F,,,R,R,R,,,,,,,F,,,,R,,,,,,,F,A,,,,,F,R,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,A,,,,,,R,cc,10,H,16,19,U1335,,,320-U1335B-10H-cc-nan,c47b4507fe120e9e418f31b08348a4f5
320,B,"11H-cc, 32-35 cm",98.99,G,LB-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,R,,,,,,,,,,,R,,F,,R,R,,,F,,,,,,R,,,,,,,,,,,R,A,,,,,R,R,,R,,,,,,,,F,,,R,,,,R,,,R,,,R,,,,,,,,,F,,,,,,,cc,11,H,32,35,U1335,,,320-U1335B-11H-cc-nan,313a6adec40c5774933023a0070acffd
320,B,"12H-cc, 17-20 cm",108.10,G,LB-A,,,,,,F,,,,,,R,,,,,,,,,,,,,,,R,,A,,,,,,,R,,,R,,,,,,,,R,,,R,,,R,R,,R,,,,,,R,,,,,,,,,,,,,,,R,,F,,,R,,,,,,,,,,R,F,R,R,,,,,,,,R,,,,,,,,,R,,,,,,A,cc,12,H,17,20,U1335,,,320-U1335B-12H-cc-nan,098c2fbe792c26ac65226506888a1db9
320,B,"13H-cc, 22-25 cm",117.67,G,LB-A,,,R,,,,,,,R,,,,,,,,R,,,,,,,,,R,,A,,,,,R,,R,R,,,,,,,,,,,,,F,,,R,R,R,R,R,R,,,,,,,,,R,,,,R,,R,F,,,R,,R,,,F,R,R,,R,,,,R,,,R,,R,,,,,,,R,,,,,R,,,,R,R,,,,,R,R,cc,13,H,22,25,U1335,,,320-U1335B-13H-cc-nan,583b6985c5db2ec7b7cf77abe1a76943
320,B,"14H-cc, 21-24 cm",127.03,G,LB-A,,,,,,,,,,R,,,,,,,,R,,,,,,,,R,R,R,A,,,,,F,,R,R,,,,,,,,,,,,,F,,,R,R,,R,R,,,,,R,,,,,,,,,,,R,A,,,,,R,,,R,R,,,R,,,,,,,R,R,R,,,,,,R,,R,,,,,,,,R,R,,,,,R,F,cc,14,H,21,24,U1335,,,320-U1335B-14H-cc-nan,c48bacf36ce314b3521c2ea17ecc03c3
320,B,"15H-cc, 15-20 cm",136.81,G,LB-A,,,,,,R,R,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,R,R,,,,,,,,,,,R,,R,,R,F,R,R,R,R,R,,,,R,,,,,,,,R,R,,R,F,,,,,R,R,,R,,R,,R,R,,,,,R,R,,R,,R,,,,R,R,,,R,,R,,,,R,R,,,,R,,R,cc,15,H,15,20,U1335,,,320-U1335B-15H-cc-nan,1a6cafd46bc37e41b3b710d2f0810ad4
320,B,"16H-cc, 25-30 cm",146.20,G,LB-A,,R,,R,,F,,,,R,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,R,,,,,R,,,R,R,R,,R,,,,,R,,,,,,,,,,,A,F,,,,,R,,,,,R,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,cc,16,H,25,30,U1335,,,320-U1335B-16H-cc-nan,cdf9172c584c692a6e520c5c9a47f5e3
320,B,"17H-cc, 20-25 cm",155.67,G,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,R,F,R,,,,,,,,,,,,,,,,,,,F,R,,,,,,R,,R,R,,,R,,,,,,,R,,R,,,,,R,,,,,,,,,,,,R,,,,,,,cc,17,H,20,25,U1335,,,320-U1335B-17H-cc-nan,f87bbfa92837359b2eb7c0c83db39dc0
320,B,"18H-cc, 17-22 cm",164.81,G,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,F,,,,,,,F,,,,,,,,,,,,,R,,,,F,,,,,,R,,F,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,R,,,,,R,R,cc,18,H,17,22,U1335,,,320-U1335B-18H-cc-nan,dab9e925c1b7a2e11b4636e3145b83e1
320,B,"19H-cc, 20-25 cm",174.84,M,LB-A,,,,,,R,,,,F,,,R,,,,,R,,,R,,,,,R,,R,A,,,,,,,,R,,R,,,,,,,,,,,A,,,,R,R,,,,,,,R,,,,,,,,,,,R,A,,,,,R,R,R,F,,,,R,R,,,,,,,,,,,,,R,R,R,F,,R,,,,,,,R,,,,,,,cc,19,H,20,25,U1335,,,320-U1335B-19H-cc-nan,d3ef0fb437d1717988c793cd18512e8f
320,B,"20H-cc, 26-33 cm",184.38,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,,,,A,,R,R,R,,,R,,,,,,,,,,R,,,,,,R,A,R,,,,R,,,R,,,,R,R,,,R,,,R,,R,,,,,R,,R,,R,R,,,,,,R,R,,,,,,,cc,20,H,26,33,U1335,,,320-U1335B-20H-cc-nan,b42bb144778b0b34502ace5d8bc71b20
320,B,"21H-cc, 18-23 cm",193.45,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,R,,,R,,R,,,,,,,,,R,,A,,R,R,R,R,R,,,,,,R,,,,,,,R,,,,,F,,,,,R,,R,R,,R,,,R,,,,,,,,,,R,,,,R,,,R,,,R,,,,R,A,,,,,,R,cc,21,H,18,23,U1335,,,320-U1335B-21H-cc-nan,6e1176142598b3dcfe89507e06392b3a
320,B,"22H-cc, 15-20 cm",202.84,G,LB-A,,,,,,,,,,F,,,,,,,,,R,,,,,,,R,,,F,,,,,R,,R,,,,,,,,R,R,,R,,,R,,F,R,,R,R,R,,R,,,,,,,,,,,,,,,A,,,,,F,R,,,,,,R,,,,,,,R,,,,,,,,,R,,,,,,,,,R,F,,,,,,R,cc,22,H,15,20,U1335,,,320-U1335B-22H-cc-nan,81fffc6a3a564d44941f066f6bcdb3a9
320,B,"23H-cc, 0-5 cm",211.81,G,LB-A,,,,,,R,,,,,,,,,R,,,,,R,,,,,,F,,,R,,,,,,,,,,R,,,,R,,,,R,,,A,,R,F,R,,R,,,,,,,,,,,,,,,,,,F,,R,,R,,,F,F,,R,R,R,R,,,,,,,,,R,,,,R,,R,R,,,,,,,,,F,,,,,,,cc,23,H,0,5,U1335,,,320-U1335B-23H-cc-nan,f1f2cc068a3563927c1aa37399f4f297
320,B,"24H-cc, 21-26 cm",222.14,G,LB-A,,,,,,F,,,,F,,,,F,,,,,R,,,,,,,,,,R,,,,,,,R,,,,,,,,,R,,,,,A,,,F,,R,,,,,,,,,,,,,,,,,,,A,,,,,R,R,,R,,,,,R,,,,,,,,,,,,,,R,R,,,,,,,,,,R,,,,,,A,cc,24,H,21,26,U1335,,,320-U1335B-24H-cc-nan,fca6ee5297c61faa85397d8067b24ba5
320,B,"25H-cc, 0-5 cm",231.45,G,LB-A,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,R,,R,,,,,,,,,,,F,,,R,R,R,,,,,,,R,,,,,,,R,,,,,A,,,,,R,,R,F,,R,,,,,,,,,,,,,R,,,,,R,R,,,,R,,,,R,A,,,R,,,A,cc,25,H,0,5,U1335,,,320-U1335B-25H-cc-nan,056027dde6ebbb94625acf1ee1e08b1f
320,B,"26H-cc, 24-27 cm",241.42,G,LB-A,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,R,,R,,,,,,,,,,,,,,,,,,,R,,,R,,F,R,,,,R,,F,,,,,,,R,,,,R,R,,,,,,R,R,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,R,A,,,,,R,F,cc,26,H,24,27,U1335,,,320-U1335B-26H-cc-nan,54b7c7e7257d6318e27d518c2d30f72a
320,B,"27H-cc, 28-31 cm",250.92,G,LB-A,,,,,,R,,,,R,,,,,,,,,,,,,,,,R,,,A,,R,,,,,R,,,,,,,,,,,R,,,A,,,,R,,F,,,,,,R,,,,,,,,R,,,,A,,,,,R,,,R,R,,,,R,,,,,,F,,R,,,,,,R,,R,,R,,,,,,,F,,,,,,R,cc,27,H,28,31,U1335,,,320-U1335B-27H-cc-nan,97b6c44bae660625dd85685ae696d678
320,B,"28H-cc, 21-24 cm",260.42,G,LB-A,,,,,,R,,,,A,R,,,,,,,R,,,,,,,,,,,R,,R,,,,,,,,,,,,,R,,,,,,R,,F,R,,R,R,,,,,,R,,,,,,,,,R,,R,R,,,,,,,R,F,,,R,,R,,,,,,R,,,,,,,,R,R,R,,R,,,,,,,A,,,,,,R,cc,28,H,21,24,U1335,,,320-U1335B-28H-cc-nan,6352836d9cea4f2072658188403e8a1d
320,B,"29H-cc, 26-29 cm",269.71,G,LB-A,,,,,,R,,,,A,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,R,,,,,,R,,,,,F,,R,F,R,,,R,,R,,,,,,,,,,,R,R,,,F,,,,,,,R,,,,,R,,,,,R,,R,,F,,,,,,,F,,,,,,,,,,F,,,,,,F,cc,29,H,26,29,U1335,,,320-U1335B-29H-cc-nan,2fb4585c18bc624b964ed7e37190a1e9
320,B,"30H-cc, 17-30 cm",279.11,G,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,R,,,,,R,,R,,F,,R,,,,R,,R,,,,,,,,,,,R,F,,,,,F,R,,R,R,,,,,,,,,,R,,F,,,,,,R,F,,,R,,,,,,,A,,,,,,,cc,30,H,17,30,U1335,,,320-U1335B-30H-cc-nan,498a29f4cb33a1752ed7fe0cd5b10d1b
320,B,"31H-cc, 9-12 cm",288.54,G,LB-A,,,R,,R,R,,,,R,,,,,,,,R,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,,R,,A,,,,R,R,R,,,R,,R,R,,,,,,,,,F,,R,A,,,,,F,R,R,,,R,,,R,,,,,,,,R,,,,,,,R,R,,,,,,,,R,F,,,,,,,cc,31,H,9,12,U1335,,,320-U1335B-31H-cc-nan,0494849389798aabfd68ac0430d374cf
320,B,"32H-cc, 14-17 cm",297.98,G,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc,32,H,14,17,U1335,,,320-U1335B-32H-cc-nan,6c3912c87b5f55a88f418893ad068548
320,B,"33H-cc, 36-39 cm",307.89,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,R,,R,,,,,R,,,,,,,,R,,,R,,,A,,,R,F,F,R,R,,,,,R,,,,,,,R,,,,R,F,,,,,R,,R,,,R,,,,,,R,,,R,,R,,,,,R,,F,R,,R,,,,,,,F,,,,,,R,cc,33,H,36,39,U1335,,,320-U1335B-33H-cc-nan,98331db2d26d441e1b5a3300395592ad
320,B,"34H-cc, 0-5 cm",316.98,G,LB-A,,,R,,,R,,,,,,,,,,,,,,,,,,,R,R,,,R,,,,,,,,,,,,,,R,,,,R,,,A,,,F,,,R,,,R,,,,,,,,,,,,,,F,F,,,,,R,,,F,,,R,,R,,,,,,,,R,,,,,R,,F,,,,,,,,R,,F,,,,R,,F,cc,34,H,0,5,U1335,,,320-U1335B-34H-cc-nan,3a8a7e67c3d0f0e71f41208fae0f433b
320,B,"35H-cc, 27-32 cm",326.87,M,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,cc,35,H,27,32,U1335,,,320-U1335B-35H-cc-nan,d6f4b7fff333b450e44faecdc06abf2d
320,B,"36H-cc, 25-30 cm",336.55,M,LB-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,cc,36,H,25,30,U1335,,,320-U1335B-36H-cc-nan,b696f4d33781636bce43b202eaf2b585
320,B,"37H-cc, 30-35 cm",344.09,G,LB-A,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,R,,,R,,,A,,,R,R,F,R,,,,,,R,R,,R,,,,,,R,R,R,A,,,,,,R,,,R,,,A,,,,,,,,,,,,,,R,,,,R,,,,,,,,R,,,,,,R,cc,37,H,30,35,U1335,,,320-U1335B-37H-cc-nan,6c93e1b6bfd0aaf7c3fd7d9adfac4d22
320,B,"38H-cc, 10-15 cm",352.87,M,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,R,,R,,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,R,,A,,,,R,cc,38,H,10,15,U1335,,,320-U1335B-38H-cc-nan,ab3ecd738f5f0cb60c520e7bb89b0da2
320,B,"39H-cc, 21-26 cm",362.49,G,LB-A,,,R,,,R,,,,,R,,,,,,,,R,,,,,,,R,,,R,,,,,R,,,,,,,,,,,,,,,,A,,,F,R,F,R,R,,,,,R,,,,,,,,,,,,R,,,,,F,,,R,,R,R,,R,,,,,,,,,,,,,,R,F,,R,R,,R,,,,R,F,,,,,,F,cc,39,H,21,26,U1335,,,320-U1335B-39H-cc-nan,9fa9ac0b4e8dbfd81155b3a828a97868
320,B,"40H-cc, 24-29 cm",370.37,G,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,R,,,A,,R,,R,R,A,,,R,,,,,,,,,,,,R,,,A,,,,,,,,R,,R,R,,,,R,,,,,,R,,,,,,,,R,,,,,,,,,R,,,,R,,R,cc,40,H,24,29,U1335,,,320-U1335B-40H-cc-nan,82229f455b63119c9bd87d717cee3379
320,B,"41H-cc, 31-36 cm",378.33,G,LB-A,,,,,,R,,,,F,,,,,,,,,,,,,,,,,R,,A,,R,,,,,,,,,,,,,,,,,,,F,,R,F,R,R,R,R,,R,,,,,,,,,,,,,,,F,,R,,R,,,A,R,,,,,R,,,,,,,,,,,,,R,,R,,,R,,,,,,,R,,,,R,,R,cc,41,H,31,36,U1335,,,320-U1335B-41H-cc-nan,ec66f8941895063cafcb1ad38db8bdf0
320,B,"42X-cc, 14-17 cm",386.66,G,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,A,,,,,,,,,,,,,,,,,,,,,R,,F,,R,F,,R,,,,,,,,,,,,,,,,,A,,,,R,F,,,F,R,,,,F,,,,,,R,,,,,,,R,,R,,,,,,,,,R,,,,,,,F,cc,42,X,14,17,U1335,,,320-U1335B-42X-cc-nan,b29d42d2d319d9a90e3a0496ddf67acc
320,B,"43X-cc, 24-27 cm",394.90,M,-,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc,43,X,24,27,U1335,,,320-U1335B-43X-cc-nan,f9437ac375c3b450542f51fdb48cbeed
320,B,"44X-cc, 35-38 cm",404.74,M,LB-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,R,,,,,,,,,,,,A,R,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,cc,44,X,35,38,U1335,,,320-U1335B-44X-cc-nan,4a71f660aadb335f959e369d034b0408
320,B,"45X-cc, 46-49 cm",411.88,M,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,cc,45,X,46,49,U1335,,,320-U1335B-45X-cc-nan,bf3c3348359969308fb9352f861991c2
