Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
363-U1483A-9H-4-A,90,141,80.22,80.73,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,foraminifer rich,,,,,,,,,,,,,363,U1483,A,9,H,4,A,,,,
363-U1483A-9H-5-A,0,141,80.73,82.14,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,foraminifer rich,,,,,,,,,,,,,363,U1483,A,9,H,5,A,,,,
363-U1483A-9H-6-A,0,136,82.14,83.5,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,foraminifer rich,,,,,,,,,,,,,363,U1483,A,9,H,6,A,,,,
363-U1483A-9H-7-A,0,17,83.55,83.72,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,foraminifer rich,,,,,,,,,,,,,363,U1483,A,9,H,7,A,,,,
363-U1483A-9H-7-A,17,121,83.72,84.76,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,foraminifer rich,,,,,,,,,,,,,363,U1483,A,9,H,7,A,,,,
363-U1483A-9H-CC-A,0,28,84.76,85.04,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,foraminifer rich,,,,,,,,,,,,,363,U1483,A,9,H,CC,A,,,,
363-U1483A-10H-1-A,0,66,84.6,85.26,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,1,A,,,,
363-U1483A-10H-1-A,66,88,85.26,85.48,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,1,A,,,,
363-U1483A-10H-1-A,88,140,85.48,86,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,1,A,,,,
363-U1483A-10H-2-A,0,135,86,87.35,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,2,A,,,,
363-U1483A-10H-2-A,135,140,87.35,87.4,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,2,A,,,,
363-U1483A-10H-3-A,0,20,87.4,87.6,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,3,A,,,,
363-U1483A-10H-3-A,20,140,87.6,88.8,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,3,A,,,,
363-U1483A-10H-4-A,0,140,88.8,90.2,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,4,A,,,,
363-U1483A-10H-5-A,0,140,90.2,91.6,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,5,A,,,,
363-U1483A-10H-6-A,0,15,91.6,91.75,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,6,A,,,,
363-U1483A-10H-6-A,15,136,91.75,92.96,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,6,A,,,,
363-U1483A-10H-7-A,0,43,93.01,93.44,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,7,A,,,,
363-U1483A-10H-7-A,43,130,93.44,94.31,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,7,A,,,,
363-U1483A-10H-CC-A,0,29,94.31,94.6,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,CC,A,,,,
363-U1483A-11H-1-A,0,20,94.1,94.3,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,1,A,,,,
363-U1483A-11H-1-A,20,146,94.3,95.56,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,blueish ash spec common,,,,,,,,,,,,,363,U1483,A,11,H,1,A,,,,
363-U1483A-11H-2-A,0,39,95.56,95.95,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,blueish ash spec common,,,,,,,,,,,,,363,U1483,A,11,H,2,A,,,,
363-U1483A-11H-2-A,39,146,95.95,97.02,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,2,A,,,,
363-U1483A-11H-3-A,0,80,97.02,97.82,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,3,A,,,,
363-U1483A-11H-3-A,80,147,97.82,98.49,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,3,A,,,,
363-U1483A-11H-4-A,0,145,98.49,99.94,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,4,A,,,,
363-U1483A-11H-5-A,0,85,99.94,100.79,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,5,A,,,,
363-U1483A-11H-5-A,85,146,100.79,101.4,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,5,A,,,,
363-U1483A-11H-6-A,0,141,101.4,102.81,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,6,A,,,,
363-U1483A-11H-7-A,0,100,102.86,103.86,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,7,A,,,,
363-U1483A-11H-CC-A,0,18,103.86,104.04,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,CC,A,,,,
363-U1483A-12H-1-A,0,146,103.6,105.06,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,1,A,,,,
363-U1483A-12H-2-A,0,128,105.06,106.34,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,2,A,,,,
363-U1483A-12H-2-A,128,148,106.34,106.54,,foraminiferal silty sand [X363],foraminiferal silty sand,,10GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1483,A,12,H,2,A,,,,
363-U1483A-12H-3-A,0,10,106.54,106.64,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,3,A,,,,
363-U1483A-12H-3-A,10,149,106.64,108.03,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,3,A,,,,
363-U1483A-12H-4-A,0,149,108.03,109.52,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,4,A,,,,
363-U1483A-12H-5-A,0,10,109.52,109.62,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,5,A,,,,
363-U1483A-12H-5-A,10,148,109.62,111,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,5,A,,,,
363-U1483A-12H-6-A,0,34,111,111.34,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,6,A,,,,
363-U1483A-12H-6-A,34,146,111.34,112.46,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,6,A,,,,
363-U1483A-12H-7-A,0,87,112.51,113.38,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,7,A,,,,
363-U1483A-12H-7-A,87,105,113.38,113.56,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,7,A,,,,
363-U1483A-12H-CC-A,0,20,113.56,113.76,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,12,H,CC,A,,,,
363-U1483A-13H-1-A,0,103,113.1,114.13,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,1,A,,,,
363-U1483A-13H-1-A,103,143,114.13,114.53,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,1,A,,,,
363-U1483A-13H-2-A,0,130,114.53,115.83,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,2,A,,,,
363-U1483A-13H-2-A,130,144,115.83,115.97,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,2,A,,,,
363-U1483A-13H-3-A,0,120,115.97,117.17,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,3,A,,,,
363-U1483A-13H-3-A,120,146,117.17,117.43,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,3,A,,,,
363-U1483A-13H-4-A,0,144,117.43,118.87,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,4,A,,,,
363-U1483A-13H-5-A,0,5,118.87,118.92,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,5,A,,,,
363-U1483A-13H-5-A,5,94,118.92,119.81,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,5,A,,,,
363-U1483A-13H-5-A,94,144,119.81,120.31,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,5,A,,,,
363-U1483A-13H-6-A,0,113,120.31,121.44,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,6,A,,,,
363-U1483A-13H-6-A,113,140,121.44,121.71,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,6,A,,,,
363-U1483A-13H-7-A,0,36,121.77,122.13,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,7,A,,,,
363-U1483A-13H-7-A,36,129,122.13,123.06,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,7,A,,,,
363-U1483A-13H-CC-A,0,33,123.06,123.39,clay-bearing diatom-bearing [X363],nannofossil ooze [Leg339],clay-bearing diatom-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,13,H,CC,A,,,,
363-U1483A-14H-1-A,0,141,122.6,124.01,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,1,A,,,,
363-U1483A-14H-1-A,141,146,124.01,124.06,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,1,A,,,,
363-U1483A-14H-2-A,0,121,124.06,125.27,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,2,A,,,,
363-U1483A-14H-2-A,121,144,125.27,125.5,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,2,A,,,,
363-U1483A-14H-2-A,144,146,125.5,125.52,,ash(tuff) [MMK88m],ash(tuff),,10Y 6/1 (greenish gray),none [DB86],,,,,,tephra,,,,,,,,,,,,,363,U1483,A,14,H,2,A,,,,
363-U1483A-14H-3-A,0,68,125.52,126.2,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,3,A,,,,
363-U1483A-14H-3-A,68,72,126.2,126.24,,ash(tuff) [MMK88m],ash(tuff),,N 6 (gray),moderate [DB86],,,,,,tephra,,,,,,,,,,,,,363,U1483,A,14,H,3,A,,,,
363-U1483A-14H-3-A,72,141,126.24,126.93,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,3,A,,,,
363-U1483A-14H-4-A,0,75,126.93,127.68,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,4,A,,,,
363-U1483A-14H-4-A,75,144,127.68,128.37,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,4,A,,,,
363-U1483A-14H-5-A,0,48,128.37,128.85,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,5,A,,,,
363-U1483A-14H-5-A,48,130,128.85,129.67,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,5,A,,,,
363-U1483A-14H-5-A,130,144,129.67,129.81,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,5,A,,,,
363-U1483A-14H-6-A,0,141,129.81,131.22,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,6,A,,,,
363-U1483A-14H-7-A,0,56,131.27,131.83,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,7,A,,,,
363-U1483A-14H-7-A,56,99,131.83,132.26,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,14,H,7,A,,,,
363-U1483A-15H-1-A,0,132,132.1,133.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,1,A,,,,
363-U1483A-15H-1-A,132,141,133.42,133.51,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,1,A,,,,
363-U1483A-15H-2-A,0,122,133.51,134.73,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,2,A,,,,
363-U1483A-15H-2-A,122,145,134.73,134.96,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,2,A,,,,
363-U1483A-15H-3-A,0,147,134.96,136.43,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,3,A,,,,
363-U1483A-15H-4-A,0,40,136.43,136.83,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,4,A,,,,
363-U1483A-15H-4-A,40,148,136.83,137.91,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,4,A,,,,
363-U1483A-15H-5-A,0,66,137.91,138.57,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,5,A,,,,
363-U1483A-15H-5-A,66,146,138.57,139.37,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,5,A,,,,
363-U1483A-15H-6-A,0,5,139.37,139.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,6,A,,,,
363-U1483A-15H-6-A,5,140,139.42,140.77,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,also diatom bearing with radiolarians,,,,,,,,,,,,,363,U1483,A,15,H,6,A,,,,
363-U1483A-15H-7-A,0,84,140.82,141.66,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,7,A,,,,
363-U1483A-15H-7-A,84,127,141.66,142.09,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,7,A,,,,
363-U1483A-15H-CC-A,0,18,142.09,142.27,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,15,H,CC,A,,,,
363-U1483A-16H-1-A,0,142,141.6,143.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,1,A,,,,
363-U1483A-16H-2-A,0,50,143.02,143.52,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,2,A,,,,
363-U1483A-16H-2-A,50,149,143.52,144.51,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,2,A,,,,
363-U1483A-16H-3-A,0,85,144.51,145.36,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,3,A,,,,
363-U1483A-16H-3-A,90,141,145.41,145.92,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,3,A,,,,
363-U1483A-16H-4-A,0,40,145.92,146.32,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,4,A,,,,
363-U1483A-16H-4-A,40,141,146.32,147.33,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,4,A,,,,
363-U1483A-16H-5-A,0,50,147.33,147.83,clay-rich [X363],diatom-nannofossil ooze [X363],clay-rich diatom-nannofossil ooze,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,5,A,,,,
363-U1483A-16H-5-A,50,141,147.83,148.74,clay-rich [X363],diatom-nannofossil ooze [X363],clay-rich diatom-nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,5,A,,,,
363-U1483A-16H-6-A,0,60,148.74,149.34,clay-rich [X363],diatom-nannofossil ooze [X363],clay-rich diatom-nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,fragments of sponge and calcareous fossils,,,,,,,,,,,,,363,U1483,A,16,H,6,A,,,,
