Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1389C-8H-1-A,339,U1389,C,8,8-1,H,1,A,0,9,66.5,66.59,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-8H-1-A,339,U1389,C,8,8-1,H,1,A,9,116,66.59,67.66,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,color contact,normal grading,,,,,slight_339 [DB91],3,,,"23-33, 51-69 and 91-110 cm: coarser bed, 9-11, 44 and 59 cm: cracks",100,100,
339-U1389C-8H-1-A,339,U1389,C,8,8-1,H,1,A,116,140,67.66,67.9,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,"118-120 cm: sand & shell fragments-filled burrow, 134 cm: crack, more reddish",100,100,
339-U1389C-8H-2-A,339,U1389,C,8,8-2,H,2,A,0,70,67.9,68.6,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments,100,100,
339-U1389C-8H-2-A,339,U1389,C,8,8-2,H,2,A,70,104,68.6,68.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,80/81 cm: py. grain,100,100,
339-U1389C-8H-2-A,339,U1389,C,8,8-2,H,2,A,104,141,68.94,69.31,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, mottled",100,100,
339-U1389C-8H-3-A,339,U1389,C,8,8-3,H,3,A,0,83,69.31,70.14,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, mottled",100,100,
339-U1389C-8H-3-A,339,U1389,C,8,8-3,H,3,A,83,123,70.14,70.54,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-8H-3-A,339,U1389,C,8,8-3,H,3,A,123,143,70.54,70.74,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, mottled, mica?",100,100,
339-U1389C-8H-4-A,339,U1389,C,8,8-4,H,4,A,0,94,70.74,71.68,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, mottled, mica?, 76 cm: shell fragments, 56 cm: py. grain",100,100,
339-U1389C-8H-4-A,339,U1389,C,8,8-4,H,4,A,94,141,71.68,72.15,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,96 and 110 cm: py. grain,100,100,
339-U1389C-8H-5-A,339,U1389,C,8,8-5,H,5,A,0,56,72.15,72.71,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,95,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,silty sand [Leg339],,silty sand ,silty sand ,silty sand ,5,2.5Y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,100,gradational contact,,thick bed [B01],,,,slight_339 [DB91],3,few [A48],,"33 cm: shell fragments, 41-36 and 40-44 cm: minor lithology (2 turbidites?)",95,95,
339-U1389C-8H-5-A,339,U1389,C,8,8-5,H,5,A,56,146,72.71,73.61,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"78-80 cm: black and shell fragments-filled burrow, 87 cm: shell fragment, 107-110 cm: shell fragments-filled burrow",100,100,
339-U1389C-8H-6-A,339,U1389,C,8,8-6,H,6,A,0,6,73.61,73.67,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-8H-6-A,339,U1389,C,8,8-6,H,6,A,6,119,73.67,74.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,"116 cm: py. grain, 40-41 cm: 10Y 4/1 layer",100,100,
339-U1389C-8H-6-A,339,U1389,C,8,8-6,H,6,A,119,151,74.8,75.12,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Few shell fragments,100,100,
339-U1389C-8H-CC-A,339,U1389,C,8,8-CC,H,CC,A,0,2,75.12,75.14,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-8H-CC-A,339,U1389,C,8,8-CC,H,CC,A,2,50,75.14,75.62,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"11 cm: crack, 28 and 42 cm: shell fragments",100,100,
339-U1389C-9H-1-A,339,U1389,C,9,9-1,H,1,A,0,139,76,77.39,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Few shell fragments,100,100,
339-U1389C-9H-2-A,339,U1389,C,9,9-2,H,2,A,0,140,77.39,78.79,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Few shell fragments,100,100,
339-U1389C-9H-3-A,339,U1389,C,9,9-3,H,3,A,0,101,78.79,79.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,thick bed [B01],,,,slight_339 [DB91],3,few [A48],,"12 and 80 cm: shell fragments, 18/19 cm: gastropod shell fragments, 83-85 cm: greenish silt-filled burrows, 24 cm: gradational color change",100,100,
339-U1389C-9H-3-A,339,U1389,C,9,9-3,H,3,A,101,143,79.8,80.22,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"121-123 cm: black-filled burrows, small shell fragments and sand-filled burrows, mottled",100,100,
339-U1389C-9H-4-A,339,U1389,C,9,9-4,H,4,A,0,52,80.22,80.74,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,95,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,silty sand [Leg339],,silty sand ,silty sand ,silty sand ,5,2.5Y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,100,sharp inclined boundary,,,,,,slight_339 [DB91],3,few [A48],,"3, 7 and 23-24 cm: shell fragments, 122 cm: color change greenish ",95,95,
339-U1389C-9H-4-A,339,U1389,C,9,9-4,H,4,A,52,58,80.74,80.8,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,2.5Y 3/1 (very dark gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp inclined boundary,,,,,,sparse_339 [DB91],2,,,Black sand with normal grading ,100,100,
339-U1389C-9H-4-A,339,U1389,C,9,9-4,H,4,A,58,144,80.8,81.66,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,,,,,,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,0,8,81.66,81.74,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,8,37,81.74,82.03,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,37,51,82.03,82.17,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,51,67,82.17,82.33,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,339-U1389C-8H-1-A,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,67,84,82.33,82.5,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,339-U1389C-8H-1-A,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,84,112,82.5,82.78,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments ,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,112,120,82.78,82.86,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,120,130,82.86,82.96,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-9H-5-A,339,U1389,C,9,9-5,H,5,A,130,146,82.96,83.12,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,134-135 cm: echinoderm spire ?,100,100,
339-U1389C-9H-6-A,339,U1389,C,9,9-6,H,6,A,0,72,83.12,83.84,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"25 cm: shell fragment, 28-40 cm: s little more silty, 54 cm: crack",100,100,
339-U1389C-9H-6-A,339,U1389,C,9,9-6,H,6,A,72,87,83.84,83.99,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,,,,,Mottled,100,100,
339-U1389C-9H-6-A,339,U1389,C,9,9-6,H,6,A,87,142,83.99,84.54,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,105 cm: crack,100,100,
339-U1389C-9H-7-A,339,U1389,C,9,9-7,H,7,A,0,16,84.54,84.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-9H-7-A,339,U1389,C,9,9-7,H,7,A,16,21,84.7,84.75,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-9H-7-A,339,U1389,C,9,9-7,H,7,A,21,41,84.75,84.95,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,42 cm: shell fragments,100,100,
339-U1389C-9H-7-A,339,U1389,C,9,9-7,H,7,A,41,80,84.95,85.34,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments ,100,100,
339-U1389C-9H-7-A,339,U1389,C,9,9-7,H,7,A,80,128,85.34,85.82,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments , 106 cm: scaphopod, 107-109 cm: white burrows with black diffuse color",100,100,
339-U1389C-9H-CC-A,339,U1389,C,9,9-CC,H,CC,A,0,6,85.82,85.88,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,"Mottled, small shell fragments",100,100,
339-U1389C-9H-CC-A,339,U1389,C,9,9-CC,H,CC,A,6,16,85.88,85.98,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,Mottled,100,100,
339-U1389C-9H-CC-A,339,U1389,C,9,9-CC,H,CC,A,16,27,85.98,86.09,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments ,100,100,
339-U1389C-10H-1-A,339,U1389,C,10,10-1,H,1,A,0,17,85.5,85.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-10H-2-A,339,U1389,C,10,10-2,H,2,A,0,60,85.67,86.27,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-10H-2-A,339,U1389,C,10,10-2,H,2,A,60,94,86.27,86.61,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"73-89 cm: vertical burrow, 74-77 cm: inclined discontinuous layer, 82 cm: py. grain",100,100,
339-U1389C-10H-2-A,339,U1389,C,10,10-2,H,2,A,94,95,86.61,86.62,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,,,Turbidite ?,100,100,
339-U1389C-10H-2-A,339,U1389,C,10,10-2,H,2,A,95,140,86.62,87.07,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,inverse grading,,,,,slight_339 [DB91],3,,,Small shell fragments,100,100,
339-U1389C-10H-3-A,339,U1389,C,10,10-3,H,3,A,0,48,87.07,87.55,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"28 cm: shell fragments, very muddy, small shell fragments, mottled",100,100,
339-U1389C-10H-3-A,339,U1389,C,10,10-3,H,3,A,48,98,87.55,88.05,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,69 cm: shell fragmetns,100,100,
339-U1389C-10H-3-A,339,U1389,C,10,10-3,H,3,A,98,144,88.05,88.51,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"105 cm: shell fragmetns, small shell fragments, mottled",100,100,
339-U1389C-10H-4-A,339,U1389,C,10,10-4,H,4,A,0,86,88.51,89.37,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,60/62 cm: shell fragments,100,100,
339-U1389C-10H-4-A,339,U1389,C,10,10-4,H,4,A,86,99,89.37,89.5,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,
339-U1389C-10H-4-A,339,U1389,C,10,10-4,H,4,A,99,144,89.5,89.95,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"116-129 cm: coarser bed, 117 cm: shell fragments",100,100,
339-U1389C-10H-5-A,339,U1389,C,10,10-5,H,5,A,0,27,89.95,90.22,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"8 cm: shell fragment, small shell fragments",100,100,
339-U1389C-10H-5-A,339,U1389,C,10,10-5,H,5,A,27,67,90.22,90.62,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,65 cm: shell (tube-like),100,100,
339-U1389C-10H-5-A,339,U1389,C,10,10-5,H,5,A,67,128,90.62,91.23,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Small shell fragments ,100,100,
339-U1389C-10H-5-A,339,U1389,C,10,10-5,H,5,A,128,143,91.23,91.38,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,134 and 140 cm: shell fragments,100,100,
339-U1389C-10H-6-A,339,U1389,C,10,10-6,H,6,A,0,22,91.38,91.6,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,inverse grading,,,,,slight_339 [DB91],3,few [A48],,"Mottled, Small shell fragments ",100,100,
339-U1389C-10H-6-A,339,U1389,C,10,10-6,H,6,A,22,51,91.6,91.89,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Mottled, small shell fragments, 43-45 cm: black patch + shell fragments",100,100,
339-U1389C-10H-6-A,339,U1389,C,10,10-6,H,6,A,51,115,91.89,92.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"65-61 cm: oblique, sand-filled burrow, 98/100 cm: shell fragment",100,100,
339-U1389C-10H-6-A,339,U1389,C,10,10-6,H,6,A,115,147,92.53,92.85,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Small shell fragments, 130-132 cm: discontinuous sand bed or large sand-filled burrow ?",100,100,
