Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus
320-U1333A-12X-CC-PAL-NANNO,320,U1333,A,12,12-CC,X,CC,PAL,NANNO,0,0,107.94,107.94,"PB - umbilicus, formosus",M,A,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-1-W 150/150,320,U1333,A,13,13-1,X,1,W,150/150,0,0,111.8,111.8,"PB - umbilicus, formosus",M,A,,,,,,,,,,,,,,,,,,,,,,C,,,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-2-W 150/150,320,U1333,A,13,13-2,X,2,W,150/150,0,0,113.3,113.3,"PB - umbilicus, formosus",P,C,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-2-W 73/73,320,U1333,A,13,13-2,X,2,W,73/73,0,0,112.53,112.53,"TDJ - umbilicus, formosus",M,A,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-3-W 140/140,320,U1333,A,13,13-3,X,3,W,140/140,0,0,114.7,114.7,"PB - saipanensis, barbadiensis",P,C,,,,,,,,,,,,,,,,,,,,R,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-3-W 70/70,320,U1333,A,13,13-3,X,3,W,70/70,0,0,114.0,114.0,"TDJ - formosus, no saipanensis",P,C,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-4-W 70/70,320,U1333,A,13,13-4,X,4,W,70/70,0,0,115.5,115.5,"TDJ - saipanensis, no reticulata",P,C,,,,,,,,,,,,,,,,,,,,C,F,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-5-W 70/70,320,U1333,A,13,13-5,X,5,W,70/70,0,0,117.0,117.0,"TDJ - saipanensis, no reticulata",P,F,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-6-W 70/70,320,U1333,A,13,13-6,X,6,W,70/70,0,0,118.5,118.5,"TDJ - saipanensis, no reticulata",P,C,,,,,,,,,,,,,,,,,,,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-13X-CC-PAL-NANNO,320,U1333,A,13,13-CC,X,CC,PAL,NANNO,0,0,119.93,119.93,"PB - saipanensis, barbadiensis",P,C,,,,,,,,,,,,,,R,,,,,,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-14X-6-W 70/70-NANNO,320,U1333,A,14,14-6,X,6,W,70/70-NANNO,0,0,128.2,128.2,TDJ - no grandis,M,A,,,,F,,,,,,,,,,C,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,
320-U1333A-14X-CC-PAL-NANNO,320,U1333,A,14,14-CC,X,CC,PAL,NANNO,0,0,129.8,129.8,PB - grandis,P,C,,,,,,,,,,,,,,R,,,,R,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-15X-4-W 70/70-NANNO,320,U1333,A,15,15-4,X,4,W,70/70-NANNO,0,0,134.8,134.8,"TDJ - bisecta, grandis present",P,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-15X-5-W 70/70-NANNO,320,U1333,A,15,15-5,X,5,W,70/70-NANNO,0,0,136.3,136.3,"TDJ - bisecta, grandis present",P,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-15X-6-W 70/70-NANNO,320,U1333,A,15,15-6,X,6,W,70/70-NANNO,0,0,137.8,137.8,"TDJ - no solitus, no bisecta",P,C,,,,R,,,,,,,,,,,,,,R,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,
320-U1333A-15X-CC-PAL-NANNO,320,U1333,A,15,15-CC,X,CC,PAL,NANNO,0,0,139.14,139.14,PB - barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-16X-1-W 40/40-NANNO,320,U1333,A,16,16-1,X,1,W,40/40-NANNO,0,0,139.6,139.6,PB - ?,P,C,,,,,,,,,,,,,,,,,,R,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-16X-2-W 40/40-NANNO,320,U1333,A,16,16-2,X,2,W,40/40-NANNO,0,0,141.1,141.1,TDJ - ?no bisectus,P,F,,,,,,,,,,,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-16X-3-W 40/40-NANNO,320,U1333,A,16,16-3,X,3,W,40/40-NANNO,0,0,142.6,142.6,PB - barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-16X-4-W 40/40-NANNO,320,U1333,A,16,16-4,X,4,W,40/40-NANNO,0,0,144.1,144.1,TDJ - barren,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-16X-5-W 40/40-NANNO,320,U1333,A,16,16-5,X,5,W,40/40-NANNO,0,0,145.6,145.6,PB - solitus,P,C,,,,,,,,,,,,,,,F,,,R,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,
320-U1333A-16X-6-W 40/40-NANNO,320,U1333,A,16,16-6,X,6,W,40/40-NANNO,0,0,147.1,147.1,TDJ - solitus,P,C,,,,,,,,,,,,F,,,F,,,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,F,,,,,,,,,,,,,,,,
320-U1333A-16X-CC-PAL-NANNO,320,U1333,A,16,16-CC,X,CC,PAL,NANNO,0,0,149.09,149.09,"PB - solitus, bifax",M,A,,,,F,,,,,,,,R,,,C,,,R,,C,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,C,,,,,,,,,,,,,,,,
320-U1333A-17X-6-W 110/110-NANNO,320,U1333,A,17,17-6,X,6,W,110/110-NANNO,0,0,157.4,157.4,"TDJ - solitus, umbilicus",M,A,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-17X-CC-PAL-NANNO,320,U1333,A,17,17-CC,X,CC,PAL,NANNO,0,0,158.46,158.46,PB - umbilicus rare; nannotetrina present,P,A,,,,R,,,,,,,,,,,C,,,R,,C,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,
320-U1333A-18X-1-W 60/60,320,U1333,A,18,18-1,X,1,W,60/60,0,0,159.0,159.0,TDJ/PB - umbilicus rare; nannotetrina present,P,C,,,,,,,,,,,,R,,,C,,,F,,C,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,
320-U1333A-18X-2-W 34/34,320,U1333,A,18,18-2,X,2,W,34/34,0,0,160.24,160.24,TDJ - no umbilicus,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-18X-3-W 88/88,320,U1333,A,18,18-3,X,3,W,88/88,0,0,161.62,161.62,"PB - no umbilicus, Nannotetrina",M,C,,,,,,,,,,,,R,,,C,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-18X-4-W 88/88-NANNO,320,U1333,A,18,18-4,X,4,W,88/88-NANNO,0,0,163.12,163.12,"PB - no umbilicus, Nannotetrina",G,A,,,,F,,,,,R,,,F,,,A,,,R,,C,,F,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,R,R,,,,,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,R,R,,,,,,,,,,,R,,,,
320-U1333A-18X-CC-PAL-NANNO,320,U1333,A,18,18-CC,X,CC,PAL,NANNO,0,0,163.86,163.86,TDJ - fulgens present,P,F,,,,,,,,,,F,,,,,F,,,F,,C,R,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,
320-U1333A-19X-1-W 80/80-NANNO,320,U1333,A,19,19-1,X,1,W,80/80-NANNO,0,0,168.8,168.8,PB - fulgens present,M,C,,,,R,,,,,,F,,R,,,C,,,F,,C,,F,,,,,,,,,,,,,,,C,,,,,,,F,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,
320-U1333A-19X-3-W 81/81-NANNO,320,U1333,A,19,19-3,X,3,W,81/81-NANNO,0,0,171.81,171.81,PB - fulgens present,P,C,,,,F,,,,,,R,,R,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1333A-19X-5-W 25/25-NANNO,320,U1333,A,19,19-5,X,5,W,25/25-NANNO,0,0,174.25,174.25,TDJ - fulgens present,M,A,,,,,,,,,R,R,,,,,F,,,F,,C,R,F,,,,,,,,,,,,,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,,,
320-U1333A-19X-CC-PAL-NANNO,320,U1333,A,19,19-CC,X,CC,PAL,NANNO,0,0,174.7,174.7,TDJ - fulgens present,P,C,,,,F,,,,,,R,,,,,F,,,F,,C,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,
320-U1333A-20X-1-W 73/73,320,U1333,A,20,20-1,X,1,W,73/73,0,0,178.33,178.33,"PB/TDJ - fulgens, spiniger",M,A,,,,F,,,,,R,R,,,,,C,,,C,,C,,A,,,,,,,,,,,,,,A,C,,,,,,,F,,,,,,,F,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,
320-U1333A-20X-2-W 50/50,320,U1333,A,20,20-2,X,2,W,50/50,0,0,179.6,179.6,PB - no fulgens but furcato,M,A,,,,C,,,,,,,,F,,,F,,,R,,F,,,,,,,,,,,,,,,,A,C,,,,R,,,R,,,,,C,,A,R,,,,,R,R,R,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,
320-U1333A-20X-CC-PAL-NANNO,320,U1333,A,20,20-CC,X,CC,PAL,NANNO,0,0,180.12,180.12,TDJ - ,M,R,,,,F,,,,,,,,,,,,,,R,,,,R,,,,,,,,R,,,,,,R,F,,,,,,,,,,F,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,R,,,,,,,
320-U1333A-21X-CC-PAL,320,U1333,A,21,21-CC,X,CC,PAL,,0,0,181.65,181.65,TDJ - ,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
