Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
352-U1442A-7R-1-A,41.0,54.0,53.01,53.14,IIIB,,,,,clay,with silt,clay,clay with silt,clay with silt,,7.5YR 6/2 (pinkish gray),thin bed,consolidated,clay,1,silt,2,layer disseminated by drilling,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1442,A,7,R,1,A
352-U1442A-7R-1-A,54.0,150.0,53.14,54.1,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,1,A
352-U1442A-7R-2-A,0.0,100.0,54.1,55.1,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,2,A
352-U1442A-7R-2-A,100.0,108.0,55.1,55.18,IIIB,,,,,clay,with silt,clay,clay with silt,clay with silt,,7.5YR 6/2 (pinkish gray),thin bed,consolidated,clay,1,silt,2,layer disseminated by drilling,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1442,A,7,R,2,A
352-U1442A-7R-2-A,108.0,141.0,55.18,55.51,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,2,A
352-U1442A-7R-2-A,141.0,150.0,55.51,55.6,IIIB,,,,,clay,with silt,clay,clay with silt,clay with silt,,7.5YR 6/2 (pinkish gray),thin bed,consolidated,clay,1,silt,2,layer disseminated by drilling,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1442,A,7,R,2,A
352-U1442A-7R-3-A,0.0,23.0,55.6,55.83,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,3,A
352-U1442A-7R-3-A,23.0,29.0,55.83,55.89,IIIB,,,,,clay,with silt,clay,clay with silt,clay with silt,,7.5YR 6/2 (pinkish gray),thin bed,consolidated,clay,1,silt,2,layer disseminated by drilling,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1442,A,7,R,3,A
352-U1442A-7R-3-A,29.0,150.0,55.89,57.1,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,3,A
352-U1442A-7R-4-A,0.0,150.0,57.1,58.6,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,4,A
352-U1442A-7R-5-A,0.0,70.0,58.6,59.3,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,5,A
352-U1442A-7R-5-A,70.0,150.0,59.3,60.1,IIIB,,,,,clay,with silt,clay,clay with silt,clay with silt,,7.5YR 6/2 (pinkish gray),thin bed,consolidated,clay,1,silt,2,layer disseminated by drilling,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1442,A,7,R,5,A
352-U1442A-7R-6-A,0.0,7.0,60.1,60.17,IIIB,,,,,clay,with silt,clay,clay with silt,clay with silt,,7.5YR 6/2 (pinkish gray),thin bed,consolidated,clay,1,silt,2,layer disseminated by drilling,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1442,A,7,R,6,A
352-U1442A-7R-6-A,7.0,83.0,60.17,60.93,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,6,A
352-U1442A-7R-CC-A,0.0,24.0,60.93,61.17,IIIB,,,,,clay,,clay,clay,clay,,7.5YR 3/3 (dark brown),,consolidated,clay,1,,2,black oxide segregations mottled throughout the section; Manganese oxide?,moderate,non-graded,,moderate,2.0,,,,,,,,,other matrix,,,,,,352,U1442,A,7,R,CC,A
352-U1442A-8R-1-A,0.0,93.0,62.4,63.33,IV,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,2.5Y 6/3 (light yellowish brown),,consolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,1,A
352-U1442A-8R-1-A,93.0,115.0,63.33,63.55,IV,,sharp,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,8,R,1,A
352-U1442A-8R-1-A,115.0,150.0,63.55,63.9,IV,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,2.5Y 6/3 (light yellowish brown),,consolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,1,A
352-U1442A-8R-2-A,0.0,150.0,63.9,65.4,IV,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,2.5Y 6/3 (light yellowish brown),,consolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,2,A
352-U1442A-8R-3-A,0.0,20.0,65.4,65.6,IV,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,2.5Y 6/3 (light yellowish brown),,consolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,3,A
352-U1442A-8R-3-A,20.0,23.0,65.6,65.63,IV,,gradational,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,3,A
352-U1442A-8R-3-A,23.0,33.0,65.63,65.73,IV,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,2.5Y 6/3 (light yellowish brown),thick bed,consolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,3,A
352-U1442A-8R-3-A,33.0,40.0,65.73,65.8,IV,,gradational,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,3,A
352-U1442A-8R-3-A,40.0,70.0,65.8,66.1,IV,,,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,2.5Y 6/3 (light yellowish brown),thick bed,consolidated,clay,1,silt,2,,moderate,non-graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,3,A
352-U1442A-8R-3-A,70.0,150.0,66.1,66.9,IV,,,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,3,A
352-U1442A-8R-4-A,0.0,71.0,66.9,67.61,IV,,,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,4,A
352-U1442A-8R-4-A,71.0,73.0,67.61,67.63,IV,,,,nannofossil-rich,tuff,,nannofossil-rich tuff,nannofossil-rich tuff,tuff,,7.5YR 8/2 (pinkish white),thin bed,consolidated,silt,2,fine sand,4,disseminated pink tuff layer,well,normally graded,,,,,,,,,,,,,,,,,,352,U1442,A,8,R,4,A
352-U1442A-8R-4-A,73.0,92.0,67.63,67.82,IV,,,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,4,A
352-U1442A-8R-5-A,0.0,64.0,67.82,68.46,IV,,,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,5,A
352-U1442A-8R-CC-A,0.0,5.0,68.46,68.51,IV,,,,nannofossil-rich,fine sand,,nannofossil-rich fine sand,nannofossil-rich fine sand,fine sand,,7.5YR 7/2 (pinkish gray),thick bed,consolidated,fine sand,4,coarse sand,6,brownish at the base,moderate,normally graded,,,,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,8,R,CC,A
352-U1442A-9R-1-A,0.0,121.0,72.1,73.31,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,1,A
352-U1442A-9R-1-A,121.0,131.0,73.31,73.41,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,10YR 6/2 (light brownish gray),thick bed,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,1,A
352-U1442A-9R-1-A,131.0,150.0,73.41,73.6,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),thick bed,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,1,A
352-U1442A-9R-2-A,0.0,35.0,73.6,73.95,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,2,A
352-U1442A-9R-2-A,35.0,59.0,73.95,74.19,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,10YR 6/2 (light brownish gray),thick bed,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,2,A
352-U1442A-9R-2-A,59.0,150.0,74.19,75.1,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,2,A
352-U1442A-9R-3-A,0.0,150.0,75.1,76.6,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,3,A
352-U1442A-9R-4-A,0.0,110.0,76.6,77.7,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),,lithified,silt,2,medium sand,5,manganese precipitation along fractures,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,4,A
352-U1442A-9R-4-A,110.0,123.0,77.7,77.83,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,10YR 6/2 (light brownish gray),thick bed,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,4,A
352-U1442A-9R-CC-A,0.0,8.0,77.83,77.91,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),,lithified,silt,2,medium sand,5,manganese precipitation at cleavage,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,9,R,CC,A
352-U1442A-10R-1-A,0.0,58.0,81.8,82.38,IV,,gradational,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,7.5YR 8/2 (pinkish white),,lithified,silt,2,medium sand,5,mottling gradationally to sediment below,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,10,R,1,A
352-U1442A-10R-1-A,58.0,107.0,82.38,82.87,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,10YR 6/2 (light brownish gray),thick bed,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,10,R,1,A
352-U1442A-10R-2-A,0.0,25.0,82.87,83.12,IV,,,,silty,nannofossil ooze,with sand,silty nannofossil ooze,silty nannofossil ooze with sand,nannofossil ooze with sand,,10YR 6/2 (light brownish gray),,lithified,silt,2,medium sand,5,,moderate,non-graded,,strong,3.0,,,,,,,,,calcareous matrix,,,,,,352,U1442,A,10,R,2,A
