Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1463B-8H-2-A,0,10.0,66.4,66.5,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, homogeneous mudstone.",,,,356,U1463,B,8,H,2,A
356-U1463B-8H-2-A,10,119.0,66.5,67.59,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone with fine sand size grains. It contains unidentified skeletal fragments.",,,,356,U1463,B,8,H,2,A
356-U1463B-8H-2-A,119,150.0,67.59,67.9,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,neritic,creamy gray,,,,,,,,,"Unlithified, creamy gray packstone with fine to medium sand size grains, and unidentified skeletal fragments.",,,,356,U1463,B,8,H,2,A
356-U1463B-8H-3-A,0,122.0,67.9,69.12,unlithified [Leg194],,packstone [E&K72; D62],3.0,,packstone,neritic,creamy gray,barnacle,,,,,,sharp,horizontal,"Unlithified, creamy gray poor sorted packstone with medium sand size grains. It contains abundant neritic macrofossils (e.g., barnacle, echinoderms, serpulid), and small benthic foraminifers.",,,,356,U1463,B,8,H,3,A
356-U1463B-8H-3-A,0,122.0,67.9,69.12,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1463,B,8,H,3,A
356-U1463B-8H-3-A,0,122.0,67.9,69.12,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1463,B,8,H,3,A
356-U1463B-8H-3-A,0,122.0,67.9,69.12,,,,,,,,,gastropod,,,,,,,,,,,,356,U1463,B,8,H,3,A
356-U1463B-8H-3-A,0,122.0,67.9,69.12,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1463,B,8,H,3,A
356-U1463B-8H-3-A,0,122.0,67.9,69.12,,,,,,,,,serpulid,,,,,,,,,,,,356,U1463,B,8,H,3,A
356-U1463B-8H-3-A,122,150.0,69.12,69.4,partially lithified,,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Partially lithified, creamy gray wackestone with unidentified skeletal fragments. First occurence of partially lithified concretion bands and patches.",,,,356,U1463,B,8,H,3,A
356-U1463B-8H-4-A,0,150.0,69.4,70.9,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, homogeneous light greenish gray wackestone. In the upper part of the section, contain partially lithified concretion.",,,,356,U1463,B,8,H,4,A
356-U1463B-8H-5-A,0,74.0,70.9,71.64,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1463,B,8,H,5,A
356-U1463B-8H-5-A,74,79.0,71.64,71.69,,,,,,,,,,,,,,,,,VOID,,,,356,U1463,B,8,H,5,A
356-U1463B-8H-6-A,0,150.0,71.69,73.19,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light grayish green,scaphopod,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1463,B,8,H,6,A
356-U1463B-8H-7-A,0,124.0,73.19,74.43,unlithified [Leg194],,wackestone [E&K72; D62],2.0,,wackestone,hemipelagic,light grayish green,bivalve,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,,356,U1463,B,8,H,7,A
356-U1463B-8H-CC-A,0,12.0,74.43,74.55,,,,,,,,,,,,,,,,,ATP,,,,356,U1463,B,8,H,CC,A
356-U1463B-9H-1-A,0,18.0,74.4,74.58,lithified [B84],,grainstone [E&K72; D62],4.0,,grainstone,neritic,light olive gray,,solution cavity,,,,,,,"Lithified, fragmented, light olive gray grainstone with macrofossils (bivalves and gastropods as major components) . Solution cavities.",,,,356,U1463,B,9,H,1,A
356-U1463B-9H-1-A,18,60.0,74.58,75.0,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Deformed liner and soupy unlithified, light olive gray mudstone",,,,356,U1463,B,9,H,1,A
356-U1463B-9H-1-A,60,150.0,75.0,75.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with very fine sand and occasional bivalve fragments",,,,356,U1463,B,9,H,1,A
356-U1463B-9H-2-A,0,150.0,75.9,77.4,lithified [B84],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray mudstone with fine sand and occasional bivalve and bryozoan fragments",,,,356,U1463,B,9,H,2,A
356-U1463B-9H-3-A,0,146.0,77.4,78.86,partially lithified,,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Partially lithified, creamy gray mudstone with coarse sand size grains. Large bivalve 5 cm across also bivalve fragments",,,,356,U1463,B,9,H,3,A
356-U1463B-9H-4-A,0,150.0,78.9,80.4,partially lithified,,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Partially lithified (but soupy in some sections due to coring disturbance), creamy gray mudstone with gravel and coarse sand size grains. Bivalve fragments (gravel size) common.",,,,356,U1463,B,9,H,4,A
356-U1463B-9H-5-A,0,151.0,80.4,81.91,partially lithified,,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Partially lithified, (with soupy intervals in the upper 60 cm), creamy gray mudstone. In the upper 60 cm gravel and coarse sand size grains, in the lower part of the Section grains are sand to fine sand size. Bivalve fragments common",,,,356,U1463,B,9,H,5,A
356-U1463B-9H-6-A,0,103.0,81.91,82.94,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogenous mudstone. The upper 30 cm are coarse sand size grains and the lower part of the Section is sand to fine sand size grains. Dark, very small grains (vf sand size) present throughout the Section. Few bivalve fragments",,,,356,U1463,B,9,H,6,A
356-U1463B-9H-7-A,0,61.0,82.94,83.55,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with very fine sand size grains, no macrofossils and very sparse dark vf sand size grains",,,,356,U1463,B,9,H,7,A
356-U1463B-9H-CC-A,0,7.0,83.55,83.62,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified, light olive gray mudstone with very fine sand size grains, no macrofossils and very sparse dark vf sand size grains",,,,356,U1463,B,9,H,CC,A
356-U1463B-9H-CC-A,7,17.0,83.62,83.72,,,,,,,,,,,,,,,,,to pal,,,,356,U1463,B,9,H,CC,A
356-U1463B-10H-1-A,0,5.0,83.9,83.95,lithified [B84],,grainstone [E&K72; D62],4.0,,grainstone,neritic,creamy gray,,,,,,,,,"Lithified, fragmentes, creamy gray grainstone with sand size grains, abundant bivalve fragments and common solution cavitiies. Likely cave in material",,,,356,U1463,B,10,H,1,A
356-U1463B-10H-1-A,5,27.0,83.95,84.17,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with fine sand size",,,,356,U1463,B,10,H,1,A
356-U1463B-10H-1-A,27,34.0,84.17,84.24,lithified [B84],,packstone [E&K72; D62],3.0,,packstone,hemipelagic,light olive gray,,,,,,,,,"Lithified, light olive gray packstone with sand size and bivalve fragments, likely cave in material",,,,356,U1463,B,10,H,1,A
356-U1463B-10H-1-A,34,150.0,84.24,85.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with sand and fine sand size and occasional bivalve fragments",,,,356,U1463,B,10,H,1,A
356-U1463B-10H-2-A,0,150.0,85.4,86.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Light greenish gray mudstone with sand size and fine sand size grains .Bivalve fragments and bryozoa or coralline algae, Common glauconite, very fine sand size grains",,,,356,U1463,B,10,H,2,A
356-U1463B-10H-3-A,0,146.0,86.9,88.36,lithified [B84],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mdustone with fine sand size grains and a bryozoa fragment a benthic foram",,,,356,U1463,B,10,H,3,A
356-U1463B-10H-4-A,0,150.0,88.4,89.9,lithified [B84],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with sand size grains that coarse towards the base of the Section where fragments of tubes are present",,,,356,U1463,B,10,H,4,A
356-U1463B-10H-5-A,0,150.0,89.9,91.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with fine sand size and tube fragments",,,,356,U1463,B,10,H,5,A
356-U1463B-10H-6-A,0,101.0,91.4,92.41,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with fine sand size grains and very rare macrofossils",,,,356,U1463,B,10,H,6,A
356-U1463B-10H-7-A,0,81.0,92.41,93.22,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with fine sand size and no visible macrofossils",,,,356,U1463,B,10,H,7,A
356-U1463B-10H-CC-A,0,8.0,93.22,93.3,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with fine sand size and no visible macrofossils",,,,356,U1463,B,10,H,CC,A
356-U1463B-10H-CC-A,8,18.0,93.3,93.4,,,,,,,,,,,,,,,,,to pal,,,,356,U1463,B,10,H,CC,A
356-U1463B-11H-1-A,0,42.0,93.4,93.82,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous mudstone with sand size grains and vf sand size glauconite grains",,,,356,U1463,B,11,H,1,A
356-U1463B-11H-2-A,0,150.0,93.82,95.32,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone with very fine sand size and no visible macrofossils and scattered vf sand size glauconite grains",,,,356,U1463,B,11,H,2,A
356-U1463B-11H-3-A,0,143.0,95.32,96.75,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,moderate [B06],3.0,,,"Unlithified, light olive gray mudstone with fine sand size and no visible macrofossils. Scattered vf sand size glauconite grains",,,,356,U1463,B,11,H,3,A
356-U1463B-11H-4-A,0,150.0,96.82,98.32,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,slight [B06],2.0,,,"Unlithified, creamy gray mudstone with fine sand size and scattered fragments of macrofossilz (sand size). A pectin shell 5 cm long. Scattered vf sand size glauconite grains",,,,356,U1463,B,11,H,4,A
356-U1463B-11H-5-A,0,150.0,98.32,99.82,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray mudstone with fine sand size and few macrofossil fragments including bivalves and a tube. Vf sand size glauconite grains scattered throughout",,,,356,U1463,B,11,H,5,A
356-U1463B-11H-6-A,0,142.0,99.82,101.24,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray mudstone with fine sand size and no visible macrofossils. Scattered vf sand size glauconite grains but very sparse",,,,356,U1463,B,11,H,6,A
356-U1463B-11H-7-A,0,50.5,101.24,101.745,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray mudstone with fine sand size and no visible macrofossils. Scattered vf sand size glauconite grains but very sparse",,,,356,U1463,B,11,H,7,A
356-U1463B-11H-CC-A,0,12.0,101.77,101.89,,,,,,,,,,,,,,,,,all to pal,,,,356,U1463,B,11,H,CC,A
356-U1463B-12H-1-A,0,150.0,102.9,104.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray mudstone with fine sand size and a small bivalve fragment and one tube.Below 100 cm creamier color Scattered vf sand size glauconite grains but very sparse",,,,356,U1463,B,12,H,1,A
356-U1463B-12H-2-A,0,150.0,104.4,105.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified,creamy gray mudstone with sand sand size grains. Scattered vf sand size glauconite grains but very sparse. Fine sand size macrofossil fragments including bivalves",,,,356,U1463,B,12,H,2,A
356-U1463B-12H-3-A,0,150.0,105.9,107.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, lcreamy gray mudstone with sand size.grains. Macrofossils present include tubes, barnacles, and bryozoan. Scattered vf sand size glauconite grains but very sparse. Slightly muddier towards base",,,,356,U1463,B,12,H,3,A
356-U1463B-12H-4-A,0,150.0,107.4,108.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,slight [B06],2.0,,,"Unlithified, creamy gray homogeneous mudstone with sand size grains. Vf sand size glauconite grains",,,,356,U1463,B,12,H,4,A
356-U1463B-12H-5-A,0,150.0,108.9,110.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Lithified, light greenish gray mudstone with very fine sand size grains, occasional bivalve fragments and vf sand size glauconite grains",,,,356,U1463,B,12,H,5,A
356-U1463B-12H-6-A,0,101.0,110.4,111.41,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,slight [B06],2.0,,,"Unlithified, light greenish gray mudstone with fine sand size and very sparse macrofossils (tube). Scattered vf sand size glauconite grains but very sparse",,,,356,U1463,B,12,H,6,A
356-U1463B-12H-7-A,0,93.0,111.41,112.34,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,creamy gray,,,,,moderate [B06],3.0,,,"Unlithified,creamy gray homogeneous mudstone with sand size that becomes coarser towards the base of the Section. Bivalve fragments up to 3 cm and tube macrofossils. Scattered vf sand size glauconite grains but very sparse. Burrows contain coarser black sand size grains.",,,,356,U1463,B,12,H,7,A
356-U1463B-12H-CC-A,0,12.0,112.34,112.46,,,,,,,,,,,,,,,,,to pal,,,,356,U1463,B,12,H,CC,A
356-U1463B-13H-1-A,0,67.0,112.4,113.07,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,sharp,sub-horizontal,"Unlithified, light grayish green homogeneous mudstone with coarse sand size grains and abundant bivalves fragments up to gravel size. Sharp sub-horizontal contact at base. The lower 20 cm are gradational fine and coarse grained.",,,,356,U1463,B,13,H,1,A
356-U1463B-13H-1-A,67,150.0,113.07,113.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine sand size grains and benthic foram and tubes",,,,356,U1463,B,13,H,1,A
356-U1463B-13H-2-A,0,150.0,113.9,115.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with variable fine sand to medium sand grain sizes. Macrofossil fragments include bivalve, tube and benthic foram. Very sparse glauconite grains",,,,356,U1463,B,13,H,2,A
356-U1463B-13H-3-A,0,150.0,115.4,116.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with fine sand size grains. No visible macrofossils except for a tube fragment",,,,356,U1463,B,13,H,3,A
356-U1463B-13H-4-A,0,150.0,116.9,118.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with fine sand size grains and very sparse coarse sand size macrofossils (bivalve) and grains of carbonate cement",,,,356,U1463,B,13,H,4,A
356-U1463B-13H-5-A,0,150.0,118.4,119.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with very fine sand and sand size grains variable throughout the Section. A few cm's long bivalve fragment and other sand size shell fragments including tubes. Sparse glauconite grains (vf sand size)",,,,356,U1463,B,13,H,5,A
356-U1463B-13H-6-A,0,143.0,119.9,121.33,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with very fine sand size grains. Benthic forams. Very sparse and vf sand size grains of glauconite.",,,,356,U1463,B,13,H,6,A
356-U1463B-13H-7-A,0,51.0,121.33,121.84,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with very fine sand size grains and no visible macrofossils",,,,356,U1463,B,13,H,7,A
356-U1463B-13H-CC-A,0,11.0,121.84,121.95,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with very fine sand size grains and no visible macrofossils",,,,356,U1463,B,13,H,CC,A
356-U1463B-13H-CC-A,11,21.0,121.95,122.05,,,,,,,,,,,,,,,,,to pal,,,,356,U1463,B,13,H,CC,A
356-U1463B-14H-1-A,0,150.0,121.9,123.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with vf sand size grains and shell fragments and benthic forams",,,,356,U1463,B,14,H,1,A
356-U1463B-14H-2-A,0,150.0,123.4,124.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,slight [B06],2.0,,,"Unlithified, light grayish green, homogeneous mudstone with very fine sand size grains and shell fragments very sparse (tubes and others not identified). Glauconite and or black grains not present",,,,356,U1463,B,14,H,2,A
356-U1463B-14H-3-A,0,143.0,124.9,126.33,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with very fine sand size grains. Very sparse black and or glauconite grains and macrofossils (only one tube)",,,,356,U1463,B,14,H,3,A
356-U1463B-14H-4-A,0,150.0,126.4,127.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with very fine sand size grains and no visible macrofossils",,,,356,U1463,B,14,H,4,A
356-U1463B-14H-5-A,0,78.0,127.9,128.68,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with very fine sand size grains and no visible macrofossils",,,,356,U1463,B,14,H,5,A
356-U1463B-14H-5-A,78,81.0,128.68,128.71,,,,,,,,,,,,,,,,,void,,,,356,U1463,B,14,H,5,A
356-U1463B-14H-5-A,81,150.0,128.71,129.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with very fine sand size grains and no visible macrofossils except for a gastropod fragment",,,,356,U1463,B,14,H,5,A
356-U1463B-14H-6-A,0,102.0,129.4,130.42,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with fine sand size grains in the upper 50 cm and sand size grains below.",,,,356,U1463,B,14,H,6,A
356-U1463B-14H-CC-A,0,18.0,130.42,130.6,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray, homogeneous mudstone with fine sand size grains",,,,356,U1463,B,14,H,CC,A
356-U1463B-14H-CC-A,18,28.0,130.6,130.7,,,,,,,,,,,,,,,,,to pal,,,,356,U1463,B,14,H,CC,A
356-U1463B-15H-1-A,0,150.0,131.4,132.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with fine sand size grains and no visible macrofossils (except for a tube)",,,,356,U1463,B,15,H,1,A
356-U1463B-15H-2-A,0,150.0,132.9,134.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with fine sand size grains. Slightly coarser grained towards the base of the Section wherethere are benthic forams and a bryozoa and a bivalve fragment",,,,356,U1463,B,15,H,2,A
356-U1463B-15H-3-A,0,150.0,134.4,135.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with sand size grains and bivalve fragments",,,,356,U1463,B,15,H,3,A
356-U1463B-15H-4-A,0,111.0,135.9,137.01,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with sand size fragments and macrofossil fragments common (benthic forams and bivalves",,,,356,U1463,B,15,H,4,A
356-U1463B-15H-5-A,0,69.0,137.01,137.7,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogenous mudstone with fine sand size grains and very sparse macrofossils",,,,356,U1463,B,15,H,5,A
356-U1463B-15H-6-A,0,108.0,137.7,138.78,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with fine sand size grains and sparse macrofossil fragments (scaphopod and bryozoan)",,,,356,U1463,B,15,H,6,A
356-U1463B-15H-CC-A,0,40.0,138.78,139.18,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with fine sand size grains and few macrofossil fragments",,,,356,U1463,B,15,H,CC,A
356-U1463B-15H-CC-A,40,50.0,139.18,139.28,,,,,,,,,,,,,,,,,to pal,,,,356,U1463,B,15,H,CC,A
356-U1463B-16H-1-A,0,150.0,140.9,142.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with very fine sand size grains and no visible macrofossils",,,,356,U1463,B,16,H,1,A
356-U1463B-16H-2-A,0,150.0,142.4,143.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with very fine sand size grains and no visible macrofossils",,,,356,U1463,B,16,H,2,A
356-U1463B-16H-3-A,0,150.0,143.9,145.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray mudstone with very fine sand size grains in the upper 45 cm and fine sand size grains below. No macros except for a crustacean fragment",,,,356,U1463,B,16,H,3,A
356-U1463B-16H-4-A,0,150.0,145.4,146.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,concretion [BJ80],,,,,,"Unlithified, light grayish green, homogeneous mudstone with sand size grains and very sparse macrofossils scattered. A 15 mm nodule of the same mudstone material",,,,356,U1463,B,16,H,4,A
356-U1463B-16H-5-A,0,150.0,146.9,148.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with fine sand size grains and few macrofossils (crustacean and shell fragments)",,,,356,U1463,B,16,H,5,A
356-U1463B-16H-6-A,0,99.0,148.4,149.39,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with sand size grains and sparse macrofossil fragments (sand size white)",,,,356,U1463,B,16,H,6,A
356-U1463B-16H-7-A,0,74.0,149.39,150.13,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogenous mudstone with fine sand size grains and very sparse macrofossils (shell fragments sand size)",,,,356,U1463,B,16,H,7,A
356-U1463B-16H-CC-A,0,8.0,150.13,150.21,,,,,,,,,,,,,,,,,to pal,,,,356,U1463,B,16,H,CC,A
356-U1463B-17H-1-A,0,150.0,150.4,151.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with sand size grains grading to fine sand towards the base of the Section. Benthic forams and shell fragments (sand size)",,,,356,U1463,B,17,H,1,A
356-U1463B-17H-2-A,0,150.0,151.9,153.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green, homogeneous mudstone with fine sand size grains. Macrofossil fragments: tube, urchin spines and benthic forams",,,,356,U1463,B,17,H,2,A
356-U1463B-17H-3-A,0,141.0,153.4,154.81,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green homogenous mudstone with veryB fine sand size grains. Very sparse bivalve, benthic forams, crustacean and tube fragments",,,,356,U1463,B,17,H,3,A
356-U1463B-17H-3-A,0,150.0,153.4,154.9,,,,,,,,,,,,,,,,,"Unlithified, light grayish green homogenous mudstone with veryB fine sand size grains. Very sparse bivalve fragments and benthic forams and crustacean",,,,356,U1463,B,17,H,3,A
356-U1463B-17H-4-A,0,150.0,154.9,156.4,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with fine sand size grains. Very sparse sand size fragments of macrofossil (crustacean), benthic foram",,,,356,U1463,B,17,H,4,A
356-U1463B-17H-5-A,0,150.0,156.4,157.9,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogenous mudstone with fine sand size grains .Few benthic forams and shell fragments",,,,356,U1463,B,17,H,5,A
356-U1463B-17H-6-A,0,125.0,157.9,159.15,unlithified [Leg194],,mudstone [E&K72; D62],1.0,,mudstone,hemipelagic,light grayish green,,,,,,,,,"Unlithified, light grayish green homogeneous mudstone with fine sand size grains. Sparse sand size shall fragments and a few benthic forams",,,,356,U1463,B,17,H,6,A
