Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
361,U1477,B,11,11-1,H,1,A,0,142,89.6,91.02,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-11H-1-A,,,,
361,U1477,B,11,11-2,H,2,A,0,144,91.02,92.46,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-11H-2-A,,,,
361,U1477,B,11,11-3,H,3,A,0,150,92.46,93.96,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-11H-3-A,,,,
361,U1477,B,11,11-4,H,4,A,0,147,93.96,95.43,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-11H-4-A,,,,
361,U1477,B,11,11-5,H,5,A,0,141,95.43,96.84,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-11H-5-A,,,,
361,U1477,B,11,11-6,H,6,A,0,129,96.84,98.13,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-11H-6-A,,,,
361,U1477,B,11,11-7,H,7,A,0,52,98.13,98.65,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-11H-7-A,,,,
361,U1477,B,12,12-1,H,1,A,0,32,99.1,99.42,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-1-A,,,,
361,U1477,B,12,12-2,H,2,A,0,142,99.42,100.84,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-2-A,,,,
361,U1477,B,12,12-3,H,3,A,0,139,100.84,102.23,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-3-A,,,,
361,U1477,B,12,12-4,H,4,A,0,137,102.23,103.6,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-4-A,,,,
361,U1477,B,12,12-5,H,5,A,0,142,103.6,105.02,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-5-A,,,,
361,U1477,B,12,12-6,H,6,A,0,148,105.02,106.5,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-6-A,,,,
361,U1477,B,12,12-7,H,7,A,0,110,106.5,107.6,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-7-A,,,,
361,U1477,B,12,12-8,H,8,A,0,64,107.6,108.24,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-12H-8-A,,,,
361,U1477,B,13,13-1,F,1,A,0,16,108.6,108.76,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-13F-1-A,,,,
361,U1477,B,13,13-2,F,2,A,0,60,108.76,109.36,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-13F-2-A,,,,
361,U1477,B,13,13-2,F,2,A,60,138,109.36,110.14,2a,silty,sand [2014],with foraminifers,silty sand,silty sand with foraminifers,sand with foraminifers,dark gray,GLEY 1 5/5GY (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-13F-2-A,,,,
361,U1477,B,13,13-3,F,3,A,0,138,110.17,111.55,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-13F-3-A,,,,
361,U1477,B,13,13-4,F,4,A,0,124,111.55,112.79,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-13F-4-A,,,,
361,U1477,B,13,13-5,F,5,A,0,87,112.79,113.66,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-13F-5-A,,,,
361,U1477,B,13,13-CC,F,CC,A,0,25,113.66,113.91,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-13F-CC-A,,,,
361,U1477,B,14,14-1,F,1,A,0,52,113.3,113.82,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-14F-1-A,,,,
361,U1477,B,14,14-2,F,2,A,0,135,113.82,115.17,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-14F-2-A,,,,
361,U1477,B,14,14-3,F,3,A,0,126,115.17,116.43,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-14F-3-A,,,,
361,U1477,B,14,14-4,F,4,A,0,115,116.43,117.58,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-14F-4-A,,,,
361,U1477,B,14,14-5,F,5,A,0,70,117.58,118.28,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-14F-5-A,,,,
361,U1477,B,14,14-CC,F,CC,A,0,33,118.28,118.61,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-14F-CC-A,,,,
361,U1477,B,15,15-1,F,1,A,0,30,118,118.3,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-1-A,,,,
361,U1477,B,15,15-2,F,2,A,0,118,118.3,119.48,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-2-A,,,,
361,U1477,B,15,15-3,F,3,A,0,65,119.48,120.13,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-3-A,,,,
361,U1477,B,15,15-3,F,3,A,65,68,120.13,120.16,2a,,sand [2014],,sand,sand,sand,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-3-A,,,,
361,U1477,B,15,15-3,F,3,A,68,137,120.16,120.85,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-3-A,,,,
361,U1477,B,15,15-4,F,4,A,0,100,120.85,121.85,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-4-A,,,,
361,U1477,B,15,15-4,F,4,A,100,128,121.85,122.13,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-4-A,,,,
361,U1477,B,15,15-5,F,5,A,0,99,122.13,123.12,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-5-A,,,,
361,U1477,B,15,15-CC,F,CC,A,0,24,123.12,123.36,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-15F-CC-A,,,,
361,U1477,B,16,16-1,F,1,A,0,145,122.7,124.15,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-16F-1-A,,,,
361,U1477,B,16,16-2,F,2,A,0,105,124.15,125.2,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-16F-2-A,,,,
361,U1477,B,16,16-3,F,3,A,0,129,125.2,126.49,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-16F-3-A,,,,
361,U1477,B,16,16-4,F,4,A,0,98,126.49,127.47,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-16F-4-A,,,,
361,U1477,B,16,16-CC,F,CC,A,0,30,127.47,127.77,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-16F-CC-A,,,,
361,U1477,B,17,17-1,F,1,A,0,139,127.4,128.79,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-17F-1-A,,,,
361,U1477,B,17,17-2,F,2,A,0,141,128.79,130.2,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-17F-2-A,,,,
361,U1477,B,17,17-3,F,3,A,0,142,130.2,131.62,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-17F-3-A,,,,
361,U1477,B,17,17-4,F,4,A,0,76,131.62,132.38,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-17F-4-A,,,,
361,U1477,B,17,17-CC,F,CC,A,0,33,132.38,132.71,2a,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-17F-CC-A,,,,
361,U1477,B,18,18-1,F,1,A,0,142,132.1,133.52,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-18F-1-A,,,,
361,U1477,B,18,18-2,F,2,A,0,105,133.52,134.57,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-18F-2-A,,,,
361,U1477,B,18,18-3,F,3,A,0,124,134.57,135.81,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-18F-3-A,,,,
361,U1477,B,18,18-4,F,4,A,0,99,135.81,136.8,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-18F-4-A,,,,
361,U1477,B,18,18-CC,F,CC,A,0,17,136.8,136.97,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-18F-CC-A,,,,
361,U1477,B,19,19-1,F,1,A,0,117,136.8,137.97,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-19F-1-A,,,,
361,U1477,B,19,19-2,F,2,A,0,144,137.97,139.41,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-19F-2-A,,,,
361,U1477,B,19,19-3,F,3,A,0,144,139.41,140.85,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-19F-3-A,,,,
361,U1477,B,19,19-4,F,4,A,0,94,140.85,141.79,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-19F-4-A,,,,
361,U1477,B,19,19-CC,F,CC,A,0,25,141.79,142.04,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-19F-CC-A,,,,
361,U1477,B,20,20-1,F,1,A,0,97,141.5,142.47,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-20F-1-A,,,,
361,U1477,B,20,20-2,F,2,A,0,117,142.47,143.64,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-20F-2-A,,,,
361,U1477,B,20,20-3,F,3,A,0,142,143.64,145.06,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-20F-3-A,,,,
361,U1477,B,20,20-4,F,4,A,0,115,145.06,146.21,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-20F-4-A,,,,
361,U1477,B,20,20-CC,F,CC,A,0,29,146.21,146.5,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-20F-CC-A,,,,
361,U1477,B,21,21-1,F,1,A,0,38,146.2,146.58,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-21F-1-A,,,,
361,U1477,B,21,21-2,F,2,A,0,143,146.58,148.01,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-21F-2-A,,,,
361,U1477,B,21,21-3,F,3,A,0,117,148.01,149.18,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-21F-3-A,,,,
361,U1477,B,21,21-4,F,4,A,0,112,149.18,150.3,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-21F-4-A,,,,
361,U1477,B,21,21-5,F,5,A,0,93,150.3,151.23,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-21F-5-A,,,,
361,U1477,B,21,21-CC,F,CC,A,0,22,151.23,151.45,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-21F-CC-A,,,,
361,U1477,B,22,22-1,F,1,A,0,35,150.9,151.25,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-1-A,,,,
361,U1477,B,22,22-2,F,2,A,0,116,151.25,152.41,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-2-A,,,,
361,U1477,B,22,22-3,F,3,A,0,142,152.41,153.83,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-3-A,,,,
361,U1477,B,22,22-4,F,4,A,0,138,153.83,155.21,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-4-A,,,,
361,U1477,B,22,22-5,F,5,A,0,75,155.21,155.96,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-5-A,,,,
361,U1477,B,22,22-CC,F,CC,A,0,10,155.96,156.06,2b,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,Event layers of few millimeters to 1-2 centimeters (aragonite clay-size and silt to sand).,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-22F-CC-A,,,,
361,U1477,B,23,23-1,F,1,A,0,102,155.6,156.62,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-1-A,,,,
361,U1477,B,23,23-2,F,2,A,0,79,156.62,157.41,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-2-A,,,,
361,U1477,B,23,23-3,F,3,A,0,94,157.41,158.35,2c,silty,clay [2014],,silty clay,silty clay,clay,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-3-A,,,,
361,U1477,B,23,23-4,F,4,A,0,113,158.35,159.48,2c,silty,sand [2014],,silty sand,silty sand,sand,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-4-A,,,,
361,U1477,B,23,23-CC,F,CC,A,0,62,159.48,160.1,2c,silty,sand [2014],,silty sand,silty sand,sand,dark gray,GLEY 1 3/N (very dark gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1477B-23F-CC-A,,,,
