Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1506A-18R-CC-A,0.0,5.0,164.78,164.83,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,18,R,CC,A
371-U1506A-19R-1-A,0.0,150.0,167.2,168.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),color banding,,,,,,,,,moderate [B06],3.0,"Decimeter-scale, faint color-banding with alternating white (9/N) and greyish white (2.5Y8/1) intervals, possibly due to variations in bioturbation intensity and/or clay content (?).",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,19,R,1,A
371-U1506A-19R-2-A,0.0,150.0,168.7,170.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),color banding,,,,,,,,,moderate [B06],3.0,"Decimeter-scale, faint color-banding with alternating white (9/N) and greyish white (2.5Y8/1) intervals, possibly due to variations in bioturbation intensity and/or clay content (?).",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,19,R,2,A
371-U1506A-19R-3-A,0.0,150.0,170.2,171.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),color banding,,,,,,,,,moderate [B06],3.0,"Decimeter-scale, faint color-banding with alternating white (9/N) and greyish white (2.5Y8/1) intervals, possibly due to variations in bioturbation intensity and/or clay content (?).",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,19,R,3,A
371-U1506A-19R-4-A,0.0,150.0,171.7,173.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),color banding,,,,,,,,,moderate [B06],3.0,"Decimeter-scale, faint color-banding with alternating white (9/N) and greyish white (2.5Y8/1) intervals, possibly due to variations in bioturbation intensity and/or clay content (?).",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,19,R,4,A
371-U1506A-19R-5-A,0.0,75.0,173.2,173.95,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),color banding,,,,,,,,,moderate [B06],3.0,"Decimeter-scale, faint color-banding with alternating white (9/N) and greyish white (2.5Y8/1) intervals, possibly due to variations in bioturbation intensity and/or clay content (?).",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,19,R,5,A
371-U1506A-20R-1-A,0.0,150.0,176.8,178.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Hard, 5Y 5/1 4 cm-wide clast at 0-4cm. Possible down-hole contamination (fall-in?)",,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,20,R,1,A
371-U1506A-20R-2-A,0.0,150.0,178.3,179.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,20,R,2,A
371-U1506A-20R-3-A,0.0,150.0,179.8,181.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,20,R,3,A
371-U1506A-20R-4-A,0.0,150.0,181.3,182.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,20,R,4,A
371-U1506A-20R-5-A,0.0,66.0,182.8,183.46,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,20,R,5,A
371-U1506A-20R-6-A,0.0,60.0,183.56,184.16,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 9 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,20,R,6,A
371-U1506A-21R-1-A,0.0,150.0,186.4,187.9,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,21,R,1,A
371-U1506A-21R-2-A,0.0,150.0,187.9,189.4,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,21,R,2,A
371-U1506A-21R-3-A,0.0,150.0,189.4,190.9,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,21,R,3,A
371-U1506A-21R-4-A,0.0,150.0,190.9,192.4,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,21,R,4,A
371-U1506A-21R-5-A,0.0,86.0,192.4,193.26,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,21,R,5,A
371-U1506A-21R-CC-A,0.0,4.0,193.26,193.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,21,R,CC,A
371-U1506A-22R-1-A,0.0,150.0,196.0,197.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Sparse burrows and framboidal pyrite blebs.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,22,R,1,A
371-U1506A-22R-2-A,0.0,150.0,197.5,199.0,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Sparse burrows and framboidal pyrite blebs.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,22,R,2,A
371-U1506A-22R-3-A,0.0,150.0,199.0,200.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Sparse burrows and framboidal pyrite blebs.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,22,R,3,A
371-U1506A-22R-4-A,0.0,141.0,200.5,201.91,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Sparse burrows and framboidal pyrite blebs.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,22,R,4,A
371-U1506A-22R-5-A,0.0,145.0,202.0,203.45,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Sparse burrows and framboidal pyrite blebs.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,22,R,5,A
371-U1506A-22R-CC-A,0.0,6.0,203.45,203.51,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Sparse burrows and framboidal pyrite blebs.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,22,R,CC,A
371-U1506A-23R-1-A,0.0,150.0,205.5,207.0,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,23,R,1,A
371-U1506A-23R-2-A,0.0,150.0,207.0,208.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,23,R,2,A
371-U1506A-23R-3-A,0.0,150.0,208.5,210.0,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,23,R,3,A
371-U1506A-23R-4-A,0.0,67.0,210.0,210.67,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,23,R,4,A
371-U1506A-23R-CC-A,0.0,9.0,210.67,210.76,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,23,R,CC,A
371-U1506A-24R-1-A,0.0,150.0,215.1,216.6,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,slight [B06],2.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,24,R,1,A
371-U1506A-24R-2-A,0.0,150.0,216.6,218.1,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,slight [B06],2.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,24,R,2,A
371-U1506A-24R-3-A,0.0,150.0,218.1,219.6,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,slight [B06],2.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,24,R,3,A
371-U1506A-24R-4-A,0.0,150.0,219.6,221.1,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,slight [B06],2.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,24,R,4,A
371-U1506A-24R-5-A,0.0,140.0,221.1,222.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,slight [B06],2.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,24,R,5,A
371-U1506A-24R-6-A,0.0,63.0,222.6,223.23,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,slight [B06],2.0,Darker cm-scale burrows of 5Y 8/2,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,24,R,6,A
371-U1506A-25R-1-A,0.0,150.0,224.7,226.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,sparse [B06],1.0,centimeter scale burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,25,R,1,A
371-U1506A-25R-2-A,0.0,150.0,226.2,227.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,sparse [B06],1.0,centimeter scale burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,25,R,2,A
371-U1506A-25R-3-A,0.0,150.0,227.7,229.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,sparse [B06],1.0,centimeter scale burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,25,R,3,A
371-U1506A-25R-4-A,0.0,150.0,229.2,230.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,sparse [B06],1.0,centimeter scale burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,25,R,4,A
371-U1506A-25R-5-A,0.0,150.0,230.7,232.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,sparse [B06],1.0,centimeter scale burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,25,R,5,A
371-U1506A-25R-6-A,0.0,130.0,232.2,233.5,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,sparse [B06],1.0,centimeter scale burrows,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1506,A,25,R,6,A
371-U1506A-26R-1-A,0.0,150.0,234.3,235.8,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,heavy [DB91],4.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,26,R,1,A
371-U1506A-26R-2-A,0.0,127.0,235.8,237.07,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,heavy [DB91],4.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,26,R,2,A
371-U1506A-26R-2-A,127.0,135.0,237.07,237.15,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 2 8/10B (light bluish gray),color banding,,,,,,,,,heavy [DB91],4.0,Discrete band of light bluish gray with sharp contacts.,,linear (L),sharp,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,26,R,2,A
371-U1506A-26R-2-A,135.0,150.0,237.15,237.3,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,heavy [DB91],4.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,26,R,2,A
371-U1506A-26R-3-A,0.0,140.0,237.3,238.7,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,heavy [DB91],4.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,26,R,3,A
371-U1506A-26R-4-A,0.0,125.0,238.8,240.05,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,heavy [DB91],4.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,26,R,4,A
371-U1506A-27R-1-A,0.0,109.0,243.9,244.99,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,1,A
371-U1506A-27R-2-A,0.0,150.0,245.4,246.9,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,2,A
371-U1506A-27R-3-A,0.0,14.0,246.9,247.04,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,N 8.5 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,3,A
371-U1506A-27R-3-A,14.0,150.0,247.04,248.4,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,3,A
371-U1506A-27R-4-A,0.0,150.0,248.4,249.9,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 8/3 (pale yellow),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,4,A
371-U1506A-27R-5-A,0.0,116.0,249.9,251.06,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 8/3 (pale yellow),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,5,A
371-U1506A-27R-5-A,116.0,150.0,251.06,251.4,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 8/1 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,5,A
371-U1506A-27R-6-A,0.0,121.0,251.4,252.61,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 8/1 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,6,A
371-U1506A-27R-7-A,0.0,62.0,252.61,253.23,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 8/1 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,7,A
371-U1506A-27R-CC-A,0.0,8.0,253.23,253.31,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 8/1 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,"Slightly darker (5Y 8/1) Zoophycos, Planolites, Skolithos, and Chondrites burrows throughout.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,27,R,CC,A
371-U1506A-28R-1-A,0.0,150.0,253.5,255.0,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,complete [AI355],5.0,"A massive white nannofossil chalk with foraminifers. Significantly burrowed, with typical sub-horizontal Zoophycos borrows, Planolithes and indertermined phycosiphon-like burrows.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,1,A
371-U1506A-28R-2-A,0.0,150.0,255.0,256.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,complete [AI355],5.0,"A massive white nannofossil chalk with foraminifers. Significantly burrowed, with typical sub-horizontal Zoophycos borrows, Planolithes and indertermined phycosiphon-like burrows. Mm-scale green bleb (glauconite?) at 101cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,2,A
371-U1506A-28R-3-A,0.0,150.0,256.5,258.0,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,complete [AI355],5.0,3 mm fish tooth at 28R-5-134cm. mm to cm-scale green blebs (glauconite?) at 88 and 128.5cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,3,A
371-U1506A-28R-4-A,0.0,23.0,258.0,258.23,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/2 (pale yellow),,,,,,,,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,4,A
371-U1506A-28R-4-A,23.0,150.0,258.23,259.5,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,complete [AI355],5.0,"Gradational color change around 20-50cm depth, from white gray to pale yellow. At 21cm, a coring induced mud-filled fracture is seen, and may correspond to poor recovery and thus lacking material (cf. hiatus picked on biostrat).",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,4,A
371-U1506A-28R-5-A,0.0,119.0,259.5,260.69,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,complete [AI355],5.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,5,A
371-U1506A-28R-5-A,119.0,124.0,260.69,260.74,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/2 (pale yellow),layering,parallel lamination,,,thin lamina [B01],,,,,complete [AI355],5.0,A restricted interval with faint greenish mm-scale lamina (clay?),,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,5,A
371-U1506A-28R-5-A,124.0,136.0,260.74,260.86,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,complete [AI355],5.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,5,A
371-U1506A-28R-6-A,0.0,90.0,261.0,261.9,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,,,,,complete [AI355],5.0,"A thin laminated interval likely to be of diagenetic origin, with mm-scale orange (Fe oxydes?) lamina. Scattered greenish blebs and an isolated single green lamina at 24cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,28,R,6,A
371-U1506A-29R-1-A,0.0,56.0,263.1,263.66,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/1 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,29,R,1,A
371-U1506A-29R-2-A,0.0,63.0,263.66,264.29,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,2.5Y 8/1 (white),massive [BJ84],,,,,,,,,moderate [B06],3.0,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1506,A,29,R,2,A
371-U1506A-29R-2-A,63.0,73.0,264.29,264.39,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with glauconite [2014],foraminiferal nannofossil chalk with glauconite,,,5GY 8/1 (light greenish gray),massive [BJ84],,,,,,,,,heavy [DB91],4.0,"Intensely bioturbated interval, burrows infilled with above lithology",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with glauconite,,,,371,U1506,A,29,R,2,A
