Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1443A-4H-2-A,94.5,114.0,23.245,23.44,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,2,A
353-U1443A-4H-2-A,114.0,150.0,23.44,23.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,2,A
353-U1443A-4H-3-A,0.0,33.0,23.8,24.13,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,3,A
353-U1443A-4H-3-A,33.0,42.0,24.13,24.22,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,3,A
353-U1443A-4H-3-A,42.0,70.0,24.22,24.5,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,,,,,Black patch of ash at 46 cm Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,3,A
353-U1443A-4H-3-A,70.0,112.0,24.5,24.92,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,3,A
353-U1443A-4H-3-A,112.0,150.0,24.92,25.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,3,A
353-U1443A-4H-4-A,0.0,22.0,25.3,25.52,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,4,A
353-U1443A-4H-4-A,22.0,42.0,25.52,25.72,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,"4 (possibly 5) greenish color bands half-cm thick (shell fragments) : at 27, 29, 33.5, 35 and 36.5 cm. Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation)",,,,353,U1443,A,4,H,4,A
353-U1443A-4H-4-A,42.0,98.0,25.72,26.28,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,4,A
353-U1443A-4H-4-A,98.0,121.0,26.28,26.51,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,4,A
353-U1443A-4H-4-A,121.0,150.0,26.51,26.8,,foraminifer rich,nannofossil ooze,with clay,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,Forams look broken under the microscope (due to the preparation of the smear slide or due to fragmentation),,,,353,U1443,A,4,H,4,A
353-U1443A-4H-5-A,0.0,4.0,26.8,26.84,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),planar,sharp,horizontal,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-5-A,4.0,22.0,26.84,27.02,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-5-A,22.0,50.0,27.02,27.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-5-A,50.0,65.0,27.3,27.45,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-5-A,65.0,93.0,27.45,27.73,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-5-A,93.0,107.0,27.73,27.87,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-5-A,107.0,144.0,27.87,28.24,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-5-A,144.0,150.0,28.24,28.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,5,A
353-U1443A-4H-6-A,0.0,9.0,28.3,28.39,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,6,A
353-U1443A-4H-6-A,9.0,14.0,28.39,28.44,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,dark gray,GLEY 1 3/N (very dark gray),planar,sharp,horizontal,,non-graded,vitric,abundant,5,,,,,Contact between the ash and the ooze above is very gradational (mixing of ooze with ash upward). Ash with 10 % iron sulfides,,,,353,U1443,A,4,H,6,A
353-U1443A-4H-6-A,14.0,97.0,28.44,29.27,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,,,,,"3 greenish color bands half-cm thick (shell fragments) : at 58 ,64 and 65 cm",,,,353,U1443,A,4,H,6,A
353-U1443A-4H-6-A,97.0,118.0,29.27,29.48,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),planar,sharp,horizontal,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,6,A
353-U1443A-4H-6-A,118.0,145.0,29.48,29.75,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,4,H,6,A
353-U1443A-4H-7-A,0.0,6.0,29.8,29.86,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,,,,,,,,,353,U1443,A,4,H,7,A
353-U1443A-4H-7-A,6.0,38.0,29.86,30.18,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,2 greenish color bands half-cm thick (shell fragments) : at 8 and 11.5 cm,,,,353,U1443,A,4,H,7,A
353-U1443A-4H-7-A,38.0,47.0,30.18,30.27,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,2 greenish color bands half-cm thick (shell fragments) : at 42 and 43 cm,,,,353,U1443,A,4,H,7,A
353-U1443A-4H-7-A,47.0,56.0,30.27,30.36,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),,,,,non-graded,,,,,,,,2 greenish color bands half-cm thick (shell fragments) : at 50 and 56 cm,,,,353,U1443,A,4,H,7,A
353-U1443A-5H-1-A,0.0,42.0,30.3,30.72,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,burrows,,,,,,,,353,U1443,A,5,H,1,A
353-U1443A-5H-1-A,42.0,66.0,30.72,30.96,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,1,A
353-U1443A-5H-1-A,66.0,108.0,30.96,31.38,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,,,,,,,,,353,U1443,A,5,H,1,A
353-U1443A-5H-1-A,108.0,150.0,31.38,31.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,1,A
353-U1443A-5H-2-A,0.0,20.0,31.8,32.0,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,2,A
353-U1443A-5H-2-A,20.0,34.0,32.0,32.14,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,2,A
353-U1443A-5H-2-A,34.0,90.0,32.14,32.7,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,2,A
353-U1443A-5H-2-A,90.0,103.0,32.7,32.83,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 6/1 (gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,2,A
353-U1443A-5H-2-A,103.0,150.0,32.83,33.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,2,A
353-U1443A-5H-3-A,0.0,150.0,33.3,34.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,"Some bands appear a bit more gray (38 to 43, 130-148 cm)",,,,353,U1443,A,5,H,3,A
353-U1443A-5H-4-A,0.0,150.0,34.8,36.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,"Some bands appear a bit more gray (38 to 43, 130-148 cm). Black dots between 47 and 49 cm",,,,353,U1443,A,5,H,4,A
353-U1443A-5H-5-A,0.0,150.0,36.3,37.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,"Some bands appear a bit more gray (38 to 43, 130-148 cm). Black layer at 102 cm, some black dots between 105 and 126.",,,,353,U1443,A,5,H,5,A
353-U1443A-5H-6-A,0.0,130.0,37.8,39.1,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,"Some bands appear a bit more gray, more or less regularly spaced (every 2 to 10 cm).",,,,353,U1443,A,5,H,6,A
353-U1443A-5H-7-A,0.0,65.0,39.1,39.75,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,7,A
353-U1443A-5H-CC-A,0.0,26.0,39.75,40.01,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,5,H,CC,A
353-U1443A-6H-1-A,0.0,150.0,39.8,41.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,One interval between 114 and 131 cm with more gray bands and dots Some black dots at 143 cm.,,,,353,U1443,A,6,H,1,A
353-U1443A-6H-2-A,0.0,150.0,41.3,42.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,Two intervals (73-95 and 109-126 cm) with more gray bands and dots. Some black dots at 139 and 140 cm.,,,,353,U1443,A,6,H,2,A
353-U1443A-6H-3-A,0.0,150.0,42.8,44.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,Two intervals (32-44 and 78-100 cm) with more gray bands and dots. Black dots at 97-98 cm. 1 cm thick gray (5Y 6/2) band at 49 cm.,,,,353,U1443,A,6,H,3,A
353-U1443A-6H-4-A,0.0,60.5,44.3,44.905,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,One black patch at 47 cm.,,,,353,U1443,A,6,H,4,A
353-U1443A-6H-4-A,64.0,150.0,44.94,45.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,One black patch at 101 cm. Few color bandings between 119 and 136 cm.,,,,353,U1443,A,6,H,4,A
353-U1443A-6H-5-A,0.0,61.0,45.8,46.41,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,6,H,5,A
353-U1443A-6H-5-A,61.0,64.0,46.41,46.44,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,7.5YR 7/1 (light gray),irregular,scoured,,,non-graded,vitric,,,,,,,,,,,353,U1443,A,6,H,5,A
353-U1443A-6H-5-A,64.0,75.5,46.44,46.555,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,mottling,,,,Black patch at 69-70 cm.,,,,353,U1443,A,6,H,5,A
353-U1443A-6H-5-A,75.5,77.0,46.555,46.57,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,7.5YR 7/1 (light gray),planar,sharp,horizontal,,non-graded,vitric,,,,,,,,,,,353,U1443,A,6,H,5,A
353-U1443A-6H-5-A,77.0,150.0,46.57,47.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,6,H,5,A
353-U1443A-6H-6-A,0.0,150.0,47.3,48.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,mottling,,,,Ash patches at 124.5-125.5 cm and 129 cm.,,,,353,U1443,A,6,H,6,A
353-U1443A-6H-7-A,0.0,7.0,48.8,48.87,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,,,,,,,,,353,U1443,A,6,H,7,A
353-U1443A-6H-7-A,7.0,11.0,48.87,48.91,,clayey,volcanic ash,,clayey volcanic ash,clayey volcanic ash,volcanic ash,,gray,7.5YR 5/1 (gray),gradational,,,,non-graded,vitric,,,,,,,Ash indurated at the top,,,,353,U1443,A,6,H,7,A
353-U1443A-6H-7-A,11.0,59.0,48.91,49.39,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,6,H,7,A
353-U1443A-6H-CC-A,0.0,18.5,49.39,49.575,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,6,H,CC,A
353-U1443A-7H-1-A,0.0,150.0,49.3,50.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,Faint color variations along the section,,,,353,U1443,A,7,H,1,A
353-U1443A-7H-2-A,0.0,38.0,50.8,51.18,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,Faint color variations along the section,,,,353,U1443,A,7,H,2,A
353-U1443A-7H-2-A,60.0,150.0,51.4,52.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,7,H,2,A
353-U1443A-7H-3-A,0.0,38.0,52.3,52.68,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,,,,,Faint color variations along the section,,,,353,U1443,A,7,H,3,A
353-U1443A-7H-3-A,38.0,48.5,52.68,52.785,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,7.5YR 5/1 (gray),irregular,scoured,,,non-graded,vitric,,,,,,,,,,,353,U1443,A,7,H,3,A
353-U1443A-7H-3-A,48.5,150.0,52.785,53.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,Inclined thin ash layer between 128 and 129 cm.,,,,353,U1443,A,7,H,3,A
353-U1443A-7H-4-A,0.0,150.0,53.8,55.3,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,"Black ash dots at 49, 115.5 and 122 cm.",,,,353,U1443,A,7,H,4,A
353-U1443A-7H-5-A,0.0,150.0,55.3,56.8,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,7,H,5,A
353-U1443A-7H-6-A,0.0,150.0,56.8,58.3,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,7,H,6,A
353-U1443A-7H-7-A,0.0,64.0,58.3,58.94,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,7,H,7,A
353-U1443A-8H-1-A,0.0,150.0,58.8,60.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,More gray interval between 63 and 83 cm.,,,,353,U1443,A,8,H,1,A
353-U1443A-8H-2-A,0.0,150.0,60.3,61.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,More gray interval between 63 and 83 cm.,,,,353,U1443,A,8,H,2,A
353-U1443A-8H-3-A,0.0,48.0,61.8,62.28,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),gradational,,,,non-graded,,,,,,,,,,,,353,U1443,A,8,H,3,A
353-U1443A-8H-3-A,48.0,51.5,62.28,62.315,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,black,GLEY 1 2.5/N (black),planar,sharp,horizontal,,non-graded,vitric,,,,,,,Gradual mixing downward between the ash and the ooze above.,,,,353,U1443,A,8,H,3,A
353-U1443A-8H-3-A,51.5,150.0,62.315,63.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,8,H,3,A
353-U1443A-8H-4-A,0.0,150.0,63.3,64.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,Black patch at 146.5 cm.,,,,353,U1443,A,8,H,4,A
353-U1443A-8H-5-A,0.0,151.0,64.8,66.31,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,Many horizontal cracks (drilling disturbances?).,,,,353,U1443,A,8,H,5,A
353-U1443A-8H-6-A,0.0,153.0,66.31,67.84,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,"Many horizontal cracks (drilling disturbances?), some 0.5 cm width.",,,,353,U1443,A,8,H,6,A
353-U1443A-8H-7-A,0.0,56.0,67.84,68.4,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,5Y 7/1 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,8,H,7,A
353-U1443A-9H-1-A,0.0,150.0,68.3,69.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N). Black ash patch at 93.5 cm.",,,,353,U1443,A,9,H,1,A
353-U1443A-9H-2-A,0.0,150.0,69.8,71.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,9,H,2,A
353-U1443A-9H-3-A,0.0,150.0,71.3,72.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,Including some clayey ash black patches.,,,,353,U1443,A,9,H,3,A
353-U1443A-9H-4-A,0.0,150.0,72.8,74.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N). Including one clayey ash black patch.",,,,353,U1443,A,9,H,4,A
353-U1443A-9H-5-A,0.0,150.0,74.3,75.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N). Including some clayey ash black patch between 121.5 and 130 cm.",,,,353,U1443,A,9,H,5,A
