Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1522A-31R-1-A,0,149,289.6,291.09,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,lonestone,,,"Lonestone: 1-2, 27, 37, 54, 79-80, 90, 93, 105, 114, 131, 135, 148-149",,,,374,U1522,A,31,R,1,A,
374-U1522A-31R-2-A,0,123,291.09,292.32,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/10Y (greenish gray),,,,,,,,lonestone,,,"Lonestone: 3, 17-19, 24, 28, 31, 39, 57, 58, 72-73, 94-95, 105",,,,374,U1522,A,31,R,2,A,
374-U1522A-31R-3-A,0,112,292.32,293.44,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,"Lonestone: 5-6, 23-24, 28, 29, 33, 82, 84",,,,374,U1522,A,31,R,3,A,
374-U1522A-31R-4-A,0,82,293.44,294.26,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,"Lonestone: 18, 43-52, 56, 60-62, 66",,,,374,U1522,A,31,R,4,A,
374-U1522A-31R-CC-A,0,11,294.26,294.37,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,Lonestone: 3.5,,,,374,U1522,A,31,R,CC,A,
374-U1522A-32R-1-A,0,109,299.2,300.29,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,interlamination,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,"Two smaller intervals of lamination recognized from color variations. Lonestone: 6, 7, 14, 16, 27, 35, 50, 63",,,,374,U1522,A,32,R,1,A,
374-U1522A-32R-1-A,8,24,299.28,299.44,,,,,interlamination,,,,,,,,,,,,,,,,374,U1522,A,32,R,1,A,
374-U1522A-32R-CC-A,0,8,300.29,300.37,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,Lonestone: 1 cm,,,,374,U1522,A,32,R,CC,A,
374-U1522A-33R-1-A,0,137,308.8,310.17,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/N (gray),,,,,,,,lonestone,,,"Lonestone: 0-2, 3, 8-10, 14, 37-39, 41, 44, 62, 79, 92-99, 124, 132, 135",,,,374,U1522,A,33,R,1,A,
374-U1522A-33R-2-A,0,135,310.17,311.52,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/N (gray),,,,,,,,lonestone,,,"Lonestone: 6, 22-47, 50, 51, 92, 115",,,,374,U1522,A,33,R,2,A,
374-U1522A-33R-CC-A,0,21,311.52,311.73,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/N (gray),,,,,,,,lonestone,,,,,,,374,U1522,A,33,R,CC,A,
374-U1522A-34R-1-A,0,141,318.4,319.81,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,interlamination,GLEY 1 5/N (gray),,,,,,,,lonestone,,,"Lonestone: 6, 11, 16, 34, 43, 47, 101 cm Faint, irregular interlamination seen by color changes - carbonate cemented",,,,374,U1522,A,34,R,1,A,
374-U1522A-34R-1-A,56,60,318.96,319,,,,,interlamination,,,,,,,,,,,,,,,,374,U1522,A,34,R,1,A,
374-U1522A-34R-2-A,0,105,319.81,320.86,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/N (gray),,,,,concretion,carbonate,,lonestone,,,"Lonestone: 0, 5, 27, 53, 59, 81, 101 cm. Carbonate concretion: 86 cm",,,,374,U1522,A,34,R,2,A,
374-U1522A-34R-CC-A,0,13,320.86,320.99,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 5/N (gray),,,,,,,,,,,,,,,374,U1522,A,34,R,CC,A,
374-U1522A-35R-1-A,0,151,328,329.51,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,Lonestone,,,"Lonestone at 0-10, 10-15, 40-41, 69, 88, 98-101, 126-128, 129-130, and 149 cm.",,,,374,U1522,A,35,R,1,A,
374-U1522A-35R-1-A,29,33,328.29,328.33,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,35,R,1,A,
374-U1522A-35R-1-A,120,150,329.2,329.5,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,35,R,1,A,
374-U1522A-35R-2-A,0,150,329.51,331.01,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,Lonestone,,,"Lonestone at 29, 45-46 (paleogene errotic?), 75, and 97 (paleogene errotic?).",,,,374,U1522,A,35,R,2,A,
374-U1522A-35R-CC-A,0,9,331.01,331.1,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone at 0-2 cm.,,,,374,U1522,A,35,R,CC,A,
374-U1522A-36R-1-A,0,41,337.6,338.01,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,lonestone at 0-3 (paleogene errotics?) and 27-29 cm.,,,,374,U1522,A,36,R,1,A,
374-U1522A-36R-1-A,34,40,337.94,338,,,,,,,,,,,concretion,carbonate,,,,,,,,,374,U1522,A,36,R,1,A,
374-U1522A-37R-1-A,0,150,342.4,343.9,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone at 139 and 144 cm.,,,,374,U1522,A,37,R,1,A,
374-U1522A-37R-1-A,32,57,342.72,342.97,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,37,R,1,A,
374-U1522A-37R-1-A,63,114,343.03,343.54,,,,,interlamination,,,,,,,,,,,,"Faint thin discontinuous mud (diatom bearing?) laminae and mud flock(?). at 63, 73, 77, 94-96, 113-114, 130-131 cm.",,,,374,U1522,A,37,R,1,A,
374-U1522A-37R-2-A,0,150,343.9,345.4,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 3-5, 17-20, 61-67, and 93-95 cm. Diatom bearing mud pod(?) at 95-98 cm.",,,,374,U1522,A,37,R,2,A,
374-U1522A-37R-2-A,96,96,344.86,344.86,,,,,,,,,,,,,shell fragment,,,,Large shell fragment.,,,,374,U1522,A,37,R,2,A,
374-U1522A-37R-2-A,98,101,344.88,344.91,,,,,wavy laminae,,,,,,,,,,,,Diatom bearing(?) mud inclined laminae.,,,,374,U1522,A,37,R,2,A,
374-U1522A-37R-3-A,0,92,345.4,346.32,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone at 54 cm.,,,,374,U1522,A,37,R,3,A,
374-U1522A-37R-3-A,65,69,346.05,346.09,,,,,mottling [BJ80],,,,,,,,,,,,Pyrite(?) mottling.,,,,374,U1522,A,37,R,3,A,
374-U1522A-37R-CC-A,0,10,346.32,346.42,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,37,R,CC,A,
374-U1522A-38R-1-A,0,140,347.2,348.6,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone at 6 and 30 cm.,,,,374,U1522,A,38,R,1,A,
374-U1522A-38R-1-A,7,26,347.27,347.46,,,,,interlamination,,,,,,,,,,,,Faint discontinuous diatom-bearing (?) mud laminae,,,,374,U1522,A,38,R,1,A,
374-U1522A-38R-1-A,33,35,347.53,347.55,,,,,interlamination,,,,,,,,,,,,Faint discontinuous diatom-bearing (?) mud laminae,,,,374,U1522,A,38,R,1,A,
374-U1522A-38R-1-A,83,85,348.03,348.05,,,,,interlamination,,,,,,,,,,,,Faint discontinuous diatom-bearing (?) mud laminae,,,,374,U1522,A,38,R,1,A,
374-U1522A-38R-1-A,86,93,348.06,348.13,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,38,R,1,A,
374-U1522A-38R-2-A,0,109,348.6,349.69,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 17, 71-73, 73-77, 77-81, and 81-85 cm.",,,,374,U1522,A,38,R,2,A,
374-U1522A-38R-CC-A,0,19,349.69,349.88,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,38,R,CC,A,
374-U1522A-42R-CC-A,0,9,366.4,366.49,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1522,A,42,R,CC,A,
374-U1522A-43R-CC-A,2,12,376.12,376.22,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1522,A,43,R,CC,A,
374-U1522A-45R-1-A,0,152,395.5,397.02,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 5-7 (meta. sed.), 20.5-21.5 (granite), 66-67 (granite), 88-90, 87-88 (meta. sed.), 125.5-126.5 (granite), 141.5-144.5 (meta. sed.).",,,,374,U1522,A,45,R,1,A,
374-U1522A-45R-2-A,0,61,397.02,397.63,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,,,,,,,,,,sharp boundary or contact,,"Sharp but brecciated contact between 57-61. Lonestones at 24-27, 43-44, 57-58.5.",,,,374,U1522,A,45,R,2,A,
374-U1522A-45R-2-A,61,85,397.63,397.87,muddy,diatomite,,muddy diatomite,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1522,A,45,R,2,A,
374-U1522A-45R-2-A,75,76,397.77,397.78,,,,,flaser bedding,,,,,,,glauconite,,,,,,,,,374,U1522,A,45,R,2,A,
374-U1522A-45R-2-A,78,78,397.8,397.8,,,,,clast cluster or nest,,,,,,,glauconite,,,,,,,,,374,U1522,A,45,R,2,A,
374-U1522A-45R-CC-A,5,10,397.92,397.97,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,Include glauconite sands,,,,374,U1522,A,45,R,CC,A,
374-U1522A-46R-1-A,0,150,405.2,406.7,diatom rich,clast-poor sandy diamict [M89m],,diatom rich clast-poor sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 40-42, 50.5-53, 107-112, 119-120.5, 125.5-127, 131-132, 137.5-138.5 (granite), 147.5-150.",,,,374,U1522,A,46,R,1,A,
374-U1522A-46R-2-A,0,151,406.7,408.21,diatom rich,clast-poor sandy diamict [M89m],,diatom rich clast-poor sandy diamict,vein network,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 18-19, 111.5-112.5, 143-145 (meta. sed.)",,,,374,U1522,A,46,R,2,A,
374-U1522A-46R-3-A,0,70,408.21,408.91,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 12-13, 16-17, 58-63, 58-63.",,,,374,U1522,A,46,R,3,A,
374-U1522A-46R-CC-A,0,7,408.91,408.98,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,46,R,CC,A,
374-U1522A-47R-1-A,0,101,414.9,415.91,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 1-2, 10.5-11.5, 29.5-30.5, 43.5-44.5, 47.5-49.5, 93.5-94.5",,,,374,U1522,A,47,R,1,A,
374-U1522A-47R-2-A,0,74,415.91,416.65,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Matrix fizzes with acid. Consistent with matrix from yesterday. Lonestones at 34.5-36, 36-37, 45-46, 62-63, 69-71.",,,,374,U1522,A,47,R,2,A,
374-U1522A-47R-CC-A,0,14,416.65,416.79,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1522,A,47,R,CC,A,
374-U1522A-48R-1-A,0,145,424.5,425.95,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 4-6.5, 6.5-10, 10-11.5, 26-27, 55-56. Pyrite vein at 46-47, pyrite nodule at 66. Mud clasts present throughout.",,,,374,U1522,A,48,R,1,A,
374-U1522A-48R-1-A,46,47,424.96,424.97,,,,,burrows,,,,,,,pyrite,,,,,Pyrite burrow,,,,374,U1522,A,48,R,1,A,
374-U1522A-48R-2-A,0,147,425.95,427.42,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 45-46, 77.5-78.5, 128-134, 141-142. Mud clasts present throughout. Carbonate concretion 28-37.",,,,374,U1522,A,48,R,2,A,
374-U1522A-48R-3-A,0,111,427.42,428.53,diatom rich,clast-rich sandy diamict [M89m],,diatom rich clast-rich sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 15-16, 25.5-26.5, 50-51, 1101-103. At 103 sharp planar contact of limestone (carbonate mudstone).",,,,374,U1522,A,48,R,3,A,
374-U1522A-48R-4-A,0,147,428.53,430,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Mud clasts more common throughout. Lonbestones at 32.5-33.5, 113-114, 127-128 (volcanic material with pyrite replaced)",,,,374,U1522,A,48,R,4,A,
374-U1522A-48R-4-A,0,147,428.53,430,,,,,,,,,,,concretion,carbonate,,,,,,,,,374,U1522,A,48,R,4,A,
374-U1522A-48R-5-A,0,151,430,431.51,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Mud clasts common throughout. Lonestones at 55-56, 115.5-116.5, 119-120.5, 135-138.",,,,374,U1522,A,48,R,5,A,
374-U1522A-48R-5-A,31,35,430.31,430.35,,,,,,,,,,,concretion,carbonate,,,,,,,,,374,U1522,A,48,R,5,A,
374-U1522A-48R-6-A,0,10,431.51,431.61,diatom rich,clast-poor sandy diamict [M89m],,diatom rich clast-poor sandy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,gradational boundary or contact,,Contact inclined,,,,374,U1522,A,48,R,6,A,
374-U1522A-48R-6-A,10,149,431.61,433,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,Lonestones at 52-54 (granitoid),,,,374,U1522,A,48,R,6,A,
374-U1522A-48R-CC-A,0,26,433,433.26,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1522,A,48,R,CC,A,
374-U1522A-49R-1-A,0,150,434.1,435.6,diatom rich,clast-rich muddy diamict [M89m],,diatom rich clast-rich muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,shell fragment,,,,"Shell fragments: 93, 138 Carbonate concretion: 58 Rounded to subrounded mud clasts of various size",,,,374,U1522,A,49,R,1,A,
374-U1522A-49R-2-A,0,149,435.6,437.09,diatom rich,clast-rich muddy diamict [M89m],,diatom rich clast-rich muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Large mud clast at 66-68 cm. Carbonate cocretion: 31-32 cm. Lonestones: 145-147 cm, rounded to subrounded mud clasts of various sizes",,,,374,U1522,A,49,R,2,A,
374-U1522A-49R-3-A,0,150,437.09,438.59,diatom rich,clast-rich muddy diamict [M89m],,diatom rich clast-rich muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,Lonestones at 124.5 - 125.5 cm. Rounded to subrounded mud clasts of various sizes.,,,,374,U1522,A,49,R,3,A,
374-U1522A-49R-4-A,0,150,438.59,440.09,diatom rich,clast-rich muddy diamict [M89m],,diatom rich clast-rich muddy diamict,,GLEY 1 4/5G (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 45-47, 102-104, 105.5-110.5 cm",,,,374,U1522,A,49,R,4,A,
374-U1522A-49R-5-A,0,151,440.09,441.6,diatom rich,clast-rich muddy diamict [M89m],,diatom rich clast-rich muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,Lonestone at 144.5-146.5 cm,,,,374,U1522,A,49,R,5,A,
374-U1522A-49R-6-A,0,113,441.6,442.73,diatom rich,clast-rich muddy diamict [M89m],,diatom rich clast-rich muddy diamict,,GLEY 1 4/5G (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestone at 27-30.5, 64.5-65.5, 10-12 cm",,,,374,U1522,A,49,R,6,A,
374-U1522A-49R-CC-A,0,50,442.73,443.23,diatom rich,clast-rich muddy diamict [M89m],,diatom rich clast-rich muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,Lonestone at 13-15 cm,,,,374,U1522,A,49,R,CC,A,
374-U1522A-50R-1-A,0,146,443.7,445.16,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestone at 75.5-76.5, 133-135 cm. Mudclasts throughout, (< 0.5 cm) smaller in size compared to previous core. carbonate concretion at 72.5 cm",,,,374,U1522,A,50,R,1,A,
374-U1522A-50R-2-A,0,147,445.16,446.63,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Mud clasts (<0.5 cm) throughout. Shell fragments: 36, 105 cm. Lonestones at 117.5-118.5, 35-37, 108-109, 138.5 -140 cm",,,,374,U1522,A,50,R,2,A,
374-U1522A-50R-3-A,0,146,446.63,448.09,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Mud clasts (<0.5 cm) throughout. Lonestones at: 13.5-16.5, 38-39.5, 96-98, 140-141.5, the latter a paleogene erratic.",,,,374,U1522,A,50,R,3,A,
374-U1522A-50R-4-A,0,132,448.09,449.41,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Mud clasts throughout (<0.5cm). Lonestones at 34-36 (granite), 92-93 (granitoid). Carbonate concretion at the base of the working halv. NB! the section is filled with drilling mud from 31-35 cm.",,,,374,U1522,A,50,R,4,A,
374-U1522A-50R-5-A,0,95,449.41,450.36,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,Carbonate concretion at the base of working half. Lonestone: 16-17.5 cm.,,,,374,U1522,A,50,R,5,A,
374-U1522A-51R-1-A,0,147,453.3,454.77,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"mudclasts throughour (<0.5 cm). Lonestones: 16.5-17.5, 73.5-77 (granite), 136.5-137.5, 141-142,5 cm",,,,374,U1522,A,51,R,1,A,
374-U1522A-51R-2-A,0,148,454.77,456.25,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Shell fragment: 11cm, Lonestones: 143-147 cm, mud clasts throughout (<0.5cm)",,,,374,U1522,A,51,R,2,A,
374-U1522A-51R-3-A,0,146,456.25,457.71,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"mud clasts (<0.5cm) throughout, carbonate concretion: 137cm, Lonestones: 67.5-68.5, 41-42.",,,,374,U1522,A,51,R,3,A,
374-U1522A-51R-4-A,0,137,457.71,459.08,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Carbonate concretion 104 cm, mud clasts (<0.5cm) throughout, lonestone: 74-81, 50.5-52 (granite at both intervals)",,,,374,U1522,A,51,R,4,A,
374-U1522A-51R-5-A,0,144,459.08,460.52,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Mud clasts (<0.5cm) throughout, lonestones: 22-23cm.",,,,374,U1522,A,51,R,5,A,
374-U1522A-51R-6-A,0,104,460.52,461.56,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Mud clasts (<0.5cm) throughout, lonestones: 23.5-25, 103-104.5cm.",,,,374,U1522,A,51,R,6,A,
374-U1522A-51R-7-A,0,60,461.56,462.16,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,,,,Mud clasts (<0.5cm) throughout,,,,374,U1522,A,51,R,7,A,
374-U1522A-51R-CC-A,0,17,462.16,462.33,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1522,A,51,R,CC,A,
374-U1522A-52R-1-A,0,146,462.9,464.36,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Mudstone at 90-92 cm. Lonestone at 109-112 (redish metased?) and 131-133 cm (light CaCO3 cement clast?),,,,374,U1522,A,52,R,1,A,
374-U1522A-52R-1-A,47,52,463.37,463.42,,,,,,,,,,,,,shell fragment,,,,Shell fragment at 47 and 52 cm.,,,,374,U1522,A,52,R,1,A,
374-U1522A-52R-1-A,84,84,463.74,463.74,,,,,,,,,,,,,,,sharp boundary or contact,planar,Slight color planar contact (upward lighter),,,,374,U1522,A,52,R,1,A,
374-U1522A-52R-1-A,91,92,463.81,463.82,,,,,,,,,,,vein fill,siderite,,,,,,,,,374,U1522,A,52,R,1,A,
374-U1522A-52R-2-A,0,74,464.36,465.1,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,lonestone,,,Lonestone at 47 (Igneous) nad 70 cm.,,,,374,U1522,A,52,R,2,A,
374-U1522A-52R-2-A,70,74,465.06,465.1,,,,,,,,,,,,,,,inclined boundary or contact,,Sharp inclined color contact at 70-74 cm.,,,,374,U1522,A,52,R,2,A,
374-U1522A-52R-2-A,71,71,465.07,465.07,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,52,R,2,A,
374-U1522A-52R-2-A,74,137,465.1,465.73,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,2.5Y 3/1 (very dark gray),,,,,,,,,,,Chert fragments throughout.,,,,374,U1522,A,52,R,2,A,
374-U1522A-52R-2-A,96,122,465.32,465.58,,,,,mottling [BJ80],,,,,,,,,,,,Light mottling.,,,,374,U1522,A,52,R,2,A,
374-U1522A-52R-3-A,0,13,465.73,465.86,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,374,U1522,A,52,R,3,A,
374-U1522A-52R-3-A,13,29,465.86,466.02,,mudstone,with common clasts,mudstone with common clasts,,GLEY 1 7/10GY (light greenish grey),,,,,cement,carbonate,,,,,,,,,374,U1522,A,52,R,3,A,
374-U1522A-52R-3-A,29,129,466.02,467.02,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,2.5Y 3/1 (very dark gray),,,,,,,,lonestone,,,"Lonestone at 36 cm. Concretions of Si cemented clast at 88 (greenish)114, and 119 cm.",,,,374,U1522,A,52,R,3,A,
374-U1522A-52R-3-A,31,97,466.04,466.7,,,,,mottling [BJ80],,,,,,,,,,,,Lighter mottling or lamination?,,,,374,U1522,A,52,R,3,A,
374-U1522A-52R-3-A,108,108,466.81,466.81,,,,,wavy laminae,,,,,,,,,,,,,,,,374,U1522,A,52,R,3,A,
374-U1522A-52R-4-A,0,58,467.02,467.6,,,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,374,U1522,A,52,R,4,A,
374-U1522A-52R-4-A,0,134,467.02,468.36,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,,,,,,,,,lonestone,,,"Lonestone at 54-57, 99-100 (faceted volcanic), and 127-133 (vocanic) cm.",,,,374,U1522,A,52,R,4,A,
374-U1522A-52R-4-A,10,17,467.12,467.19,,,,,burrows,,moderate [DB86],2,,,,,,,,,,,,,374,U1522,A,52,R,4,A,
374-U1522A-52R-4-A,25,65,467.27,467.67,,,,,interlamination,,,,,,,,,,,,Slight colr stratified/lamination,,,,374,U1522,A,52,R,4,A,
374-U1522A-52R-4-A,58,138,467.6,468.4,,,,,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,52,R,4,A,
374-U1522A-52R-4-A,134,138,468.36,468.4,,mudstone,with dispersed clasts,mudstone with dispersed clasts,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,,,,,,374,U1522,A,52,R,4,A,
