Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
363-U1482A-15H-1-A,9.0,150.0,126.49,127.9,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,1,A,,,,,
363-U1482A-15H-2-A,0.0,149.0,127.9,129.39,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,2,A,,,,,
363-U1482A-15H-3-A,0.0,148.0,129.39,130.87,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,3,A,,,,,
363-U1482A-15H-4-A,0.0,151.0,130.87,132.38,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,4,A,,,,,
363-U1482A-15H-5-A,0.0,150.0,132.38,133.88,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,5,A,,,,,
363-U1482A-15H-6-A,0.0,145.0,133.88,135.33,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,6,A,,,,,
363-U1482A-15H-7-A,0.0,65.0,135.38,136.03,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,7,A,,,,,
363-U1482A-15H-CC-A,0.0,17.0,136.03,136.2,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,15,H,CC,A,,,,,
363-U1482A-16H-1-A,0.0,17.0,135.9,136.07,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,16,H,1,A,,,,,
363-U1482A-16H-1-A,17.0,150.0,136.07,137.4,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,16,H,1,A,,,,,
363-U1482A-16H-2-A,0.0,72.0,137.4,138.12,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,16,H,2,A,,,,,
363-U1482A-16H-2-A,72.0,120.0,138.12,138.6,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,2,A,,,,,
363-U1482A-16H-2-A,120.0,150.0,138.6,138.9,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,16,H,2,A,,,,,
363-U1482A-16H-3-A,0.0,5.0,138.9,138.95,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,3,A,,,,,
363-U1482A-16H-3-A,5.0,45.0,138.95,139.35,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,3,A,,,,,
363-U1482A-16H-3-A,45.0,90.0,139.35,139.8,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,3,A,,,,,
363-U1482A-16H-3-A,90.0,140.0,139.8,140.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,3,A,,,,,
363-U1482A-16H-3-A,140.0,151.0,140.3,140.41,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,3,A,,,,,
363-U1482A-16H-4-A,0.0,22.0,140.41,140.63,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,4,A,,,,,
363-U1482A-16H-4-A,22.0,93.0,140.63,141.34,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,4,A,,,,,
363-U1482A-16H-4-A,93.0,120.0,141.34,141.61,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,4,A,,,,,
363-U1482A-16H-4-A,120.0,151.0,141.61,141.92,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,4,A,,,,,
363-U1482A-16H-5-A,0.0,126.0,141.92,143.18,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,5,A,,,,,
363-U1482A-16H-5-A,126.0,151.0,143.18,143.43,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,5,A,,,,,
363-U1482A-16H-6-A,0.0,14.0,143.43,143.57,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,6,A,,,,,
363-U1482A-16H-6-A,14.0,63.0,143.57,144.06,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,6,A,,,,,
363-U1482A-16H-6-A,63.0,102.0,144.06,144.45,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,6,A,,,,,
363-U1482A-16H-6-A,102.0,145.0,144.45,144.88,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,6,A,,,,,
363-U1482A-16H-7-A,0.0,58.0,144.93,145.51,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,7,A,,,,,
363-U1482A-16H-CC-A,0.0,39.0,145.51,145.9,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,16,H,CC,A,,,,,
363-U1482A-17H-1-A,0.0,20.0,145.4,145.6,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Drilling fall in,,,,,,,,,,,,,363,U1482,A,17,H,1,A,,,,,
363-U1482A-17H-1-A,20.0,150.0,145.6,146.9,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,1,A,,,,,
363-U1482A-17H-2-A,0.0,110.0,146.9,148.0,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,2,A,,,,,
363-U1482A-17H-2-A,110.0,150.0,148.0,148.4,,nannofossil ooze [Leg339],nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,2,A,,,,,
363-U1482A-17H-3-A,0.0,151.0,148.4,149.91,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,3,A,,,,,
363-U1482A-17H-4-A,0.0,50.0,149.91,150.41,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,4,A,,,,,
363-U1482A-17H-4-A,50.0,151.0,150.41,151.42,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,4,A,,,,,
363-U1482A-17H-5-A,0.0,152.0,151.42,152.94,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,5,A,,,,,
363-U1482A-17H-6-A,0.0,10.0,152.94,153.04,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,6,A,,,,,
363-U1482A-17H-6-A,10.0,94.0,153.04,153.88,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,6,A,,,,,
363-U1482A-17H-6-A,94.0,115.0,153.88,154.09,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,6,A,,,,,
363-U1482A-17H-6-A,115.0,146.0,154.09,154.4,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,6,A,,,,,
363-U1482A-17H-7-A,0.0,28.0,154.45,154.73,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,7,A,,,,,
363-U1482A-17H-7-A,28.0,54.0,154.73,154.99,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,7,A,,,,,
363-U1482A-17H-CC-A,0.0,33.0,154.99,155.32,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,17,H,CC,A,,,,,
363-U1482A-18H-1-A,0.0,40.0,154.9,155.3,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5G 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,1,A,,,,,
363-U1482A-18H-1-A,40.0,151.0,155.3,156.41,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,1,A,,,,,
363-U1482A-18H-2-A,0.0,77.0,156.41,157.18,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,2,A,,,,,
363-U1482A-18H-2-A,77.0,112.0,157.18,157.53,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5G 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,2,A,,,,,
363-U1482A-18H-2-A,112.0,150.0,157.53,157.91,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,2,A,,,,,
363-U1482A-18H-3-A,0.0,29.0,157.91,158.2,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,3,A,,,,,
363-U1482A-18H-3-A,29.0,62.0,158.2,158.53,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5G 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,3,A,,,,,
363-U1482A-18H-3-A,62.0,120.0,158.53,159.11,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,3,A,,,,,
363-U1482A-18H-3-A,120.0,151.0,159.11,159.42,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5G 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,3,A,,,,,
363-U1482A-18H-4-A,0.0,67.0,159.42,160.09,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,4,A,,,,,
363-U1482A-18H-4-A,67.0,108.0,160.09,160.5,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5G 8/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,4,A,,,,,
363-U1482A-18H-4-A,108.0,152.0,160.5,160.94,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,4,A,,,,,
363-U1482A-18H-5-A,0.0,152.0,160.94,162.46,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,5,A,,,,,
363-U1482A-18H-6-A,0.0,145.0,162.46,163.91,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,6,A,,,,,
363-U1482A-18H-7-A,0.0,70.0,163.96,164.66,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,7,A,,,,,
363-U1482A-18H-CC-A,0.0,10.0,164.66,164.76,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,18,H,CC,A,,,,,
363-U1482A-19H-1-A,0.0,97.0,164.4,165.37,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,1,A,,,,,
363-U1482A-19H-1-A,97.0,150.0,165.37,165.9,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,1,A,,,,,
363-U1482A-19H-2-A,0.0,58.0,165.9,166.48,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,2,A,,,,,
363-U1482A-19H-2-A,58.0,98.0,166.48,166.88,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,2,A,,,,,
363-U1482A-19H-2-A,98.0,150.0,166.88,167.4,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,2,A,,,,,
363-U1482A-19H-3-A,0.0,142.0,167.4,168.82,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,3,A,,,,,
363-U1482A-19H-3-A,142.0,152.0,168.82,168.92,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,3,A,,,,,
363-U1482A-19H-4-A,0.0,45.0,168.92,169.37,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,4,A,,,,,
363-U1482A-19H-4-A,45.0,88.0,169.37,169.8,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,tilted bedding,10GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,19,H,4,A,,,,,
363-U1482A-19H-4-A,88.0,152.0,169.8,170.44,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,lamination,10GY 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,19,H,4,A,,,,,
363-U1482A-19H-5-A,0.0,16.0,170.44,170.6,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,lamination,10GY 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,19,H,5,A,,,,,
363-U1482A-19H-5-A,16.0,45.0,170.6,170.89,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,5,A,,,,,
363-U1482A-19H-5-A,45.0,122.0,170.89,171.66,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,tilted bedding,10GY 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,19,H,5,A,,,,,
363-U1482A-19H-5-A,122.0,152.0,171.66,171.96,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,5,A,,,,,
363-U1482A-19H-6-A,0.0,13.0,171.96,172.09,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,Greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,6,A,,,,,
363-U1482A-19H-6-A,13.0,49.0,172.09,172.45,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,Light greenish gray with dark sulfide patches. Burrow mottling.,,,,,,,,,,,,,363,U1482,A,19,H,6,A,,,,,
363-U1482A-19H-6-A,49.0,145.0,172.45,173.41,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,lamination,10GY 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,19,H,6,A,,,,,
363-U1482A-19H-7-A,0.0,28.0,173.46,173.74,silt-bearing [X363],nannofossil ooze [Leg339],silt-bearing nannofossil ooze,lamination,10GY 5/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,19,H,7,A,,,,,
363-U1482A-19H-7-A,28.0,68.0,173.74,174.14,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,19,H,7,A,,,,,
363-U1482A-19H-CC-A,0.0,15.0,174.14,174.29,,nannofossil ooze [Leg339],nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,19,H,CC,A,,,,,
363-U1482A-20H-1-A,0.0,24.0,173.9,174.14,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,20,H,1,A,,,,,
363-U1482A-20H-1-A,24.0,116.0,174.14,175.06,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,20,H,1,A,,,,,
363-U1482A-20H-1-A,116.0,150.0,175.06,175.4,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,20,H,1,A,,,,,
363-U1482A-20H-2-A,0.0,22.0,175.4,175.62,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,20,H,2,A,,,,,
363-U1482A-20H-2-A,22.0,72.0,175.62,176.12,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,20,H,2,A,,,,,
363-U1482A-20H-2-A,72.0,126.0,176.12,176.66,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,20,H,2,A,,,,,
363-U1482A-20H-2-A,126.0,151.0,176.66,176.91,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"Light greenish grey with dark sulfide patches. Trace foraminifera in all layers, slightly more in the the lighter layers, always less than 10%.",,,,,,,,,,,,,363,U1482,A,20,H,2,A,,,,,
