Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lithology prefix A,MAJ Principal lithology B,MAJ Lithology suffix C,MAJ Lithology ABC,MAJ Lithology abundance (%),MAJ Lithology color,Bottom contact definition,Clasts,Bioturbation intensity rank,Macrofossil abundance name,Diagenetic structure,Deformational structures,Bioturbation intensity,General interval comment,File Data
336-U1384A-4H-5-A,336,U1384,A,4,4-5,H,5,A,0,33,28.49,28.82,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,,
336-U1384A-4H-5-A,336,U1384,A,4,4-5,H,5,A,33,47,28.82,28.96,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,Black spots,
336-U1384A-4H-5-A,336,U1384,A,4,4-5,H,5,A,47,81,28.96,29.3,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 8/4 (pink),diffuse,,,,,,,"Black spots, from 0 cm to 81 cm: rare foraminifers",
336-U1384A-4H-6-A,336,U1384,A,4,4-6,H,6,A,0,11,29.99,30.1,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,,
336-U1384A-4H-6-A,336,U1384,A,4,4-6,H,6,A,11,46,30.1,30.45,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,
336-U1384A-4H-6-A,336,U1384,A,4,4-6,H,6,A,46,57,30.45,30.56,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,,
336-U1384A-4H-6-A,336,U1384,A,4,4-6,H,6,A,57,80,30.56,30.79,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,
336-U1384A-4H-7-A,336,U1384,A,4,4-7,H,7,A,0,48,31.49,31.97,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),gradational,,,,,,,,
336-U1384A-4H-7-A,336,U1384,A,4,4-7,H,7,A,48,49.5,31.97,31.985,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 8/4 (pink),sharp,,,,,,,"Erosional base, upward fining from 49.5 cm",
336-U1384A-4H-7-A,336,U1384,A,4,4-7,H,7,A,49.5,72,31.985,32.21,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,
336-U1384A-4H-7-A,336,U1384,A,4,4-7,H,7,A,72,105,32.21,32.54,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,
336-U1384A-4H-7-A,336,U1384,A,4,4-7,H,7,A,105,109,32.54,32.58,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,,diffuse,,,,,,,Transitional in color,
336-U1384A-4H-7-A,336,U1384,A,4,4-7,H,7,A,109,145,32.58,32.94,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-4H-CC-A,336,U1384,A,4,4-CC,H,CC,A,0,5,32.99,33.04,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,
336-U1384A-4H-CC-A,336,U1384,A,4,4-CC,H,CC,A,5,5.5,33.04,33.045,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,
336-U1384A-4H-CC-A,336,U1384,A,4,4-CC,H,CC,A,5.5,12.5,33.045,33.115,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,
336-U1384A-4H-CC-A,336,U1384,A,4,4-CC,H,CC,A,12.5,15.5,33.115,33.145,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,
336-U1384A-5H-1-A,336,U1384,A,5,5-1,H,1,A,0,50,33.1,33.6,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,"Soupy & sticky, disturbed by drilling",
336-U1384A-5H-2-A,336,U1384,A,5,5-2,H,2,A,0,38,33.6,33.98,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,"0-38 cm; Soupy, disturbed by drilling",
336-U1384A-5H-2-A,336,U1384,A,5,5-2,H,2,A,38,65,33.98,34.25,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-5H-3-A,336,U1384,A,5,5-3,H,3,A,0,150,34.74,36.24,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-5H-4-A,336,U1384,A,5,5-4,H,4,A,0,49,36.24,36.73,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,
336-U1384A-5H-4-A,336,U1384,A,5,5-4,H,4,A,49,60,36.73,36.84,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,
336-U1384A-5H-4-A,336,U1384,A,5,5-4,H,4,A,60,100,36.84,37.24,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-5H-5-A,336,U1384,A,5,5-5,H,5,A,0,14,37.74,37.88,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,
336-U1384A-5H-5-A,336,U1384,A,5,5-5,H,5,A,14,25,37.88,37.99,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,
336-U1384A-5H-5-A,336,U1384,A,5,5-5,H,5,A,25,80,37.99,38.54,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,Black spots at 29-31 cm.,
336-U1384A-5H-6-A,336,U1384,A,5,5-6,H,6,A,0,80,39.24,40.04,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-5H-7-A,336,U1384,A,5,5-7,H,7,A,0,150,40.74,42.24,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-5H-CC-A,336,U1384,A,5,5-CC,H,CC,A,0,19,42.24,42.43,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-6H-1-A,336,U1384,A,6,6-1,H,1,A,0,150,42.6,44.1,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 7/3 (pink),,,,,,,,"soupy, disturbed & winnowed by drilling",
336-U1384A-6H-2-A,336,U1384,A,6,6-2,H,2,A,0,56,44.1,44.66,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,Occasionally intercalated with nannofossil rich ooze,
336-U1384A-6H-3-A,336,U1384,A,6,6-3,H,3,A,0,57,45.6,46.17,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,
336-U1384A-6H-3-A,336,U1384,A,6,6-3,H,3,A,57,80,46.17,46.4,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/3 (pink),diffuse,,,,,,,,
336-U1384A-6H-4-A,336,U1384,A,6,6-4,H,4,A,0,80,47.1,47.9,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-6H-5-A,336,U1384,A,6,6-5,H,5,A,0,53,48.6,49.13,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,
336-U1384A-6H-5-A,336,U1384,A,6,6-5,H,5,A,53,54,49.13,49.14,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 7/3 (pink),diffuse,,,,,,,,
336-U1384A-6H-5-A,336,U1384,A,6,6-5,H,5,A,54,80,49.14,49.4,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-6H-6-A,336,U1384,A,6,6-6,H,6,A,0,60,50.1,50.7,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-6H-6-A,336,U1384,A,6,6-6,H,6,A,60,130,50.7,51.4,,Void,,Void,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-6H-6-A,336,U1384,A,6,6-6,H,6,A,130,144,51.4,51.54,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,
336-U1384A-6H-6-A,336,U1384,A,6,6-6,H,6,A,144,145,51.54,51.55,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 7/3 (pink),diffuse,,,,,,,,
336-U1384A-6H-6-A,336,U1384,A,6,6-6,H,6,A,145,150,51.55,51.6,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-6H-CC-A,336,U1384,A,6,6-CC,H,CC,A,0,23,51.6,51.83,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-7H-1-A,336,U1384,A,7,7-1,H,1,A,0,67,52.1,52.77,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,
336-U1384A-7H-2-A,336,U1384,A,7,7-2,H,2,A,0,78.5,53.28,54.065,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,
336-U1384A-7H-3-A,336,U1384,A,7,7-3,H,3,A,0,22,54.78,55,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,Very homogenous,
336-U1384A-7H-3-A,336,U1384,A,7,7-3,H,3,A,22,33,55,55.11,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),sharp,,,,,,,Very homogenous,
336-U1384A-7H-3-A,336,U1384,A,7,7-3,H,3,A,33,80,55.11,55.58,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Very homogenous,
336-U1384A-7H-4-A,336,U1384,A,7,7-4,H,4,A,0,79.5,56.28,57.075,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,
336-U1384A-7H-5-A,336,U1384,A,7,7-5,H,5,A,0,10,57.78,57.88,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,"Very homogenous, very rare foraminifers",
336-U1384A-7H-5-A,336,U1384,A,7,7-5,H,5,A,10,60,57.88,58.38,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,
336-U1384A-7H-5-A,336,U1384,A,7,7-5,H,5,A,60,130,58.38,59.08,,Void,,Void,,,,,,,,,,,
336-U1384A-7H-5-A,336,U1384,A,7,7-5,H,5,A,130,150.5,59.08,59.285,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,
336-U1384A-7H-6-A,336,U1384,A,7,7-6,H,6,A,0,68.5,59.28,59.965,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,
336-U1384A-7H-6-A,336,U1384,A,7,7-6,H,6,A,68.5,90,59.965,60.18,,Void,,Void,,,,,,,,,,,
336-U1384A-7H-6-A,336,U1384,A,7,7-6,H,6,A,90,110.5,60.18,60.385,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Highly homogenous,
336-U1384A-7H-7-A,336,U1384,A,7,7-7,H,7,A,0,39,60.38,60.77,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Highly homogenous,
336-U1384A-7H-CC-A,336,U1384,A,7,7-CC,H,CC,A,0,18,60.78,60.96,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Highly homogenous,
336-U1384A-8H-1-A,336,U1384,A,8,8-1,H,1,A,0,57,61.6,62.17,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,Highly homogenous,
336-U1384A-8H-2-A,336,U1384,A,8,8-2,H,2,A,0,80.5,62.17,62.975,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,
336-U1384A-8H-2-A,336,U1384,A,8,8-2,H,2,A,80.5,81.5,62.975,62.985,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,
336-U1384A-8H-2-A,336,U1384,A,8,8-2,H,2,A,81.5,110.5,62.985,63.275,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),gradational,,,,,,,,
336-U1384A-8H-2-A,336,U1384,A,8,8-2,H,2,A,110.5,147.5,63.275,63.645,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,
336-U1384A-8H-2-A,336,U1384,A,8,8-2,H,2,A,147.5,148.5,63.645,63.655,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,
336-U1384A-8H-3-A,336,U1384,A,8,8-3,H,3,A,0,150.5,63.67,65.175,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/3 (pink),,,,,,,,Different proportions of foraminifers,
336-U1384A-8H-4-A,336,U1384,A,8,8-4,H,4,A,0,40,65.17,65.57,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/3 (pink),gradational,,,,,,,,
336-U1384A-8H-4-A,336,U1384,A,8,8-4,H,4,A,40,150,65.57,66.67,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 7/3 (pink),,,,,,,,,
336-U1384A-8H-5-A,336,U1384,A,8,8-5,H,5,A,0,23,66.67,66.9,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/3 (pink),sharp,,,,,,,"Clast of 3 cm of length made of consolidated foraminifer bearing nannofossil ooze, located from 11 cm to 14 cm",
336-U1384A-8H-5-A,336,U1384,A,8,8-5,H,5,A,23,80.5,66.9,67.475,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Slump containing darker (7.5YR 4/6) nannofossil rich ooze,
336-U1384A-8H-6-A,336,U1384,A,8,8-6,H,6,A,0,81,68.17,68.98,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Clast of nannofossil rich ooze (7.5YR 4/4) located between 39 cm and 46 cm and a clast of the same composition but with a color of 7.5YR 5/6 located between 4 cm and 8 cm,
336-U1384A-8H-7-A,336,U1384,A,8,8-7,H,7,A,0,59.5,69.67,70.265,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,
336-U1384A-8H-7-A,336,U1384,A,8,8-7,H,7,A,59.5,130,70.265,70.97,,Void,,Void,,,,,,,,,,,
336-U1384A-8H-7-A,336,U1384,A,8,8-7,H,7,A,130,150,70.97,71.17,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,
336-U1384A-8H-CC-A,336,U1384,A,8,8-CC,H,CC,A,0,19,71.17,71.36,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Homogenous,
336-U1384A-9H-1-A,336,U1384,A,9,9-1,H,1,A,0,50.5,71.1,71.605,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,
336-U1384A-9H-2-A,336,U1384,A,9,9-2,H,2,A,0,27.5,71.61,71.885,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,
336-U1384A-9H-2-A,336,U1384,A,9,9-2,H,2,A,27.5,29.5,71.885,71.905,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,
336-U1384A-9H-2-A,336,U1384,A,9,9-2,H,2,A,29.5,71,71.905,72.32,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/6 (reddish yellow),gradational,,,,,,,More foraminifers than in the section between 71 cm to 96 cm,
336-U1384A-9H-2-A,336,U1384,A,9,9-2,H,2,A,71,96,72.32,72.57,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/6 (reddish yellow),gradational,,,,,,,,
336-U1384A-9H-2-A,336,U1384,A,9,9-2,H,2,A,96,106,72.57,72.67,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 8/4 (pink),gradational,,,,,,,,
336-U1384A-9H-2-A,336,U1384,A,9,9-2,H,2,A,106,137,72.67,72.98,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 8/4 (pink),gradational,,,,,,,,
336-U1384A-9H-2-A,336,U1384,A,9,9-2,H,2,A,137,150,72.98,73.11,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,
336-U1384A-9H-3-A,336,U1384,A,9,9-3,H,3,A,0,89,73.11,74,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,,
336-U1384A-9H-3-A,336,U1384,A,9,9-3,H,3,A,89,96.5,74,74.075,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,
336-U1384A-9H-4-A,336,U1384,A,9,9-4,H,4,A,0,81.5,74.61,75.425,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Black spots,
336-U1384A-9H-5-A,336,U1384,A,9,9-5,H,5,A,0,6,76.11,76.17,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),gradational,,,,,,,,
336-U1384A-9H-5-A,336,U1384,A,9,9-5,H,5,A,6,8.5,76.17,76.195,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),sharp,,,,,,,"Erosional base, fining upward from 8.5 cm to 0 cm",
336-U1384A-9H-5-A,336,U1384,A,9,9-5,H,5,A,8.5,11,76.195,76.22,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 7/4 (pink),gradational,,,,,,,,
336-U1384A-9H-5-A,336,U1384,A,9,9-5,H,5,A,11,27.5,76.22,76.385,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/3 (pink),gradational,,,,,,,,
336-U1384A-9H-5-A,336,U1384,A,9,9-5,H,5,A,27.5,30.5,76.385,76.415,nannofossil bearing foraminifer rich,ooze [MMK88],,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/3 (pink),gradational,,,,,,,,
336-U1384A-9H-5-A,336,U1384,A,9,9-5,H,5,A,30.5,32.5,76.415,76.435,foraminifer rich,ooze [MMK88],,foraminifer rich ooze ,,7.5YR 7/6 (reddish yellow),sharp,,,,,,,"Non erosional base, upward fining from 32.5 cm to 8.5 cm",
336-U1384A-9H-5-A,336,U1384,A,9,9-5,H,5,A,32.5,81,76.435,76.92,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,
336-U1384A-9H-6-A,336,U1384,A,9,9-6,H,6,A,0,20,77.61,77.81,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,
336-U1384A-9H-6-A,336,U1384,A,9,9-6,H,6,A,20,20.5,77.81,77.815,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,
336-U1384A-9H-7-A,336,U1384,A,9,9-7,H,7,A,0,60,78.53,79.13,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Very homogenous,
336-U1384A-9H-7-A,336,U1384,A,9,9-7,H,7,A,60,110,79.13,79.63,,Void,,Void,,,,,,,,,,,
336-U1384A-9H-7-A,336,U1384,A,9,9-7,H,7,A,110,130,79.63,79.83,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,3,,,,,Very homogenous,
336-U1384A-9H-CC-A,336,U1384,A,9,9-CC,H,CC,A,0,18,80.03,80.21,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,3,,,,,,
336-U1384A-10H-1-A,336,U1384,A,10,10-1,H,1,A,0,45,80.6,81.05,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,3,,,,moderate [DB91],Bioturbation between 5 cm and 9 cm and between 45 cm and 52 cm,
336-U1384A-10H-1-A,336,U1384,A,10,10-1,H,1,A,45,60.5,81.05,81.205,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/4 (brown),diffuse,,3,,,,moderate [DB91],,
336-U1384A-10H-2-A,336,U1384,A,10,10-2,H,2,A,0,40,81.2,81.6,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/6 (strong brown),diffuse,,,,,,,,
336-U1384A-10H-2-A,336,U1384,A,10,10-2,H,2,A,40,47,81.6,81.67,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,,diffuse,,3,,,,moderate [DB91],"Transitional in color, bioturbation in this part",
336-U1384A-10H-2-A,336,U1384,A,10,10-2,H,2,A,47,68,81.67,81.88,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,,
336-U1384A-10H-2-A,336,U1384,A,10,10-2,H,2,A,68,79,81.88,81.99,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,,diffuse,,3,,,,moderate [DB91],"Transitional in color, bioturbation in this part",
336-U1384A-10H-2-A,336,U1384,A,10,10-2,H,2,A,79,100.5,81.99,82.205,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,
336-U1384A-10H-3-A,336,U1384,A,10,10-3,H,3,A,0,15,82.7,82.85,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,,
336-U1384A-10H-3-A,336,U1384,A,10,10-3,H,3,A,15,80,82.85,83.5,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,
336-U1384A-10H-4-A,336,U1384,A,10,10-4,H,4,A,0,31,84.2,84.51,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,Lens of sand made of foraminifers and well sorted black clasts fine sand in grain size located at 33.5 cm,
336-U1384A-10H-4-A,336,U1384,A,10,10-4,H,4,A,31,78,84.51,84.98,foraminifer bearing nannofossil rich,ooze [MMK88],,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,
336-U1384A-10H-5-A,336,U1384,A,10,10-5,H,5,A,0,79.5,85.7,86.495,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,
336-U1384A-10H-6-A,336,U1384,A,10,10-6,H,6,A,0,6,87.2,87.26,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/6 (strong brown),diffuse,,,,,,,,
336-U1384A-10H-6-A,336,U1384,A,10,10-6,H,6,A,6,61,87.26,87.81,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/4 (brown),,,,,,,,,
336-U1384A-10H-6-A,336,U1384,A,10,10-6,H,6,A,61,110,87.81,88.3,,Void,,Void,,,,,,,,,,,
336-U1384A-10H-6-A,336,U1384,A,10,10-6,H,6,A,110,130,88.3,88.5,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 4/4 (brown),,,,,,,,,
336-U1384A-10H-7-A,336,U1384,A,10,10-7,H,7,A,0,58.5,88.7,89.285,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,
336-U1384A-10H-7-A,336,U1384,A,10,10-7,H,7,A,58.5,110,89.285,89.8,,Void,,Void,,,,,,,,,,,
336-U1384A-10H-7-A,336,U1384,A,10,10-7,H,7,A,110,131.5,89.8,90.015,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,
336-U1384A-10H-CC-A,336,U1384,A,10,10-CC,H,CC,A,0,18.5,90.2,90.385,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,
336-U1384A-11H-1-A,336,U1384,A,11,11-1,H,1,A,0,39.5,90.1,90.495,nannofossil rich,ooze [MMK88],,nannofossil rich ooze ,,7.5YR 3/4 (dark brown),,,,,,,,,
