Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1448B-12H-2-A,0.0,150.0,104.1,105.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,12,H,2,A
353-U1448B-12H-3-A,0.0,150.0,105.6,107.1,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,12,H,3,A
353-U1448B-12H-4-A,0.0,150.0,107.1,108.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,12,H,4,A
353-U1448B-12H-5-A,0.0,150.0,108.6,110.1,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,12,H,5,A
353-U1448B-12H-6-A,0.0,142.0,110.1,111.52,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,12,H,6,A
353-U1448B-12H-7-A,0.0,70.0,111.52,112.22,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,12,H,7,A
353-U1448B-12H-CC-A,0.0,27.0,112.22,112.49,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,12,H,CC,A
353-U1448B-13H-1-A,0.0,150.0,112.1,113.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,1,A
353-U1448B-13H-2-A,0.0,150.0,113.6,115.1,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,2,A
353-U1448B-13H-3-A,0.0,150.0,115.1,116.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,3,A
353-U1448B-13H-4-A,0.0,150.0,116.6,118.1,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,4,A
353-U1448B-13H-5-A,0.0,123.0,118.1,119.33,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,5,A
353-U1448B-13H-5-A,0.0,150.0,118.1,119.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,5,A
353-U1448B-13H-5-A,123.0,127.0,119.33,119.37,,silty,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,gray,2.5Y 6/2 (light brownish gray),bioturbated,,,thin bed,,,,,,Turbidite,,,,,,,353,U1448,B,13,H,5,A
353-U1448B-13H-5-A,127.0,150.0,119.37,119.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,5,A
353-U1448B-13H-6-A,0.0,131.0,119.6,120.91,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,6,A
353-U1448B-13H-7-A,0.0,79.0,120.91,121.7,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,13,H,7,A
353-U1448B-14H-1-A,0.0,56.0,121.6,122.16,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,14,H,1,A
353-U1448B-14H-2-A,0.0,136.0,122.16,123.52,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,14,H,2,A
353-U1448B-14H-3-A,0.0,151.0,123.52,125.03,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,14,H,3,A
353-U1448B-14H-4-A,0.0,112.0,125.03,126.15,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,14,H,4,A
353-U1448B-14H-5-A,0.0,150.0,126.15,127.65,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,14,H,5,A
353-U1448B-14H-6-A,0.0,151.0,127.65,129.16,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,14,H,6,A
353-U1448B-14H-7-A,0.0,87.0,129.16,130.03,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,14,H,7,A
353-U1448B-15H-1-A,0.0,150.0,131.1,132.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,1,A
353-U1448B-15H-2-A,0.0,150.0,132.6,134.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,2,A
353-U1448B-15H-3-A,0.0,146.0,134.1,135.56,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,3,A
353-U1448B-15H-4-A,0.0,146.0,135.56,137.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,4,A
353-U1448B-15H-5-A,0.0,147.0,137.02,138.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,5,A
353-U1448B-15H-6-A,0.0,147.0,138.49,139.96,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,6,A
353-U1448B-15H-7-A,0.0,77.0,139.96,140.73,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,7,A
353-U1448B-15H-CC-A,0.0,43.0,140.73,141.16,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,15,H,CC,A
353-U1448B-16H-1-A,0.0,150.0,140.6,142.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,1,A
353-U1448B-16H-2-A,0.0,150.0,142.1,143.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,2,A
353-U1448B-16H-3-A,0.0,150.0,143.6,145.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,3,A
353-U1448B-16H-4-A,0.0,146.0,145.1,146.56,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,4,A
353-U1448B-16H-5-A,0.0,146.0,146.56,148.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,5,A
353-U1448B-16H-6-A,0.0,145.0,148.02,149.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,6,A
353-U1448B-16H-7-A,0.0,74.0,149.47,150.21,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,7,A
353-U1448B-16H-CC-A,0.0,16.0,150.21,150.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,16,H,CC,A
353-U1448B-17H-1-A,0.0,150.0,150.1,151.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,17,H,1,A
353-U1448B-17H-2-A,0.0,151.0,151.6,153.11,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,17,H,2,A
353-U1448B-17H-3-A,0.0,151.0,153.11,154.62,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,17,H,3,A
353-U1448B-17H-4-A,0.0,132.0,154.62,155.94,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,B,17,H,4,A
353-U1448B-17H-4-A,132.0,133.0,155.94,155.95,,bioclastic,silt,with sand,bioclastic silt,bioclastic silt with sand,silt with sand,,black,GLEY 1 2.5/N (black),erosive,,,very thin bed,,,,,,Turbidite,,,,,,,353,U1448,B,17,H,4,A
353-U1448B-17H-4-A,133.0,151.0,155.95,156.13,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,17,H,4,A
353-U1448B-17H-5-A,0.0,147.0,156.13,157.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Wood fragments at 79 cm.,,,,353,U1448,B,17,H,5,A
353-U1448B-17H-6-A,0.0,101.0,157.6,158.61,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,17,H,6,A
353-U1448B-17H-7-A,0.0,81.0,158.61,159.42,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,17,H,7,A
353-U1448B-18H-1-A,0.0,146.0,159.6,161.06,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,1,A
353-U1448B-18H-2-A,0.0,147.0,161.06,162.53,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,2,A
353-U1448B-18H-3-A,0.0,78.0,162.53,163.31,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Wood fragments at 52 cm.,,,,353,U1448,B,18,H,3,A
353-U1448B-18H-4-A,0.0,98.5,163.31,164.295,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,4,A
353-U1448B-18H-4-A,98.5,100.5,164.295,164.315,,bioclastic,silt,with sand,bioclastic silt,bioclastic silt with sand,silt with sand,,black,GLEY 1 2.5/N (black),erosive,,,very thin bed,,,,,,Turbidite,,,,,,,353,U1448,B,18,H,4,A
353-U1448B-18H-4-A,100.5,147.0,164.315,164.78,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,4,A
353-U1448B-18H-5-A,0.0,147.0,164.78,166.25,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,5,A
353-U1448B-18H-6-A,0.0,93.0,166.25,167.18,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,6,A
353-U1448B-18H-6-A,93.0,94.0,167.18,167.19,,bioclastic,silt,with sand,bioclastic silt,bioclastic silt with sand,silt with sand,,black,GLEY 1 2.5/N (black),erosive,,,very thin bed,,,,,,Turbidite,,,A lot of blebs between 51 and 93 cm.,,,,353,U1448,B,18,H,6,A
353-U1448B-18H-6-A,94.0,143.0,167.19,167.68,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,6,A
353-U1448B-18H-CC-A,0.0,57.0,167.68,168.25,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,18,H,CC,A
353-U1448B-19H-1-A,0.0,142.0,168.2,169.62,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,1,A
353-U1448B-19H-2-A,0.0,142.0,169.62,171.04,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,2,A
353-U1448B-19H-3-A,0.0,142.0,171.04,172.46,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,3,A
353-U1448B-19H-4-A,0.0,145.0,172.46,173.91,,,clay,,clay,clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,4,A
353-U1448B-19H-5-A,0.0,147.0,173.91,175.38,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,5,A
353-U1448B-19H-6-A,0.0,142.0,175.38,176.8,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,6,A
353-U1448B-19H-7-A,0.0,63.0,176.8,177.43,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,7,A
353-U1448B-19H-CC-A,0.0,28.0,177.43,177.71,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,19,H,CC,A
353-U1448B-21F-1-A,0.0,141.0,179.2,180.61,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,21,F,1,A
353-U1448B-21F-2-A,0.0,145.0,180.61,182.06,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,21,F,2,A
353-U1448B-21F-3-A,0.0,50.0,182.06,182.56,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,B,21,F,3,A
353-U1448B-21F-3-A,50.0,53.0,182.56,182.59,,bioclastic,silt,with sand,bioclastic silt,bioclastic silt with sand,silt with sand,,black,GLEY 1 2.5/N (black),erosive,,,thin bed,,,,,,Turbidite,,,,,,,353,U1448,B,21,F,3,A
353-U1448B-21F-3-A,53.0,92.0,182.59,182.98,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,21,F,3,A
353-U1448B-21F-4-A,0.0,16.5,182.98,183.145,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),bioturbated,,,,,,,,mottling,,,,One thick bleb between 13 and 15 cm.,,,,353,U1448,B,21,F,4,A
353-U1448B-21F-4-A,16.5,19.5,183.145,183.175,,bioclastic,silt,with foraminifers,bioclastic silt,bioclastic silt with foraminifers,silt with foraminifers,,dark gray,GLEY 1 4/10Y (dark greenish gray),erosive,,,thin bed,,,,,,Turbidite,,,,,,,353,U1448,B,21,F,4,A
353-U1448B-21F-4-A,19.5,101.0,183.175,183.99,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,21,F,4,A
353-U1448B-21F-CC-A,0.0,29.0,183.99,184.28,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,21,F,CC,A
353-U1448B-22F-1-A,0.0,142.0,184.0,185.42,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,22,F,1,A
353-U1448B-22F-2-A,0.0,141.0,185.42,186.83,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,22,F,2,A
353-U1448B-22F-3-A,0.0,102.0,186.83,187.85,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,22,F,3,A
353-U1448B-22F-4-A,0.0,92.0,187.85,188.77,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,22,F,4,A
353-U1448B-22F-CC-A,0.0,20.0,188.77,188.97,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,22,F,CC,A
353-U1448B-23F-1-A,0.0,143.0,188.8,190.23,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,23,F,1,A
353-U1448B-23F-2-A,0.0,142.0,190.23,191.65,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,23,F,2,A
353-U1448B-23F-3-A,0.0,106.0,191.65,192.71,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,23,F,3,A
353-U1448B-23F-4-A,0.0,89.0,192.71,193.6,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,23,F,4,A
353-U1448B-23F-CC-A,0.0,24.0,193.6,193.84,,,clay,with silt,clay,clay with silt,clay with silt,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,23,F,CC,A
353-U1448B-24F-1-A,0.0,142.0,193.6,195.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,24,F,1,A
353-U1448B-24F-2-A,0.0,144.0,195.02,196.46,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,24,F,2,A
353-U1448B-24F-3-A,0.0,103.0,196.46,197.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,24,F,3,A
353-U1448B-24F-4-A,0.0,86.0,197.49,198.35,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,24,F,4,A
353-U1448B-24F-CC-A,0.0,28.0,198.35,198.63,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,24,F,CC,A
353-U1448B-25F-1-A,0.0,142.0,198.4,199.82,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,25,F,1,A
353-U1448B-25F-2-A,0.0,142.0,199.82,201.24,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,25,F,2,A
353-U1448B-25F-3-A,0.0,113.0,201.24,202.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,25,F,3,A
353-U1448B-25F-4-A,0.0,83.0,202.37,203.2,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,25,F,4,A
353-U1448B-25F-CC-A,0.0,27.0,203.2,203.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,25,F,CC,A
353-U1448B-26F-1-A,0.0,146.0,203.2,204.66,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,26,F,1,A
353-U1448B-26F-2-A,0.0,146.0,204.66,206.12,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,26,F,2,A
353-U1448B-26F-3-A,0.0,122.0,206.12,207.34,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Large nodule and wood fragments between 79 and 86 cm.,,,,353,U1448,B,26,F,3,A
353-U1448B-26F-4-A,0.0,62.0,207.34,207.96,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,26,F,4,A
353-U1448B-26F-CC-A,0.0,29.0,207.96,208.25,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,26,F,CC,A
353-U1448B-27F-1-A,0.0,146.0,208.0,209.46,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,27,F,1,A
353-U1448B-27F-2-A,0.0,146.0,209.46,210.92,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,27,F,2,A
353-U1448B-27F-3-A,0.0,132.0,210.92,212.24,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,27,F,3,A
353-U1448B-27F-4-A,0.0,55.0,212.24,212.79,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,27,F,4,A
353-U1448B-27F-CC-A,0.0,27.0,212.79,213.06,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,27,F,CC,A
353-U1448B-28F-1-A,0.0,145.0,212.8,214.25,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,28,F,1,A
353-U1448B-28F-2-A,0.0,146.0,214.25,215.71,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,28,F,2,A
353-U1448B-28F-3-A,0.0,130.0,215.71,217.01,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,28,F,3,A
353-U1448B-28F-4-A,0.0,55.0,217.01,217.56,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,28,F,4,A
353-U1448B-28F-CC-A,0.0,28.0,217.56,217.84,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,28,F,CC,A
353-U1448B-29F-1-A,0.0,146.0,217.6,219.06,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,B,29,F,1,A
