Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Ship File Links,Shore File Links,Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix
340-U1400C-7H-6-A,340,U1400,C,7,7-6,H,6,A,105.0,117.0,66.27,66.39,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-7H-CC-A,340,U1400,C,7,7-CC,H,CC,A,0.0,19.0,66.39,66.58,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-7H-CC-A,340,U1400,C,7,7-CC,H,CC,A,19.0,24.0,66.58,66.63,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
340-U1400C-8H-1-A,340,U1400,C,8,8-1,H,1,A,0.0,23.5,66.6,66.835,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-1-A,340,U1400,C,8,8-1,H,1,A,23.5,25.5,66.835,66.855,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,40,0,5,0,30,0,0,10,10,5,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-8H-1-A,340,U1400,C,8,8-1,H,1,A,25.5,141.0,66.855,68.01,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-8H-2-A,340,U1400,C,8,8-2,H,2,A,0.0,69.0,68.01,68.7,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-2-A,340,U1400,C,8,8-2,H,2,A,69.0,71.0,68.7,68.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],97,silt-fine mud [T07],2,volcaniclastic-gravel [BGS-S81],3,pebble [W22_2],9,100,,3,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,0,0,0,0,0,0,8,1,1,90,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-2-A,340,U1400,C,8,8-2,H,2,A,71.0,96.0,68.72,68.97,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-2-A,340,U1400,C,8,8-2,H,2,A,96.0,99.0,68.97,69.0,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,25,0,10,0,60,0,0,0,0,5,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1400C-8H-2-A,340,U1400,C,8,8-2,H,2,A,99.0,150.0,69.0,69.51,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,0.0,46.5,69.51,69.975,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,46.5,47.5,69.975,69.985,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,85,0,0,0,0,5,100,well [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,47.5,82.0,69.985,70.33,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,82.0,84.0,70.33,70.35,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,74,0,3,0,20,0,0,1,1,1,100,well [BP01],absent [alteration],0,,reverse fault [BJ80],,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,84.0,87.0,70.35,70.38,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,74,0,3,0,20,0,0,1,1,1,100,well [BP01],absent [alteration],0,,reverse fault [BJ80],,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,87.0,89.0,70.38,70.4,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,74,0,3,0,20,0,0,1,1,1,100,well [BP01],absent [alteration],0,,reverse fault [BJ80],,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,89.0,91.0,70.4,70.42,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,74,0,3,0,20,0,0,1,1,1,100,well [BP01],absent [alteration],0,,reverse fault [BJ80],,,,,,,,,,,
340-U1400C-8H-3-A,340,U1400,C,8,8-3,H,3,A,91.0,152.0,70.42,71.03,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-8H-4-A,340,U1400,C,8,8-4,H,4,A,0.0,21.0,71.03,71.24,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-4-A,340,U1400,C,8,8-4,H,4,A,21.0,30.0,71.24,71.33,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,Potential ash layer on top.,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,2,8,30,0,10,0,0,0,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-4-A,340,U1400,C,8,8-4,H,4,A,30.0,113.0,71.33,72.16,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-4-A,340,U1400,C,8,8-4,H,4,A,113.0,115.0,72.16,72.18,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,25,10,15,0,0,0,0,0,100,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-4-A,340,U1400,C,8,8-4,H,4,A,115.0,148.0,72.18,72.51,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-4-A,340,U1400,C,8,8-4,H,4,A,148.0,151.0,72.51,72.54,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,75,0,5,0,20,0,0,0,0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,0.0,5.0,72.54,72.59,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,5.0,12.0,72.59,72.66,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,30,0,10,0,20,0,0,5,10,25,100,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,12.0,60.0,72.66,73.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,60.0,62.0,73.14,73.16,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,75,0,5,0,20,0,0,0,0,0,100,very poor [BP01],moderate [alteration],4,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,62.0,66.0,73.16,73.2,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,66.0,69.0,73.2,73.23,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,3,15,32,0,0,0,0,0,100,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,69.0,118.0,73.23,73.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,118.0,134.0,73.72,73.88,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,5,25,55,0,0,3,2,0,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-5-A,340,U1400,C,8,8-5,H,5,A,134.0,151.0,73.88,74.05,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,0.0,26.0,74.05,74.31,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,26.0,29.0,74.31,74.34,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,85,0,3,0,12,0,0,0,0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,29.0,37.0,74.34,74.42,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,37.0,42.0,74.42,74.47,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,30,0,5,20,40,0,0,3,2,0,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,42.0,62.0,74.47,74.67,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,62.0,65.0,74.67,74.7,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,30,0,5,20,40,0,0,3,2,0,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,65.0,73.0,74.7,74.78,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,73.0,75.0,74.78,74.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,25,0,5,20,35,0,0,3,12,0,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,75.0,144.0,74.8,75.49,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,angular,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,144.0,147.0,75.49,75.52,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,30,0,20,20,30,0,0,0,0,0,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-6-A,340,U1400,C,8,8-6,H,6,A,147.0,151.0,75.52,75.56,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-7-A,340,U1400,C,8,8-7,H,7,A,0.0,20.0,75.56,75.76,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,9+ layers.,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,2,20,28,0,0,0,0,0,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-7-A,340,U1400,C,8,8-7,H,7,A,20.0,32.0,75.76,75.88,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-7-A,340,U1400,C,8,8-7,H,7,A,32.0,37.0,75.88,75.93,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,3,22,20,0,0,2,3,0,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-7-A,340,U1400,C,8,8-7,H,7,A,37.0,58.0,75.93,76.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-7-A,340,U1400,C,8,8-7,H,7,A,58.0,62.0,76.14,76.18,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,65,0,0,5,30,0,0,0,0,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1400C-8H-7-A,340,U1400,C,8,8-7,H,7,A,62.0,70.0,76.18,76.26,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-CC-A,340,U1400,C,8,8-CC,H,CC,A,0.0,13.0,76.26,76.39,minimal [drilling disturbance],1,carbonate ooze [Leg178],80,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,180,Heavily deformed and mixed.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-CC-A,340,U1400,C,8,8-CC,H,CC,A,13.0,16.0,76.39,76.42,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,15,0,10,40,35,0,0,0,0,0,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-CC-A,340,U1400,C,8,8-CC,H,CC,A,16.0,21.0,76.42,76.47,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-CC-A,340,U1400,C,8,8-CC,H,CC,A,21.0,25.0,76.47,76.51,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,15,0,10,40,35,0,0,0,0,0,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-CC-A,340,U1400,C,8,8-CC,H,CC,A,25.0,35.0,76.51,76.61,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-8H-CC-A,340,U1400,C,8,8-CC,H,CC,A,35.0,40.0,76.61,76.66,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,0.0,97.0,76.1,77.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,60,0,10,0,30,0,0,0,0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,97.0,103.0,77.07,77.13,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,103.0,104.0,77.13,77.14,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,60,0,10,0,30,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,104.0,108.0,77.14,77.18,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,108.0,109.0,77.18,77.19,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,60,0,10,0,30,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,109.0,110.0,77.19,77.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,110.0,124.0,77.2,77.34,slight [drilling disturbance],2,carbonate ooze [Leg178],60,fine mud [T07],3,volcaniclastic-sand [BGS-S81],40,medium sand [T07],6,100,,60,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,100,,angular,60,0,5,0,35,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,124.0,138.0,77.34,77.48,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,138.0,140.0,77.48,77.5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,60,0,5,0,35,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,140.0,145.0,77.5,77.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,145.0,147.0,77.55,77.57,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,45,0,10,0,45,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-1-A,340,U1400,C,9,9-1,H,1,A,147.0,150.0,77.57,77.6,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1,1,98,100,poor [BP01],rare [alteration],2,,contorted strata [BJ80],,,,,,,,,,,
340-U1400C-9H-2-A,340,U1400,C,9,9-2,H,2,A,0.0,4.0,77.6,77.64,minimal [drilling disturbance],1,carbonate ooze [Leg178],55,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],45,medium sand [T07],6,100,Complex mixture,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-9H-2-A,340,U1400,C,9,9-2,H,2,A,4.0,17.5,77.64,77.775,minimal [drilling disturbance],1,carbonate ooze [Leg178],80,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],20,fine sand [T07],4,100,Complex mixture,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,
340-U1400C-9H-2-A,340,U1400,C,9,9-2,H,2,A,17.5,23.0,77.775,77.83,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,25,0,20,10,40,0,0,0,0,5,100,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,
