Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
366-U1492C-15F-CC-A,0.0,8.0,57.53,57.61,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 6/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,15,F,CC,A
366-U1492C-16F-1-A,0.0,110.0,61.1,62.2,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 6/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,16,F,1,A
366-U1492C-16F-1-A,110.0,149.0,62.2,62.59,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,16,F,1,A
366-U1492C-16F-2-A,0.0,109.0,62.59,63.68,IIC,,,,irregular,sharp,sub-horizontal,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 5/1 (bluish gray),,consolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,16,F,2,A
366-U1492C-16F-2-A,109.0,147.0,63.68,64.06,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,16,F,2,A
366-U1492C-16F-CC-A,0.0,23.0,64.06,64.29,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,16,F,CC,A
366-U1492C-17F-1-A,0.0,150.0,65.8,67.3,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 4/1 (dark bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,7.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,17,F,1,A
366-U1492C-17F-2-A,0.0,90.0,67.3,68.2,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 4/1 (dark bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,12.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,17,F,2,A
366-U1492C-17F-2-A,90.0,150.0,68.2,68.8,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,17,F,2,A
366-U1492C-17F-3-A,0.0,87.0,68.8,69.67,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,7.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,17,F,3,A
366-U1492C-17F-CC-A,0.0,29.0,69.67,69.96,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,17,F,CC,A
366-U1492C-18F-1-A,0.0,14.0,70.5,70.64,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,30.0,granule,8.0,pebble,9.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,18,F,1,A
366-U1492C-19F-1-A,0.0,151.0,75.2,76.71,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,10.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,19,F,1,A
366-U1492C-19F-2-A,0.0,51.0,76.71,77.22,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,19,F,2,A
366-U1492C-19F-2-A,51.0,84.0,77.22,77.55,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,19,F,2,A
366-U1492C-19F-3-A,0.0,54.0,77.55,78.09,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,,pebble,,,,,,,ultramafic rock,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,19,F,3,A
366-U1492C-19F-3-A,54.0,69.0,78.09,78.24,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,19,F,3,A
366-U1492C-19F-CC-A,0.0,24.0,78.24,78.48,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,3.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,19,F,CC,A
366-U1492C-20F-1-A,0.0,66.0,79.9,80.56,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10BG 4/1 (dark greenish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,15.0,granule,8.0,cobble,10.0,subangular,serpentine,2.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,20,F,1,A
366-U1492C-20F-1-A,66.0,136.0,80.56,81.26,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,20,F,1,A
366-U1492C-20F-2-A,0.0,26.0,81.26,81.52,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 4/1 (dark bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,20.0,granule,8.0,cobble,10.0,subangular,serpentine,3.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,20,F,2,A
366-U1492C-20F-2-A,26.0,51.0,81.52,81.77,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 4/1 (dark bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,20.0,granule,8.0,cobble,10.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,angular,,serpentine clay matrix,,,,,,,366,U1492,C,20,F,2,A
366-U1492C-20F-CC-A,0.0,26.0,81.77,82.03,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,3.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,20,F,CC,A
366-U1492C-21F-1-A,0.0,100.0,84.6,85.6,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,3.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,21,F,1,A
366-U1492C-21F-2-A,0.0,86.0,85.6,86.46,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,10.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,21,F,2,A
366-U1492C-21F-CC-A,0.0,16.0,86.46,86.62,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,10.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,21,F,CC,A
366-U1492C-22F-1-A,0.0,80.0,89.3,90.1,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,22,F,1,A
366-U1492C-22F-1-A,80.0,150.0,90.1,90.8,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,22,F,1,A
366-U1492C-22F-2-A,0.0,36.0,90.8,91.16,IIC,,,,,gradational,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,15.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,22,F,2,A
366-U1492C-22F-2-A,36.0,105.0,91.16,91.85,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,22,F,2,A
366-U1492C-22F-CC-A,0.0,36.0,91.85,92.21,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,3.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,22,F,CC,A
366-U1492C-23F-1-A,0.0,129.0,94.0,95.29,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,7.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,subvertical shape preferred orientation of lozenge clasts,serpentine clay matrix,,,,,,,366,U1492,C,23,F,1,A
366-U1492C-23F-1-A,129.0,149.0,95.29,95.49,IIC,,,,,,,,,,,,,,,,,,Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,23,F,1,A
366-U1492C-23F-2-A,0.0,63.0,95.49,96.12,IIC,,,,,gradational,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,cobble,10.0,,poor,,,,ultramafic rock,3.0,granule,8.0,cobble,10.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,23,F,2,A
366-U1492C-23F-2-A,63.0,78.0,96.12,96.27,IIC,,,,,,,,,,,,,,,,,,MENA,poor,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,23,F,2,A
366-U1492C-23F-CC-A,0.0,11.0,96.27,96.38,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,3.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,23,F,CC,A
366-U1492C-24F-1-A,0.0,102.0,98.7,99.72,IIC,,,,,scoured,,serpentinite,breccia-conglomerate,with lithic clasts,serpentinite breccia-conglomerate with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,granule,8.0,cobble,10.0,,poor,,,,ultramafic rock,25.0,pebble,10.0,cobble,10.0,subangular,"serpentine, felsic and mafic, carbonate",2.0,medium sand,5.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,24,F,1,A
366-U1492C-24F-1-A,102.0,150.0,99.72,100.2,IIC,,,,,gradational,,serpentinite,pebbly mud,,serpentinite pebbly mud,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,24,F,1,A
366-U1492C-24F-2-A,0.0,81.0,100.2,101.01,IIC,,,,,gradational,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,pebble,9.0,subangular,"serpentine, felsic",2.0,medium sand,5.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,24,F,2,A
366-U1492C-24F-2-A,81.0,150.0,101.01,101.7,IIC,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,24,F,2,A
366-U1492C-24F-3-A,0.0,68.0,101.7,102.38,IIC,,,,,gradational,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,cobble,10.0,subangular,serpentine,2.0,medium sand,5.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,24,F,3,A
366-U1492C-24F-CC-A,0.0,26.0,102.38,102.64,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,20.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,coarse sand,6.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,24,F,CC,A
366-U1492C-26F-1-A,0.0,89.0,108.1,108.99,IIC,,,,,gradational,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 5/1 (bluish gray),,unconsolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,5.0,granule,8.0,cobble,10.0,subangular,serpentine,2.0,medium sand,5.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,26,F,1,A
366-U1492C-26F-1-A,89.0,149.0,108.99,109.59,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,26,F,1,A
366-U1492C-26F-2-A,0.0,34.0,109.59,109.93,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 3/1 (dark bluish gray),,consolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,25.0,granule,8.0,cobble,10.0,sub-rounded,serpentine,3.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,26,F,2,A
366-U1492C-26F-2-A,34.0,59.0,109.93,110.18,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 3/1 (dark bluish gray),,consolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,10.0,granule,8.0,pebble,9.0,subangular,serpentine,2.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,26,F,2,A
366-U1492C-26F-CC-A,0.0,34.0,110.18,110.52,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 3/1 (dark bluish gray),,consolidated,clay,1.0,cobble,10.0,,poor,,,,ultramafic rock,30.0,granule,8.0,cobble,10.0,sub-rounded,serpentine,2.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,26,F,CC,A
366-U1492C-27F-1-A,0.0,70.0,112.8,113.5,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 3/1 (dark bluish gray),,consolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,30.0,granule,8.0,cobble,10.0,sub-rounded,serpentine,2.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,27,F,1,A
366-U1492C-27F-1-A,70.0,149.0,113.5,114.29,IIC,,,,,,,,,,,,,,,,,,microbiology,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1492,C,27,F,1,A
366-U1492C-27F-2-A,0.0,86.0,114.29,115.15,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10B 3/1 (dark bluish gray),,consolidated,clay,1.0,pebble,9.0,,poor,,,,ultramafic rock,10.0,granule,8.0,cobble,10.0,subangular,serpentine,2.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,gypsum (?) from 90 to 97,,,,366,U1492,C,27,F,2,A
366-U1492C-27F-CC-A,0.0,21.0,115.15,115.36,IIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5PB 4/1 (dark bluish gray),,unconsolidated,clay,1.0,pebble,9.0,Ghost core?,poor,,,,ultramafic rock,50.0,granule,8.0,pebble,9.0,sub-rounded,serpentine,2.0,coarse sand,6.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,27,F,CC,A
366-U1492C-28G-1-A,0.0,75.0,116.75,117.5,IIC,,,,,,,"clast-supported, polymict",pebbly mud,with lithic clasts,"clast-supported, polymict pebbly mud with lithic clasts",N 2.5 (black),,unconsolidated,clay,1.0,cobble,10.0,,poor,,,,ultramafic rock,80.0,pebble,10.0,cobble,10.0,subangular,serpentine,1.0,coarse sand,6.0,granule,8.0,subangular,,serpentine clay and UM sand matrix,,,,,,,366,U1492,C,28,G,1,A
366-U1492C-29X-CC-A,0.0,11.0,117.5,117.61,IIC,,,,,,,serpentinite,breccia-conglomerate,with mud,serpentinite breccia-conglomerate with mud,N 2.5 (black),,unconsolidated,pebble,9.0,pebble,9.0,,poor,,,,ultramafic rock,80.0,pebble,10.0,pebble,9.0,sub-rounded,serpentine,1.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,29,X,CC,A
366-U1492C-30X-CC-A,0.0,13.0,125.4,125.53,IIC,,,,,,,serpentinite,breccia-conglomerate,with mud,serpentinite breccia-conglomerate with mud,GLEY 2 2.5/5PB (bluish black),,unconsolidated,granule,8.0,pebble,9.0,,poor,,,,ultramafic rock,30.0,pebble,10.0,pebble,9.0,subangular,serpentine,1.0,medium sand,5.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1492,C,30,X,CC,A
366-U1492C-31X-CC-A,0.0,26.0,129.4,129.66,IIC,,,,,scoured,inclined,serpentinite,breccia-conglomerate,with mud,serpentinite breccia-conglomerate with mud,N 2.5 (black),,unconsolidated,silt,2.0,cobble,10.0,breccia,poor,,,,ultramafic rock,70.0,pebble,10.0,cobble,10.0,subangular,sandstone,1.0,coarse sand,6.0,granule,8.0,subangular,,other matrix,,,,,,,366,U1492,C,31,X,CC,A
366-U1492C-31X-CC-A,26.0,33.0,129.66,129.73,IID,,,,irregular,gradational,sub-horizontal,,pebbly mud,,pebbly mud,N 7 (light gray),,unconsolidated,silt,2.0,pebble,9.0,gypsum-serpentinite mud with ultramafic pebbles and serpentine granule,poor,,,,ultramafic rock,10.0,fine sand,4.0,pebble,9.0,subangular,serpentine,40.0,medium sand,5.0,granule,8.0,sub-rounded,,other matrix,,with carbonates,mainly gypsum,,,,366,U1492,C,31,X,CC,A
366-U1492C-31X-CC-A,33.0,62.0,129.73,130.02,IID,,,,,,horizontal,sandy,mud,with lithic clasts,sandy mud with lithic clasts,N 8.5 (white),,unconsolidated,clay,1.0,granule,8.0,layered gypsum/carbonate with serpentine sand to granule,poor,,,,ultramafic rock,15.0,fine sand,4.0,granule,8.0,sub-rounded,serpentine,,,,,,,,other matrix,,,mainly gypsum,,,,366,U1492,C,31,X,CC,A
