Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample
361,U1474,B,7,7-7,H,7,A,0.0,75.0,60.8,61.55,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-7H-7-A
361,U1474,B,7,7-CC,H,CC,A,0.0,25.0,61.55,61.8,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"diagenetic stratification, pyritized burrow at 3-4 cm",,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-7H-CC-A
361,U1474,B,8,8-1,H,1,A,0.0,146.0,61.8,63.26,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-8H-1-A
361,U1474,B,8,8-2,H,2,A,0.0,39.0,63.3,63.69,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-8H-2-A
361,U1474,B,8,8-2,H,2,A,39.0,43.0,63.69,63.73,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,planar,sharp,horizontal,,,,,,,,,,,,,,,,361-U1474B-8H-2-A
361,U1474,B,8,8-2,H,2,A,43.0,144.5,63.73,64.745,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,light diagenetic stratification,irregular,scoured,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-8H-2-A
361,U1474,B,8,8-3,H,3,A,0.0,145.0,64.8,66.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-8H-3-A
361,U1474,B,8,8-4,H,4,A,0.0,145.0,66.3,67.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-8H-4-A
361,U1474,B,8,8-5,H,5,A,0.0,26.5,67.8,68.065,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-8H-5-A
361,U1474,B,8,8-5,H,5,A,26.5,29.0,68.065,68.09,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,curviplanar,sharp,,,,,burrows,slight,1.0,,,,,,,,,,361-U1474B-8H-5-A
361,U1474,B,8,8-5,H,5,A,29.0,145.0,68.09,69.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,scoured,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-8H-5-A
361,U1474,B,8,8-6,H,6,A,0.0,145.0,69.3,70.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-8H-6-A
361,U1474,B,8,8-7,H,7,A,0.0,53.0,70.8,71.33,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-8H-7-A
361,U1474,B,8,8-CC,H,CC,A,0.0,25.0,71.33,71.58,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-8H-CC-A
361,U1474,B,9,9-1,H,1,A,0.0,46.0,71.3,71.76,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-1-A
361,U1474,B,9,9-1,H,1,A,46.0,114.0,71.76,72.44,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite: mostly gray but dark gray at the bottom of the turbidite,planar,sharp,horizontal,,,,,,,,,,,,,,,,361-U1474B-9H-1-A
361,U1474,B,9,9-1,H,1,A,114.0,145.0,72.44,72.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,curviplanar,scoured,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-1-A
361,U1474,B,9,9-2,H,2,A,0.0,145.5,72.8,74.255,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-2-A
361,U1474,B,9,9-3,H,3,A,0.0,144.0,74.3,75.74,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"diagenetic stratification, pyritized burrow at 35 cm",,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-3-A
361,U1474,B,9,9-4,H,4,A,0.0,115.0,75.8,76.95,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"diagenetic stratification, presence of chondrites 103 - 106.5 cm",,,,,,,Chondrites,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-4-A
361,U1474,B,9,9-4,H,4,A,115.0,119.0,76.95,76.99,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,curviplanar,sharp,sub-horizontal,,,,,,,,,,,,,,,,361-U1474B-9H-4-A
361,U1474,B,9,9-4,H,4,A,119.0,145.0,76.99,77.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,scoured,inclined,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-4-A
361,U1474,B,9,9-5,H,5,A,0.0,142.5,77.3,78.725,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"diagenetic stratification, pyritized burrow at 78 cm",,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-5-A
361,U1474,B,9,9-5,H,5,A,142.5,145.0,78.725,78.75,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite with chondrite bioturbation on top and missing bottom part because of sampling.,curviplanar,bioturbated,,,,,Chondrites,,,,,,,,,,,,361-U1474B-9H-5-A
361,U1474,B,9,9-6,H,6,A,0.0,35.5,78.8,79.155,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-9H-6-A
361,U1474,B,9,9-6,H,6,A,35.5,37.0,79.155,79.17,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,irregular,,,,,,,,,,,,,,,,,,361-U1474B-9H-6-A
361,U1474,B,9,9-6,H,6,A,37.0,94.0,79.17,79.74,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,scoured,sub-horizontal,,,,burrows,slight,1.0,,,,,,,,,,361-U1474B-9H-6-A
361,U1474,B,9,9-7,H,7,A,0.0,73.0,79.8,80.53,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"diagenetic stratification,, pyritized burrow at 27-30 cm",,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-9H-7-A
361,U1474,B,9,9-CC,H,CC,A,0.0,22.0,80.53,80.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-9H-CC-A
361,U1474,B,10,10-1,H,1,A,0.0,145.0,80.8,82.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-10H-1-A
361,U1474,B,10,10-2,H,2,A,0.0,145.0,82.3,83.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,light diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-2-A
361,U1474,B,10,10-3,H,3,A,0.0,145.0,83.8,85.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,light diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-3-A
361,U1474,B,10,10-4,H,4,A,0.0,144.0,85.3,86.74,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"light diagenetic stratification, pyrite nodule (112-116.5).",,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-4-A
361,U1474,B,10,10-5,H,5,A,0.0,45.5,86.8,87.255,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-5-A
361,U1474,B,10,10-5,H,5,A,45.5,53.5,87.255,87.335,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,irregular,bioturbated,horizontal,,,,,,,,,,,,,,,,361-U1474B-10H-5-A
361,U1474,B,10,10-5,H,5,A,53.5,144.0,87.335,88.24,,,,,,,,,,,,,,,,,,,,,,Chondrites,,,,,,,,,,,,361-U1474B-10H-5-A
361,U1474,B,10,10-5,H,5,A,53.5,144.0,87.335,88.24,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,sharp,horizontal,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-5-A
361,U1474,B,10,10-6,H,6,A,0.0,95.0,88.3,89.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-6-A
361,U1474,B,10,10-7,H,7,A,0.0,84.0,89.3,90.14,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,light diagenetic srtatification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-7-A
361,U1474,B,10,10-CC,H,CC,A,0.0,27.0,90.14,90.41,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,light diagenetic srtatification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-10H-CC-A
361,U1474,B,11,11-1,H,1,A,0.0,145.0,90.3,91.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-11H-1-A
361,U1474,B,11,11-2,H,2,A,0.0,145.0,91.8,93.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-11H-2-A
361,U1474,B,11,11-3,H,3,A,0.0,144.5,93.3,94.745,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-11H-3-A
361,U1474,B,11,11-4,H,4,A,0.0,132.0,94.8,96.12,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-11H-4-A
361,U1474,B,11,11-4,H,4,A,132.0,135.5,96.12,96.155,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,irregular,sharp,sub-horizontal,,,,,,,,,,,,,,,,361-U1474B-11H-4-A
361,U1474,B,11,11-4,H,4,A,135.5,145.0,96.155,96.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratifciation,irregular,scoured,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-11H-4-A
361,U1474,B,11,11-5,H,5,A,0.0,64.0,96.3,96.94,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-11H-5-A
361,U1474,B,11,11-5,H,5,A,64.0,68.0,96.94,96.98,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite with green bottom contact layer (pyrite),irregular,,sub-horizontal,,,,,,,,,,,,,,,,361-U1474B-11H-5-A
361,U1474,B,11,11-5,H,5,A,68.0,144.5,96.98,97.745,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,Diagenetic stratification,irregular,scoured,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-11H-5-A
361,U1474,B,11,11-6,H,6,A,0.0,115.0,97.8,98.95,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-11H-6-A
361,U1474,B,11,11-7,H,7,A,0.0,67.0,99.0,99.67,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-11H-7-A
361,U1474,B,11,11-CC,H,CC,A,0.0,28.0,99.67,99.95,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-11H-CC-A
361,U1474,B,12,12-1,H,1,A,0.0,145.0,99.8,101.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-1-A
361,U1474,B,12,12-2,H,2,A,0.0,145.0,101.3,102.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-2-A
361,U1474,B,12,12-3,H,3,A,0.0,145.0,102.8,104.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"diagenetic stratification, pyritised burrow at 84-89 cm",,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-3-A
361,U1474,B,12,12-4,H,4,A,0.0,18.0,104.3,104.48,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-4-A
361,U1474,B,12,12-4,H,4,A,18.0,21.0,104.48,104.51,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,"Turbidite, Fracture",,,,,,,,,,,,,,,,,,,361-U1474B-12H-4-A
361,U1474,B,12,12-4,H,4,A,21.0,24.5,104.51,104.545,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,,,,,,,,361-U1474B-12H-4-A
361,U1474,B,12,12-4,H,4,A,24.5,27.5,104.545,104.575,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,curviplanar,sharp,sub-horizontal,,,normally graded,,,,,mineral,pyrite,,,,,,,361-U1474B-12H-4-A
361,U1474,B,12,12-4,H,4,A,27.5,145.0,104.575,105.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,curviplanar,sharp,sub-horizontal,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-4-A
361,U1474,B,12,12-5,H,5,A,0.0,145.0,105.8,107.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-5-A
361,U1474,B,12,12-6,H,6,A,0.0,145.0,107.3,108.75,,,,,,,,,,,,,,,,,,,,,,Chondrites,strong,3.0,,,,,,,,,,361-U1474B-12H-6-A
361,U1474,B,12,12-6,H,6,A,0.0,145.0,107.3,108.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-6-A
361,U1474,B,12,12-7,H,7,A,0.0,4.0,108.8,108.84,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10GY (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-12H-7-A
