Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486B-13H-6-W 67/67-NANNO,0,0,118.67,118.67,NN18 [M71],TDJ - D. brouweri rare but present - at least 7 specimens observed - photos taken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,13,H,6,W
363-U1486B-13H-CC-PAL-NANNO,0,5,120.11,120.16,NN18 [M71],TDJ - noticeable increase in abudance of C. pelagicus.,G [P33],D [A22],V,,A,,,F,F,,,,,,,,F,,F,P,F,,,R,F,,,,,,,,,,F,,,,,,,,,C,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,13,H,CC,P
363-U1486B-14H-2-W 83/83-NANNO,0,0,122.33,122.33,NN18 [M71],TDJ - no discoasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,2,W
363-U1486B-14H-4-W 72/72-NANNO,0,0,125.22,125.22,NN18 [M71],TDJ - no discoasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,W
363-U1486B-14H-6-W 95/95-NANNO,0,0,128.45,128.45,NN18 [M71],TDJ - no discoasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,6,W
363-U1486B-14H-CC-PAL-NANNO,0,5,129.93,129.98,NN18 [M71],"TDJ - super-dominated by small Gephyrocapsa, significantly less F. profunda than above. C. pelagicus frequent. D. bouweri rare, but present.",G [P33],D [A22],C,,V,,,F,C,,,,,,,,F,,C,,F,,,F,F,,,,,,,,,,F,,,,,,,,,C,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,CC,P
363-U1486B-15H-2-W 120/120-NANNO,0,0,132.2,132.2,NN18 [M71],TDJ - D. brouweri frequent - significantly more abundance than 15H-4; D. asymmetricus present (rare); no D. triradiatus observed,G [P33],D [A22],A,,A,,,,,,,,,,,,F,,C,,,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,2,W
363-U1486B-15H-4-W 102/102-NANNO,0,0,135.02,135.02,NN18 [M71],TDJ - three D. brouweri; no D. triradiatus observed,G [P33],D [A22],A,,A,,,F,F,,,,,,,,F,,F,,P,,,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,W
363-U1486B-15H-6-W 42/42-NANNO,0,0,137.42,137.42,NN18 [M71],"TDJ - D. brouweri, abundance at the low end of frequent; no D. triradiatus observed",G [P33],D [A22],A,,A,,,F,,,,,,,,,F,,C,,F,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,6,W
363-U1486B-15H-CC-PAL-NANNO,0,5,139.17,139.22,NN18 [M71],AGSF - well-preserved C pelagicus (with bridge); C neohelis,G [P33],C [A22],A,,,,,F,F,,,,,,,,C,,C,,F,,,,C,,,,,,,,,F,,,P,,,R,,,,F,,P,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,363,U1486,B,15,H,CC,P
363-U1486B-16H-CC-PAL-NANNO,0,5,148.89,148.94,NN18 [M71],TDJ - D. brouweri common; very rare reworked sphenolith. 1 D. pentaradiatus. D. triradiatus not seen. Lots of diatom and rad fragments.,G [P33],D [A22],C,,V,,,C,C,,,R,,,,,F,,C,F,F,,,F,F,,,,,,,,,R,,R,,,,F,,,,C,,F,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,CC,P
363-U1486B-17H-2-W 81/81-NANNO,0,0,150.81,150.81,NN18 [M71],TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,2,W
363-U1486B-17H-4-W 81/81-NANNO,0,0,153.81,153.81,NN18 [M71],TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,4,W
363-U1486B-17H-6-W 81/81-NANNO,0,0,156.81,156.81,NN18 [M71],TDJ -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,17,H,6,W
363-U1486B-17H-CC-PAL-NANNO,0,5,158.37,158.42,NN18 [M71],AGSF - with coccosphere; Discoasters very few; no D. pentaradiatus (TDJ checked) or triradiatus; abundant siliceous stuff; H princei present; C pelagicus well preserved,G [P33],C [A22],A,,P,,,C,C,,,A,,,,,F,,F,P,F,,,,R,,,,,,,,,P,P,,P,,,R,,,,R,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,363,U1486,B,17,H,CC,P
363-U1486B-18H-2-W 21/21-NANNO,0,0,159.71,159.71,NN18 [M71],"TDJ - very rare discoasters, no D. pentaradiatus",G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,2,W
363-U1486B-18H-4-W 21/21-NANNO,0,0,162.71,162.71,NN18 [M71],"TDJ - no D. pentaradiatus observed; one D. asymmetricus, Frequent D. brouweri",G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,X,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,4,W
363-U1486B-18H-6-W 21/21-NANNO,0,0,165.71,165.71,NN17 [M71],TDJ - 3 D. pentaradiatus seen; discoasters not common (D. brouweri frequent).,G [P33],D [A22],A,,,,,C,C,,,C,,,,,F,,F,,F,,,,F,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,6,W
363-U1486B-18H-CC-PAL-NANNO,0,5,167.5,167.55,NN17 [M71],"TDJ - diverse and well preserved assemblage, including rare small holococcoliths",VG [P33],D [A22],V,,,,,C,C,,,C,,,,,F,,F,,F,F,,,F,,,,,,,,,,F,,,,,F,,,,F,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,18,H,CC,P
363-U1486B-19H-CC-PAL-NANNO,0,5,174.08,174.13,NN17 [M71],"AGSF - with coccosphere; C pelagicus common, abundant siliceous stuff. H princei few",G [P33],C [A22],A,,,,,C,C,,,A,,,,,C,,C,F,,,R,,F,,,,,,,,P,P,P,,,,,R,,,,P,,R,,,,,,,,,,,P,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,363,U1486,B,19,H,CC,P
363-U1486B-20H-2-W 85/85-NANNO,0,0,179.35,179.35,NN17 [M71],TDJ - Dicoasters frequent but not common; dominate by D. brouweri with frequent D. pentaradiatus. No D. surculus observed.,G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,2,W
363-U1486B-20H-4-W 85/85-NANNO,0,0,182.35,182.35,,TDJ - D. surculus present,G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,4,W
363-U1486B-20H-6-W 85/85-NANNO,0,0,185.35,185.35,NN16 [M71],"TDJ - one D. surculs, photographed",G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,W
363-U1486B-20H-CC-PAL-NANNO,0,5,186.95,187.0,NN16 [M71],"AGSF - well preserved C pelagicus; Discoasters mostly fragmented, very few",G [P33],C [A22],A,,,,,C,C,,,A,,,,,F,,C,R,,,F,,R,,R,,,,,,,,P,,p,,,R,,,,F,,R,,,,,,,,,,,R,,,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,CC,P
363-U1486B-21H-6-W 45/45-NANNO,0,0,194.45,194.45,NN16 [M71],,G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,P,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,6,W
363-U1486B-21H-CC-PAL-NANNO,0,5,196.02,196.07,NN16 [M71],"AGSF - very few discoasters, mostly fragments",G [P33],C [A22],A,,,,,C,C,,,,,,,,F,,C,P,,,F,R,F,P,P,,,,,,,,P,,,,,P,,,,F,,R,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,CC,P
363-U1486B-22H-2-W 81/81-NANNO,0,0,198.31,198.31,NN16 [M71],,G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,2,W
363-U1486B-22H-6-W 81/81-NANNO,0,0,204.31,204.31,NN16 [M71],,G [P33],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,6,W
363-U1486B-22H-CC-PAL-NANNO,0,5,205.74,205.79,NN16 [M71],"TDJ - low abundance, and moderate preservation; 1 ?D. variabilis - 6-rayed form with wide central area boss. Image taken. Searched hard in concentrated <20um fraction, dominated by D. brouweri, few D. pentaradiatus, but no D. surculus. Are several D. brouweri with very thickened ray tips.",M [P33],F [A22],C,,,,,F,,,,C,,,,,F,,F,R,,F,R,,F,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,F,P,,R,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,CC,P
363-U1486B-23H-1-W 40/40-NANNO,0,0,205.9,205.9,NN16 [M71],"TDJ - no D. surculus seen, but worth rechecking",M [P33],F [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1486,B,23,H,1,W
