Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Sample comment,Preservation,Group abundance,Florisphaera profunda,Emiliania huxleyi,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa caribbeanica,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Reticulofenestra minuta,Reticulofenestra haqii,Reticulofenestra rotaria,Dictyococcites antarcticus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera sibogae,Umbilicosphaera jafari,Umbilicosphaera rotula,Oolithotus fragilis,Helicosphaera carteri,Helicosphaera wallichii,Helicosphaera pavimentum,Helicosphaera intermedia,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Pontosphaera multipora,Pontosphaera japonica,Pontosphaera discopora,Scyphosphaera apsteinii,Scyphosphaera pulcherrima,Scyphosphaera canescens,Scyphosphaera globulata,Rhabdosphaera clavigera,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Syracosphaera pulchra,Syracosphaera lamina,Calciosolenia murrayi,Ceratolithus cristatus,Ceratolithus acutus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus amplificus,Sphenolithus abies,Sphenolithus moriformis,Sphenolithus heteromorphus,Sphenolithus belemnos,Discoaster brouweri,Discoaster triradiatus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster asymmetricus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster bollii,Discoaster bellus,Discoaster loeblichii,Discoaster hamatus,Discoaster neohamatus,Discoaster deflandrei,Discoaster kugleri,Discoaster petaliformis,Discoaster signus,Discoaster druggii,Orthorhabdus rugosus,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus larrymayeri,Gephyrocapsa omega,Coronocyclus nitescens,Helicosphaera ampliaperta,Helicosphaera euphratis,Minylitha convallis,Orthorhabdus serratus,Sphenolithus capricornutus,Sphenolithus disbelemnos,Triquetrorhabdulus carinatus,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus pacificanus,Calcidiscus pataecus,Calcidiscus quadriperforatus,Calcidiscus tropicus,Calciosolenia brasiliensis,Catinaster mexicanus,Cryptococcolithus mediaperforate,Dictyococcites bisectus,Discoaster altus,Discoaster bergenii,Discoaster braarudii,Discoaster calcaris,Discoaster challengeri,Discoaster exilis,Discoaster extensus,Discoaster musicus,Discoaster neorectus,Discoaster prepentaradiatus,Discoaster spp.,Gephyrocapsa lumina,Gephyrocapsa muellerae,Gladiolithus flabellatus,Hayaster perplexus,Hayella challengeri,Helicosphaera gertae,Helicosphaera granulata,Helicosphaera magnifica,Helicosphaera mediterranea,Helicosphaera obliqua,Helicosphaera orientalis,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera scissura,Ceratolithus atlanticus,Helicosphaera truempyi,Helicosphaera vedderi,Helicosphaera waltrans,Holodiscolithus macroporus,Hughesius gizoensis,Hughesius tasmaniae,Ilselithina fusa,Orthorhabdus rioi,Orthorhabdus striatus,Pontosphaera spp.,Pontosphaera syracusana,Reticulofenestra daviesii,Reticulofenestra gelida,Reticulofenestra minutula,Rhabdosphaera poculii,Rhabdosphaera spp.,Scyphosphaera apsteinii forma dilatata,Scyphosphaera cylindrica,Scyphosphaera intermedia,Scyphosphaera lagena,Scyphosphaera tubifera,Scyphosphaera ventriosa,Solidopons petrae,Sphenolithus calyculus,Sphenolithus conicus,Sphenolithus dissimilis,Syracolithus schilleri,Tetralithoides quadrilaminata,Tetralithoides symeonidesii,Triquetrorhabdulus challengeri,Triquetrorhabdulus milowii,Umbilicosphaera hulburtiana,Reworked species,Diatoms,Radiolarian fragments,Datum type,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1483A-10H-2-W 50/50-NANNO,0,0,86.5,86.5,,,,,,,C,F,C,C,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,2,W
363-U1483A-10H-4-W 50/50-NANNO,0,0,89.3,89.3,,,,,,,C,F,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,4,W
363-U1483A-10H-6-W 50/50-NANNO,0,0,92.1,92.1,,,,,,,A,R,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,6,W
363-U1483A-10H-CC-PAL-NANNO,0,5,94.6,94.65,NN19 [M71],LB,VG [P33],D [A22],V,,V,x,C,A,,F,,,,,,,,,C,,C,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,10,H,CC,PAL
363-U1483A-11H-2-W 50/50-NANNO,0,0,96.06,96.06,,,,,,,A,R,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,2,W
363-U1483A-11H-2-W 50/50-NANNO,0,0,96.06,96.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,2,W
363-U1483A-11H-4-W 50/50-NANNO,0,0,98.99,98.99,,,,,,,A,x,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,4,W
363-U1483A-11H-4-W 50/50-NANNO,0,0,98.99,98.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,4,W
363-U1483A-11H-6-W 50/50-NANNO,0,0,101.9,101.9,,,,,,,V,A,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,6,W
363-U1483A-11H-6-W 50/50-NANNO,0,0,101.9,101.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,6,W
363-U1483A-11H-CC-PAL-NANNO,0,5,104.04,104.09,NN19 [M71],LB R.asanoi; TDJ - rare reworked discoasters,VG [P33],D [A22],V,,V,x,C,A,,C,,,,,,,,,C,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,11,H,CC,PAL
363-U1483A-12H-2-W 50/52-NANNO,0,2,105.56,105.58,,,,,,,V,R,R,C,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,12,H,2,W
363-U1483A-12H-4-W 50/52-NANNO,0,2,108.53,108.55,,,,,,,A,R,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,12,H,4,W
363-U1483A-12H-6-W 50/52-NANNO,0,2,111.5,111.52,,,,,,,C,R,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,12,H,6,W
363-U1483A-12H-CC-PAL-NANNO,0,5,113.76,113.81,NN19 [M71],TDJ - large (>5.5um) Gephyrocapsa,VG [P33],D [A22],V,,,C,,C,,,,,,,,,,,F,,C,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,12,H,CC,PAL
363-U1483A-13H-CC-PAL-NANNO,0,5,123.39,123.44,NN19 [M71],TDJ - large (>5.5um) Gephyrocapsa; H. sellii present but very rare 1 specimen,VG [P33],D [A22],V,,A,C,,C,,,,,,,,,,,F,,C,,,,C,,,,,P,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,13,H,CC,PAL
363-U1483A-14H-CC-PAL-NANNO,0,5,132.26,132.31,NN19 [M71],TDJ - H. sellii present,VG [P33],D [A22],V,,A,,,C,,,,,,,,,R,,F,,F,,,,C,,,,,R,,,,,F,,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,14,H,CC,PAL
363-U1483A-15H-CC-PAL-NANNO,0,5,142.27,142.32,NN19 [M71],TDJ -,VG [P33],D [A22],A,,A,,,C,,,,,,,,,,,R,,F,,,,F,,,,,F,,,,R,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,15,H,CC,PAL
363-U1483A-16H-4-W 50/50-NANNO,0,0,146.42,146.42,NN19 [M71],TDJ - no C. macintyrei,VG [P33],D [A22],,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,16,H,4,W
363-U1483A-16H-6-W 50/50-NANNO,0,0,149.24,149.24,NN19 [M71],TDJ - C. macintyrei present,VG [P33],D [A22],V,,V,,,C,,,,,,,,,R,,C,F,,,,,C,,,,,,,,,F,F,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,16,H,6,W
363-U1483A-16H-CC-PAL-NANNO,0,5,151.28,151.33,NN19 [M71],TDJ - C. macintyrei present,VG [P33],D [A22],A,,A,,,C,,,,,,,,,,,F,F,F,,,,F,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,16,H,CC,PAL
363-U1483A-17H-CC-PAL-NANNO,0,5,161.45,161.5,NN19 [M71],TDJ - 1 reworked discoaster,VG [P33],D [A22],A,,A,,,C,,,,,,,,,,,F,R,F,,,,F,,,,,F,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,17,H,CC,PAL
363-U1483A-18H-CC-PAL-NANNO,0,5,170.2,170.25,NN19 [M71],TDJ - no discoasters,VG [P33],D [A22],A,,A,,,C,,,,,,,,,,,F,R,F,,,,F,R,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,18,H,CC,PAL
363-U1483A-19H-6-W 50/50-NANNO,0,0,177.82,177.82,NN19 [M71],LB no discoaster in place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,19,H,6,W
363-U1483A-19H-CC-PAL-NANNO,0,5,180.06,180.11,NN19 [M71],TDJ - no discoasters,VG [P33],D [A22],A,,A,,,C,,,,,,,,,,,R,R,F,F,,,F,,,,,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,19,H,CC,PAL
363-U1483A-20H-2-W 50/50-NANNO,0,0,181.51,181.51,NN18 [M71],LB- D. brouweri D. triradiatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,20,H,2,W
363-U1483A-20H-6-W 50/50-NANNO,0,0,187.0,187.0,NN18 [M71],LB-D. brouweri < D. triradiatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,20,H,6,W
363-U1483A-20H-CC-PAL-NANNO,0,5,189.57,189.62,NN18 [M71],TDJ - no discoasters,VG [P33],D [A22],,,,,,C,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,20,H,CC,PAL
363-U1483A-21H-2-W 51/51-NANNO,0,0,191.02,191.02,NN19 [M71],"TDJ - small <3um Gephyrocapsa super abundant; 3 reworked sphenoliths, 1 D. brouweri; no obvious C. macintyrei",VG [P33],D [A22],a,,V,,,F,,,,,,,,,,,f,,F,,,,f,,,,,F,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,2,W
363-U1483A-21H-4-W 17/17-NANNO,0,0,193.51,193.51,NN19 [M71],TDJ - dominated by F. profunda and small Gephyrocapsa; a few reworked sphenoliths,VG [P33],D [A22],V,,V,,,F,,,,,,,,,,,F,,F,,,,F,,,,,F,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,4,W
363-U1483A-21H-4-W 48/48-NANNO,0,0,193.82,193.82,NN19 [M71],"TDJ - dominated by F. profunda, and small Gephyrocapsa; few reworked sphenoliths and D. bouweri",VG [P33],D [A22],V,,V,,,C,,,,,,,,,F,,C,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,4,W
363-U1483A-21H-4-W 73/73-NANNO,0,0,194.07,194.07,NN19 [M71],"TDJ -slightly less abundant nannos, but less reworking.",VG [P33],D [A22],A,,A,,,C,,,,,,,,,F,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,4,W
363-U1483A-21H-4-W 82/82-NANNO,0,0,194.16,194.16,NN19 [M71],TDJ - less common nannos; especially in the very small size fraction. First reworked D. pentaradiatus frequent; and R. pseudoumbilicus. Frequent to common D. brouweri and frequent sphenoliths,G [P33],A [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,4,W
363-U1483A-21H-5-W 107/107-NANNO,0,0,195.85,195.85,NN19 [M71],TDJ - much less reworking than above - back to a small Gephyrocapsa and F. profunda dominated assemblage,VG [P33],A [A22],A,,A,,,C,,,,,,,,,,,F,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,5,W
363-U1483A-21H-5-W 113/113-NANNO,0,0,195.91,195.91,NN19 [M71],"TDJ - much lower abundance and diveristy assemblage - mainly F. profunda, small Gephyrocapsa and P. lacunosa",G [P33],C [A22],C,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,5,W
363-U1483A-21H-6-W 33/33-NANNO,0,0,196.55,196.55,NN19 [M71],"TDJ - back to high abundance - F. profunda and small Gephyrocapsa. Frequent D. brouweri, a little less abundant than in 21H-4, 82. One very very few D. pentaradiatus, no sphenoliths seen - is the D.brouweri primary?",VG [P33],D [A22],V,,V,,,C,,,,,,,,,F,,F,F,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,6,W
363-U1483A-21H-6-W 40/40-NANNO,0,0,196.62,196.62,,"TDJ - similar to 21-6, 33 - dominated by small Gephyrocapsa and F. profunda, but slightly more diverse, and less D. brouweri, which also look more fragmented.",VG [P33],D [A22],V,,V,,,C,,,,,,,,,,,C,F,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,6,W
363-U1483A-21H-6-W 51/51-NANNO,0,0,196.73,196.73,,"TDJ - similar to 21-6, 40 - dominated by small Gephyrocapsa and F. profunda; D. brouweri consistently present;",G [P33],D [A22],V,,V,,,C,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,6,W
363-U1483A-21H-7-W 82/82-NANNO,0,0,198.11,198.11,,"TDJ - relative to other samples, very low nanno abundance. Small Gephyrocapsa mostly.",G [P33],F [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,7,W
363-U1483A-21H-CC-PAL-NANNO,0,5,198.79,198.84,NN18 [M71],TDJ - D. brouweri frequent; D. pentaradiatus less frequent; Sphenolithus abies rare - primary D. brouweri with reworked D. pentaradiatus and S. abies?; significant amount of amorphous diagenetic calcite within the groundmass 5-10 grains per FOV,VG [P33],D [A22],,,,,,C,,,,,,,,,,,F,,,,,,F,,,,,F,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,21,H,CC,PAL
363-U1483A-22H-2-W 132/132-NANNO,0,0,201.34,201.34,,"TDJ - simiilar to 22-2, 60; consistently present but not common D. brouweri; one rare sphenolith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,2,W
363-U1483A-22H-2-W 21/21-NANNO,0,0,200.23,200.23,,"TDJ - dominated by small Gephyrocapsa and F. profunda but good diversity of other forms. D. brouweri present, but less common than 21H-6, 40 and 51cm. 1 sphenolith.",VG [P33],D [A22],V,,V,,,C,,,,,,,,,,,F,F,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,2,W
363-U1483A-22H-2-W 60/60-NANNO,0,0,200.62,200.62,,"TDJ - similar to 22H-2, 21, but with rare D. pentaradiatus and rare sphenoliths.D. brouweri still consistently present ('frequent').",VG [P33],D [A22],,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,2,W
363-U1483A-22H-4-W 51/51-NANNO,0,0,203.33,203.33,,"TDJ - similar to 22H-2, 132",,,,,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,4,W
363-U1483A-22H-6-W 41/41-NANNO,0,0,206.09,206.09,NN18 [M71],"TDJ - here D. brouweri common and look nicely preserved - not overgrown and rays more normally complete, with ray tips preserved.",,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,6,W
363-U1483A-22H-CC-PAL-NANNO,0,5,208.47,208.52,NN18 [M71],TDJ - D. brouweri frequent; D. pentaradiatus less frequent; Sphenolithus not present - primary D. brouweri with reworked D. pentaradiatus,VG [P33],D [A22],,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,U1483,A,22,H,CC,PAL
