Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Pteropod group abundance,Pteropod comment,PF preservation,PF group abundance,Globigerina bulloides,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides trilobus,Globorotalia inflata,Globorotalia hirsuta (dex),Globorotalia hirsuta (sin),Globorotalia crassaformis s.l. (dex),Globorotalia crassaformis s.l. (sin),Globorotalia truncatulinoides (dex),Globorotalia truncatulinoides (sin),Beella digitata,Dentoglobigerina altispira,Globigerina apertura,Globigerina calida,Globigerina decoraperta,Globigerina falconensis,Globigerina nepenthes,Globigerinella siphonifera,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globorotalia cf. crassula,Globorotalia margaritae,Globorotalia menardii (dex),Globorotalia menardii (sin),Globorotalia miocenica,Globorotalia miotumida,Globorotalia multicamerata,Globorotalia puncticulata,Globorotalia scitula (dex),Globorotalia scitula (sin),Globoturborotalita rubescens,Globoturborotalita tenella,Neogloboquadrina atlantica (dex),Neogloboquadrina atlantica (sin),Neogloboquadrina dutertrei,Neogloboquadrina pachyderma (dex),Neogloboquadrina pachyderma (sin),Orbulina universa,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Turborotalita humilis,Turborotalita iota,Turborotalita quinqueloba,Comment,File Data,,eodp_id
339-U1387C-49R-CC-PAL-FORAM,339,U1387,C,49,49-CC,R,CC,PAL,FORAM,0,3,748.1,748.13,B,,P,R,F,R,,,R,,,,,,,,,,P,,P,P,,,R,,F,,P,,,,,,,,,,,,,,F,,,,P,,,,,,G. plesiotumida specimens found in sample.,,,629bc6fca7a4e7b76f5b2b7cffc9ce01
339-U1387C-50R-1-W 46/48-7727-FORAM,339,U1387,C,50,50-1,R,1,W,46/48-7727-FORAM,0,2,750.86,750.88,,,G,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,almost barren few planktonic foraminifers; shelf benthic foraminifers and ostracods,,,54aaa8213e0b6996fc148258bd4c93dc
339-U1387C-50R-1-W 67/68-7728-FORAM,339,U1387,C,50,50-1,R,1,W,67/68-7728-FORAM,0,1,751.07,751.08,,,M,D,R,,,P,A,,,,,,,,,P,F,P,,P,,,P,P,F,,R,,,,,,,,,,,,,,A,P,R,,,P,,,,P,,,,1c20977a71016a80d0290bd41584a7cc
339-U1387C-50R-CC-PAL-FORAM,339,U1387,C,50,50-CC,R,CC,PAL,FORAM,0,3,752.45,752.48,B,,P,R,F,R,,,R,,,,,,,,,,,,P,,P,,R,,F,,P,,P,,,P,,,,,,,,,F,,,,P,,,,,,,,,ef547efed2f248af4cc5073089dbe860
339-U1387C-51R-1-W 70/72-7729-FORAM,339,U1387,C,51,51-1,R,1,W,70/72-7729-FORAM,0,2,760.7,760.72,,,G,F,R,,,,,,,,,,,,,P,A,,P,R,,P,R,P,P,,R,,,,,,,,P,,,,,,A,,P,,,P,P,,,,,,,06136b8a548730151a905c898fad0443
339-U1387C-51R-3-W 64/65-7730-FORAM,339,U1387,C,51,51-3,R,3,W,64/65-7730-FORAM,0,1,763.28,763.29,,,G,D,P,,,,,,,,,,,,,P,P,,,,,,,,P,,,,,,,,,,,,,,,,R,,P,,,,P,,,,Only 17 planktonic foraminifers were observed,,,e552964bc2af20c748a1f51334f70a81
339-U1387C-51R-5-W 29/30-7731-FORAM,339,U1387,C,51,51-5,R,5,W,29/30-7731-FORAM,0,1,765.19,765.2,,,G,D,R,,,,,,,,,,,,,,A,,,R,,,R,,R,,F,,,,,,,P,,,,,P,,A,P,R,,,P,P,,,,,,,cc2c00ce2a20b9a15a2666a39bb4bc36
339-U1387C-51R-CC-PAL-FORAM,339,U1387,C,51,51-CC,R,CC,PAL,FORAM,0,5,765.69,765.74,B,,P,D,A,P,,,,,,,,,,,,R,A,,,,,,F,,R,,R,,,,,,,P,,,,,,,F,P,R,,,P,,,,P,,,,3d7953bd21bb34080adb052ab63edf1d
339-U1387C-52R-1-W 65/67-7732-FORAM,339,U1387,C,52,52-1,R,1,W,65/67-7732-FORAM,0,2,770.25,770.27,,,G,D,R,,,,F,,,,,,,,,R,A,,R,,P,P,R,,R,,R,,,,,,,,,,,,,,A,,R,,,R,,,,,,,,b647eed5829005484ca2721822839d99
339-U1387C-52R-3-W 75/76-7733-FORAM,339,U1387,C,52,52-3,R,3,W,75/76-7733-FORAM,0,1,772.82,772.83,,,M,F,F,,,,P,,,,,,,,,,F,,,,P,P,F,,R,,R,,,,,,,,P,,,,,,A,,R,,,P,P,,,,,,,49ae926af6bcfa39ff8b9bd48687f349
339-U1387C-52R-CC-PAL-FORAM,339,U1387,C,52,52-CC,R,CC,PAL,FORAM,0,6,772.92,772.98,B,,G,A,A,,,,,,,,,,,,,,A,P,P,,,,R,,F,,F,,,,,,,,,,,,,,A,P,F,,,R,,,,,,,,c4d8be0fc9cd8162459c56ac8eee2602
339-U1387C-53R-1-W 92/93-7734-FORAM,339,U1387,C,53,53-1,R,1,W,92/93-7734-FORAM,0,1,780.12,780.13,,,G,A,A,,,,,,,,,,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,2a22ccdc6e3ab0374430b6e798328afa
339-U1387C-53R-5-W 78/80-7736,339,U1387,C,53,53-5,R,5,W,78/80-7736,0,2,785.5,785.52,,,G,D,A,,,,R,,,,,,,,,,A,,,,,,R,,F,,F,,,,,,,,,,,,,,F,,F,,,P,,,,,,,,7530cde3e508f004a2e97612e7fbeb20
339-U1387C-53R-6-PAL-FORAM,339,U1387,C,53,53-6,R,6,PAL,FORAM,0,5,786.65,786.7,B,,VG,D,A,,,,R,,,,,,,,,,A,,P,,P,,R,,F,,F,,,,,,,,,,,,,,R,P,F,,,P,,,,,,,,f0159cec19deba465f3a3727adf5d0d7
339-U1387C-54R-1-W 80/82-7737-FORAM,339,U1387,C,54,54-1,R,1,W,80/82-7737-FORAM,0,2,789.6,789.62,B,,G,D,A,,,,,,,,,,,,,,F,,,P,P,,P,P,F,P,F,,,,,,,,,,,,,P,A,P,F,,,,P,,,,N. dutertrei are N. humerosa,,,4185bb1f4bf11bee33ea15f8a42d4430
339-U1387C-54R-3-PAL-FORAM,339,U1387,C,54,54-3,R,3,PAL,FORAM,0,5,792.76,792.81,B,,G,A,A,,,,P,,,,,,,,,P,A,P,,,,,R,,R,,F,,,,,,,P,,,,,,,R,,R,,,P,,,,,,,,0932e3583654d4da0408ab1bb9373488
339-U1387C-54R-3-W 80/82-7738-FORAM,339,U1387,C,54,54-3,R,3,W,80/82-7738-FORAM,0,2,792.53,792.55,B,,G,D,F,,,,R,,,,,,,,,,R,,P,R,P,R,R,,R,,R,,P,,P,,,,,,,,,,F,P,R,,,P,P,,,,,,,bfdba5a743bed758980acf36393bf9bc
339-U1387C-55R-1-W 75/77-7739-FORAM,339,U1387,C,55,55-1,R,1,W,75/77-7739-FORAM,0,2,799.15,799.17,,,G,D,R,,,,P,,,,,,,,,P,A,,P,R,P,P,R,,F,,R,,,,,,,,P,,,,,,A,,F,,,P,,,,,,,,6ac55c44aabdd2b144c79ee586ec242b
339-U1387C-55R-3-W 75/77-7740-FORAM,339,U1387,C,55,55-3,R,3,W,75/77-7740-FORAM,0,2,802.15,802.17,,,M,D,R,,,,P,,,,,,,,,P,A,P,R,P,P,,,,R,,R,,,,,,,P,,,,,,,A,,F,,,P,,,,,,,,0ac7c81460ac35b9fd75360c600fddf6
339-U1387C-55R-5-W 74/76-7741-FORAM,339,U1387,C,55,55-5,R,5,W,74/76-7741-FORAM,0,2,805.14,805.16,,,M,D,F,,,,,,,,,,,,,,A,P,P,P,P,,,,P,,R,,,,,,,P,,,,,,,D,P,R,,,,,,,,,,,992383a05c35d0d8cae7ed7367003dae
339-U1387C-55R-CC-PAL-FORAM,339,U1387,C,55,55-CC,R,CC,PAL,FORAM,0,6,805.62,805.68,B,,G,D,A,,,,,,,,,,,,,P,F,,,,P,,R,P,R,,F,,,,,,,P,,,,,,,F,,F,,,P,,,,,,,,e3345b28f8dfd27cd34378d1ce01d35e
339-U1387C-56R-1-W 53/55-7742-FORAM,339,U1387,C,56,56-1,R,1,W,53/55-7742-FORAM,0,2,808.53,808.55,,,G,D,A,,,,,,,,,,,,,P,R,,P,R,P,P,P,,R,,P,,,,,,,P,,,,,,,D,F,R,,,,,,,,,,,c3e5a4b0eb8fa7c616ae85638085afbe
339-U1387C-56R-3-W 69/71-7743,339,U1387,C,56,56-3,R,3,W,69/71-7743,0,2,811.69,811.71,,,G,D,A,,,,,,,,,,,,,,A,,R,P,P,,P,,F,,F,P,,,,,,P,,,,,,,F,,F,,,,,,,,,,,a02c8e6bc8f186b00852113ac55c8f53
339-U1387C-56R-5-W 101/103-7744,339,U1387,C,56,56-5,R,5,W,101/103-7744,0,2,815.01,815.03,,,M,D,F,,,,P,,,,,,,,,P,A,,R,,P,,F,,R,,R,,,,,,,,,,,,,,D,,P,,,R,P,,,,,,,a325f95647716b1eb0205dd570bdd950
339-U1387C-56R-7-PAL-FORAM,339,U1387,C,56,56-7,R,7,PAL,FORAM,0,5,817.13,817.18,B,,VG,D,A,,,,P,,,,,,,,,R,F,,R,,P,P,,,R,,F,,,,,,,P,,,,,,,R,P,F,,,P,P,,,,,,,47eec9e0fd86c5f61d18b418e84e72ef
339-U1387C-57R-1-PAL-FORAM,339,U1387,C,57,57-1,R,1,PAL,FORAM,0,3,817.6,817.63,B,,M,D,F,,,,R,,,,,,,,,,F,,P,,P,,P,,R,,F,,,,,,,,P,,,,R,,A,F,R,,,R,,,,,,,,0bbeba187e33e015ceb7fee70928748d
339-U1387C-57R-1-W 106/108-7745-FORAM,339,U1387,C,57,57-1,R,1,W,106/108-7745-FORAM,0,2,818.66,818.68,,,M,D,A,,,,,,,,,,,,,,A,,P,,,,P,,R,,R,,,,,,,P,,,,,,,A,P,R,,,,,,,,,,,a11cee88488f85b0c1eb2d7e3bc44606
339-U1387C-57R-3-W 86/88-7746-FORAM,339,U1387,C,57,57-3,R,3,W,86/88-7746-FORAM,0,2,821.49,821.51,,,M,D,A,,,,,,,,,,,,,,F,,P,,P,,P,,R,,R,,,,,,,P,,,,,,,A,F,R,,,P,,,,,,,,ed3f584509f80f2a5d4545afff7795a2
339-U1387C-57R-CC-PAL-FORAM,339,U1387,C,57,57-CC,R,CC,PAL,FORAM,0,3,824.6,824.63,B,,P,D,R,,,,R,,,,,,,,,P,A,,,P,P,P,P,P,F,,R,P,P,,P,,,,P,,,,,,R,P,R,,,,P,,,,G. miotumida is G. conomiozea,,,daa31881204fe145a80db092c484e37f
339-U1387C-58R-CC-PAL-FORAM,339,U1387,C,58,58-CC,R,CC,PAL,FORAM,0,5,834.33,834.38,B,,P,D,R,,,,R,,,,,,,,,R,P,,P,,,P,P,P,R,,P,,,,,,,P,,,,,P,A,F,A,F,,,P,P,,,,N. dutertrei are N. humerosa,,,4cab2d71697c616166a3b343eff5984d
339-U1387C-59R-1-W 68/70-7747-FORAM,339,U1387,C,59,59-1,R,1,W,68/70-7747-FORAM,0,2,837.48,837.5,B,,M,D,A,,,,R,,,,,,,,,,A,,P,,,,,,R,,P,,,,,,,P,,,,,,,A,,F,,,R,,,,,,,,82a434819b8ead7af6242d9cc762fc95
339-U1387C-59R-3-W 72/74-7748-FORAM,339,U1387,C,59,59-3,R,3,W,72/74-7748-FORAM,0,2,840.52,840.54,B,,M,D,F,R,,,P,,,,,,,,,,,,,,,,P,,P,,,,,,,,,P,,,,,R,,A,P,R,,,R,,,,,,,,06228dd3e3224fb04475889606ba49c9
339-U1387C-59R-5-W 90/92-7749-FORAM,339,U1387,C,59,59-5,R,5,W,90/92-7749-FORAM,0,2,843.7,843.72,B,,M,D,A,,,,R,,,,,,,,,,A,,P,,,,,,P,,P,,,,,,,P,,,,,,,F,P,F,,,R,,,,,,,,785928a425b8d2497bc50fe5b9d40699
339-U1387C-59R-CC-PAL-FORAM,339,U1387,C,59,59-CC,R,CC,PAL,FORAM,0,5,845.56,845.61,B,,P,D,F,,,,P,,,,,,,,,,P,,P,,,P,P,,R,,R,,P,,P,,,,,,,,,R,A,R,R,,,F,P,,,,Spaeroid. kochi; N. dutertrei are N. humerosa,,,7a4698eb804326df669f5bea666e4247
339-U1387C-60R-CC-PAL-FORAM,339,U1387,C,60,60-CC,R,CC,PAL,FORAM,0,3,846.4,846.43,B,,G,D,R,,,,P,,,,,,,,,,R,,,,,P,,,A,,F,,,,P,,,P,,,,,,P,A,P,F,,,F,P,,,,Spaeroid. kochi; N. dutertrei are N. humerosa; G. miotumida is G. conomiozea,,,f17dd5a13bf2a0834ad5bbee6f1de9d3
339-U1387C-61R-1-PAL-FORAM,339,U1387,C,61,61-1,R,1,PAL,FORAM,0,2,856,856.02,B,,G,D,F,,,,R,,,,,,,,,F,R,,P,,P,P,,,F,,R,,P,,P,,,P,,,,,,F,F,R,R,,R,,,,,,N. dutertrei are N. humerosa,,,cfeee157987d7ff26c6752535b764aa1
339-U1387C-61R-1-W 86/88-7750-FORAM,339,U1387,C,61,61-1,R,1,W,86/88-7750-FORAM,0,2,856.86,856.88,B,,G,D,A,,,,,,,,,,,,,R,F,,P,,,,F,,R,,,,,,,,,,,,,,,,D,P,F,,,,,,,,,,,945caf7deba366efb08bd5ef6243c7dd
339-U1387C-61R-3-W 84/86-7751-FORAM,339,U1387,C,61,61-3,R,3,W,84/86-7751-FORAM,0,2,859.84,859.86,B,,G,D,A,,,,,,,,,,,,,,R,,,,,,R,,R,,P,,,,,,,,,,,,,,F,P,F,,,P,,,,,,,,624f4182f5a06eb41220ffab05beeb90
339-U1387C-61R-CC-PAL-FORAM,339,U1387,C,61,61-CC,R,CC,PAL,FORAM,0,5,865.8,865.85,B,,M,D,F,,,,R,,,,,,,,,R,R,,P,,P,P,,,R,,F,,,,,,,,,,,,,P,P,,R,,R,,,,,,N. dutertrei are N. humerosa,,,df3d3a4c0546d99a09fc1076c832d9fa
