Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,General comment,Percentage of nannos in total assemblage [%],Diatoms and siliceous plankton comment,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus pacificanus,Calcidiscus premacintyrei,Calcidiscus tropicus,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus cristatus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus telesmus,Chiasmolithus altus,Chiasmolithus consuetus,Chiasmolithus eograndis,Chiasmolithus gigas,Chiasmolithus nitidus,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiasmolithus spp.,Clausicoccus obrutus,Clausicoccus subdistichus,Coccolithus eopelagicus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10µm),Dictyococcites haqii,Dictyococcites hesslandii,Dictyococcites perplexus,Dictyococcites scrippsae,Dictyococcites spp. (<6 microns),Discoaster anartios,Discoaster asymmetricus,Discoaster aulakos,Discoaster barbadiensis,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster binodosus,Discoaster blackstockae,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster deflandrei,Discoaster diastypus,Discoaster druggii,Discoaster elegans,Discoaster exilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lenticularis,Discoaster lodoensis,Discoaster loeblichii,Discoaster mediosus,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster salisburgensis,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster tanii nodifer,Discoaster tanii ornatus,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia formosa,Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa (small <4 microns),Gephyrocapsa aperta,Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Girgisia gammation,Hayaster perplexus,Hayella situliformis,Helicopontosphaera hyalina,Helicosphaera ampliaperta,Helicosphaera bramlettei,Helicosphaera carteri,Helicosphaera compacta,Helicosphaera euphratis,Helicosphaera granulata,Helicosphaera inversa,Helicosphaera recta,Helicosphaera sellii,Helicosphaera wallichii,Hughesius gizoensis,Isthmolithus recurvus,Markalius inversus,Minylitha convallis,Nannotetrina alata,Nannotetrina fulgens,Nannotetrina spp.,Neocrepidolithus spp.,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra dictyoda,Reticulofenestra gelida,Reticulofenestra hillae,Reticulofenestra lockeri,Reticulofenestra minuta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra rotaria,Reticulofenestra samodurovii,Reticulofenestra spp. small,Reticulofenestra umbilicus (>14um),Rhabdosphaera clavigera,Rhabdosphaera gladius,Rhabdosphaera inflata,Rhomboaster cuspis,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conspicuus,Sphenolithus delphix,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus editus,Sphenolithus furcatolithoides,Sphenolithus heteromorphus,Sphenolithus intercalaris,Sphenolithus moriformis,Sphenolithus predistentus,Sphenolithus pseudoradians,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Syracosphaera pulchra,Tetralithoides symeonidesii,Thoracosphaera spp.,Toweius callosus,Toweius crassus,Toweius pertusus,Toweius spp.,Tranolithus orionatus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus digitalis,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera tenuis,Umbilicosphaera hulburtiana,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Zygrhablithus bijugatus,Shore File Links,File Data,eodp_id
350-U1437B-25X-CC-PAL-NANNO,350,U1437,B,25,25-CC,X,CC,PAL,NANNO,0,5,153.11,153.16,,,,,CN13b,Gephyrocapsa caribbeanica,LO large Gephyrocapsa (also B of small Gephy dominance = same age),1.24,,,,,,G,C,,,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,C,VF,F,,VF,,,,VF,,,F,,,,,,,R,,,,,,,,,,,,R,,F,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,2119daafc3d24fe8a58d9b10d666ac1a
350-U1437B-26X-CC-PAL-NANNO,350,U1437,B,26,26-CC,X,CC,PAL,NANNO,0,5,160.98,161.03,,,,,CN13b,Gephyrocapsa caribbeanica,,,,,,,,G,A,,,VF,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,C,C,C,,,,C,,,,VF,,,F,,,,,,,,,,,,,,,,,,R,R,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,VF,,,,,,,,,,,,,,,,,,,,cb77e57b1a7a029622566a5e23c02e1f
350-U1437B-27X-CC-PAL-NANNO,350,U1437,B,27,27-CC,X,CC,PAL,NANNO,0,5,165.62,165.67,,,,,CN13b,Gephyrocapsa caribbeanica,,,,,,,,G,A,,,R,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,C,C,VF,,,C,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,R,,VF,,,,,,,,,,,,,,,R,,,,,de6c301d4825f3959b1b031f1eebe82a
350-U1437B-28X-CC-PAL-NANNO,350,U1437,B,28,28-CC,X,CC,PAL,NANNO,0,5,182.96,183.01,,,,,CN13b,Gephyrocapsa caribbeanica,LO H sellii (? just one specimen),,,,,,,G,A,,,C,,,,,,,,C,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,C,,,C,,R,,,,VF,,,F,,,,,,R,,,,,,,,,,,,R,,,F,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,R,,,,,c2ae1be4ab8000e6190f891921e97211
350-U1437B-29X-CC-PAL-NANNO,350,U1437,B,29,29-CC,X,CC,PAL,NANNO,0,5,186.14,186.19,,,,,CN13b,Gephyrocapsa caribbeanica,FO large Gephyrocapsa (?) age Equatorial Pacific,1.46,,,,,,G,A,,,VF,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,F,,,,,,VF,,,VF,,,,,,,R,,,,,,,,,,,,R,,F,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,fa6cbdaad1d5f86c954b2e8f37c91794
350-U1437B-30X-1-W 75/75-NANNO,350,U1437,B,30,30-1,X,1,,75/75-NANNO,0,0,194.85,194.85,,,,,CN13b,Gephyrocapsa caribbeanica,,,,,,,,G,A,,,C,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,A,VF,,,VF,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,bf339ccac8f61f5f07df91ce13b341e4
350-U1437B-30X-CC-PAL-NANNO,350,U1437,B,30,30-CC,X,CC,PAL,NANNO,0,1,197.4,197.41,,,,,CN13b,Gephyrocapsa caribbeanica,LO C. macintyrei,1.6,,,,,,G,A,,,C,,,,,,,,C,C,,,VF,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,C,VF,,F,VF,,,,,,F,,,F,,,,,,VF,,,,,,,,,,,,,VF,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,VF,,,,,250110ccc12d22db640e615cfe6505ff
350-U1437B-31X-CC-PAL-NANNO,350,U1437,B,31,31-CC,X,CC,PAL,NANNO,0,5,206.79,206.84,,,,,CN13a,Pseudoemiliania lacunosa,(NO OCEANICA),,,,,,,M,F,,,VF,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19956ae5c698e1fecd5c8a648990543e
350-U1437B-32X-CC-PAL-NANNO,350,U1437,B,32,32-CC,X,CC,PAL,NANNO,0,5,220.27,220.32,,,,,CN13a,Pseudoemiliania lacunosa,,,,,,,,G,A,,,VF,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,R,,,VF,,,,R,,,,,,,,,,,,,R,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,ae34466b631f7370191b37e2bcb02432
350-U1437B-33X-CC-PAL-NANNO,350,U1437,B,33,33-CC,X,CC,PAL,NANNO,0,5,230.2,230.25,,,,,CN13a,Pseudoemiliania lacunosa,,,,,,,,G,A,,,VF,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,F,,,,,,,,,R,,,F,,,,,,VF,R,,,,,,,,,,R,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cec1c8fd01e5cd15206c1a56702e87d6
350-U1437B-34X-CC-PAL-NANNO,350,U1437,B,34,34-CC,X,CC,PAL,NANNO,0,5,237.2,237.25,,,,,CN13a,Pseudoemiliania lacunosa,,,,,,,,G,A,,,VF,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,C,,,,,,,,,,,,R,,,,R,,R,,,,,,,,,,,R,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aecf7cb44ae643f5a61a9f7da08788c
350-U1437B-35X-CC-PAL-NANNO,350,U1437,B,35,35-CC,X,CC,PAL,NANNO,0,5,245.28,245.33,,,,,CN13a,Pseudoemiliania lacunosa,,,,,,,,G,A,,,R,,,,,,,,F,F,,,VF,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,C,,,,,,,,,,,,F,,,,VF,,,,,,,,,,,,,,R,,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476dae19250bb2428d2ff0c40aac589c
350-U1437B-36X-CC-PAL-NANNO,350,U1437,B,36,36-CC,X,CC,PAL,NANNO,0,5,252.3,252.35,"T Discoaster brouweri (Gradstein et al., 2012)",T,,1.93,CN12d,Calcidiscus macintyrei,LO D. brouweri,1.93,,,,,,G,A,,,C,,,*,,,,,C,F,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,C,,,,,,,,,,,,VF,,,,VF,,R,,,,,,,,,,,R,R,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea6026d75ea35ec9cb304db1cf53d733
350-U1437B-37X-CC-PAL-NANNO,350,U1437,B,37,37-CC,X,CC,PAL,NANNO,0,5,264.86,264.91,,,,,,,,,,,,,,G,A,,,C,,,,,,,,VF,VF,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,R,,,,,,,,,R,,,R,,,,R,,VF,,,,,,,,,,,R,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153390add785c2a493ff29f231bd3b01
350-U1437B-38X-CC-PAL-NANNO,350,U1437,B,38,38-CC,X,CC,PAL,NANNO,0,5,273.67,273.72,,,,,,,,,,,,,,G,A,,,VF,,,,,,,,F,C,,,F,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,R,R,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6c464ec26a044d92c9b185509146823
350-U1437B-39X-CC-PAL-NANNO,350,U1437,B,39,39-CC,X,CC,PAL,NANNO,0,5,284.98,285.03,,,,,,,,,,,,,,G,F,,,C,,,,,,,,VF,R,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,F,,,,,,VF,,,,,,,,,,,,R,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56382690322724e346bcb64a5cfe12de
350-U1437B-40X-CC-PAL-NANNO,350,U1437,B,40,40-CC,X,CC,PAL,NANNO,0,5,292.23,292.28,,,,,,,,,,,,,,G,A,,,C,,,,,,,,C,VF,,,R,,,,,,R,,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,R,,,F,,,,,,R,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648b4c4e1f5d67dc3b58b67cc3b889d3
350-U1437B-43X-CC-PAL-NANNO,350,U1437,B,43,43-CC,X,CC,PAL,NANNO,0,5,322.72,322.77,,,,,,,,,,,,,,G,A,,,C,,,,,,,,VF,F,,,,,,,,,R,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012a2f13ac6ad87b90e4c3b5632e8ceb
350-U1437B-44X-CC-PAL-NANNO,350,U1437,B,44,44-CC,X,CC,PAL,NANNO,0,5,329.9,329.95,,,,,CN12d,Calcidiscus macintyrei,,,,,,,,G,A,,,C,,,,,,,,VF,F,,,,,,,,,R,,,,,,,,,,,,,,,,VF,,,,,,,C,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,C,F,F,,,,,,,,,,VF,,,F,,,,,,R,,,,,,,,,,,,R,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,b595bb1e6c0d8a12b5b50278b55eb402
350-U1437B-45X-CC-PAL-NANNO,350,U1437,B,45,45-CC,X,CC,PAL,NANNO,0,5,344.77,344.82,,,,,CN12c,Discoaster pentaradiatus,LO D pentaradiatus/ ONE SPECIMENS D SURCULUS (?) --> 2.49,2.39,2.49,,,,,G,A,,,VF,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,A,,,,,,*,,,,,,,*,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,C,C,C,F,R,,,,,,,,,VF,,,F,,,,,,VF,,,,,,,,,,,,,R,,C,,,,,,C,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d807938414482632a0603e0c7e274697
350-U1437B-46X-CC-PAL-NANNO,350,U1437,B,46,46-CC,X,CC,PAL,NANNO,0,5,349.71,349.76,,,,,,,,,,,,,,G,A,,,C,,,,,,,,F,VF,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,,,,*,,,VF,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,A,C,F,,,,,,,,,,R,,,VF,,,,,,R,,,,,,,,,,,,,R,,C,,,,,,,*,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,5b5d835e353eb1a56aa58514ad650b77
350-U1437B-47X-CC-PAL-NANNO,350,U1437,B,47,47-CC,X,CC,PAL,NANNO,0,5,363.02,363.07,,,,,,,,,,,,,,G,A,,,R,,,,,,,,F,VF,,,VF,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,A,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,F,,C,C,C,,,,,,,,,,,,,F,,,,,,VF,,,,,,,,,,,,,R,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,c311f03aa31aa13382ef704579792207
350-U1437B-48X-CC-PAL-NANNO,350,U1437,B,48,48-CC,X,CC,PAL,NANNO,0,5,372.07,372.12,"T Discoaster surculus (Gradstein et al., 2012)",T,,2.49,CN12b,Discoaster surculus,,2.49,,,,,,M,A,,,R,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,F,,C,C,C,R,,,,,,,,,,,,VF,,,,,,R,,,,,,,,,,,,,R,,C,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,R,,,,d7668d4595a9e0610922e85332819d3c
350-U1437B-49X-CC-PAL-NANNO,350,U1437,B,49,49-CC,X,CC,PAL,NANNO,0,5,379.75,379.8,,,,,,,,,,,,,,G,A,,,C,,,,,,,,F,R,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,A,,,,,,VF,,,,,,,,,,R,,,,,,,,,,,,,,,,,,VF,,,,,VF,,,,,,,R,,,,C,,C,C,C,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,C,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,VF,,,,,5bdf5bc6f690ec38e6cf34abf7a37cb5
350-U1437B-50X-CC-PAL-NANNO,350,U1437,B,50,50-CC,X,CC,PAL,NANNO,0,5,388.42,388.47,"T Discoaster tamalis (Gradstein et al., 2012)",T,,2.8,CN12a,Discoaster tamalis,,2.8,,,,,,P,C,,,F,,,,,,,,VF,VF,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,VF,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,R,,,,R,,,,,,VF,,F,,F,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,VF,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,db945032207ad842c6082a01f832e093
350-U1437B-51X-CC-PAL-NANNO,350,U1437,B,51,51-CC,X,CC,PAL,NANNO,0,1,403.33,403.34,,,,,,,,,,,,,,P,C,,,R,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,VF,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,F,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,VF,,,,,,F,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,b08366e5a360d382dc51f654aa072aac
350-U1437B-52X-CC-PAL-NANNO,350,U1437,B,52,52-CC,X,CC,PAL,NANNO,0,5,410.75,410.8,,,,,,,,,,,,,,G,A,,,R,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,VF,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,VF,,,,,R,R,,,,,,,,,,C,,C,VF,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,201edc0297b6b402ae8885303efe7626
350-U1437B-53X-CC-PAL-NANNO,350,U1437,B,53,53-CC,X,CC,PAL,NANNO,0,5,416.27,416.32,,,,,,,,,,,,,,G,C,,,R,,,,,,,,VF,VF,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,,,,,,,,C,VF,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,R,,VF,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c1da362b9cfb7d8a39a9a6ee3adcc2e
350-U1437B-54X-CC-PAL-NANNO,350,U1437,B,54,54-CC,X,CC,PAL,NANNO,0,5,430.25,430.3,,,,,,,,,,,,,,G,A,,,R,,,,,,,,C,C,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,F,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,,,R,,,,,,C,VF,,,,,,,,,,,,,,VF,,,,,,F,,,,,,,,,,,,,R,,VF,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134200bcf3b61bd30265d959aec3780
350-U1437B-55X-CC-PAL-NANNO,350,U1437,B,55,55-CC,X,CC,PAL,NANNO,0,3,431.76,431.79,,,,,,,,,,,,,,G,A,,,F,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,R,,,,,,,R,,,,,,C,F,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,R,R,,F,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,461d88a3108e25b51705256391cde47d
